street	intersections	agencies	number_violations
E 149		P	5
E 149 ST	trinity ave	P	105
E 149 STREET		P	7
E 149th St	w/of bruckner b|n/of bruckner b|w/of concord av|e/of bruckner|w/of courtland|e/of morris ave|e/of anthony j g|s/of morris ave|s/of eagle ave|w/of park ave|w/of courtlandt|w/of st anns av|e/of cauldwell|n/of morris ave|e/of bruckner b|w/of college a|e/of park ave|s/of bruckner b|n/of union ave|w/of jackson ave|w/of st anns a|w/of tinton ave|w/of bruckner|e/of anthony j|w/of cauldwell a|e/of eagle ave|e/of union ave|e/of austin pl|w/of morris av|w/of trinity av|w/of 3rd ave|e/of st anns ave|s/of 3rd ave|e/of st anns av|e/of bergen ave|w/of prospect a|w/of morris ave|w/of wales ave|e/of trinity ave|s/of jackson av|n/of austin pl|w/of bergen ave|w/of jackson av|e/of st anns a|e/of grand con|e/of courtlandt|w/of union ave|w/of eagle ave|w/of brook ave|n/of park ave|e/of trinity av|w/of cauldwell|e/of concord av|e/of brook ave|w/of gerard ave|w/of austin pl|s/of cauldwell|w/of melrose av|e/of wales ave|e/of southern b|e/of jackson av|e/of tinton ave|s/of austin pl|w/of grand conc|e/of westchester|w/of walton ave|e/of walton ave|s/of st anns av|s/of park ave|e/of bergen av	T	13441
E 149TH ST		P|T	11
E 149TH STREET		P|T	11
E 150 ST		P	20
E 150 STREET		P	7
E 150th St	e/of walton ave|e/of morris ave|e/of courtlandt|e/of concord av|s/of river ave|s/of courtlandt|s/of concourse|w/of tinton ave|w/of morris av|s/of wales ave|e/of morris av|n/of melrose av|e/of grand conc|e/of anthony j g|n/of wales ave|e/of concord a|w/of anthony j|n/of melrose a|w/of courtland|w/of courtlandt|e/of wales ave|w/of melrose av|w/of melrose ave|w/of walton ave|e/of melrose av|e/of melrose ave|w/of wales ave|e/of concord ave|w/of anthony j g|w/of grand conc|w/of 3rd ave|e/of grand con|w/of cedar ln|w/of grand conco|w/of grand con|e/of gerard ave|w/of prospect a|n/of concord av|e/of grand conco|w/of prospect av|e/of union ave|w/of brook ave|e/of jerome av|s/of melrose av|n/of courtlandt|w/of morris ave|w/of melrose a|e/of 3rd ave|n/of walton ave|e/of courtland	T	1378
E 151 ST	jackson ave|river ave|river av	P	17
E 151 STREET	park avenue	P	4
E 151st St	s/of park ave|front of parking lot|w/of prospect a|45' west of posted a|w/of gerard ave|s/of wales ave|n/of melrose av|e/of courtland|n/of union ave|e/of morris av|e/of river ave|n/of morris ave|e/of morris ave|w/of grand con|w/of cedar ln|5' west of posted ad|n/of 3rd ave|n/of bergen ave|s/of gerard ave|s/of morris ave|w/of walton ave|w/of concord ave|w/of courtlandt|w/of park ave|w/of melrose ave|w/of concord av|e/of melrose ave|e/of grand conc|e/of jackson ave|n/of park ave|e/of gerard ave|s/of courtlandt|e/of courtlandt|e/of melrose av|w/of 3rd ave|w/of morris av|e/of park ave|w/of wales ave|w/of morris ave|e/of union ave|s/of concord av|w/of grand conc|n/of river ave|e/of walton ave|n/of melrose ave|w/of melrose a|e/of melrose a|e/of cedar ln|e/of 3rd ave|w/of river ave|e/of concord ave|w/of e 148th st|w/of prospect av|e/of jackson av|e/of walton av|w/of melville s|w/of melrose av|s/of morris av|e/of concord av|s/of 3rd ave|50' west of posted a|e/of e 153rd st|w/of mount eden|e/of gerard av|w/of grand conco|s/of melrose av|n/of prospect av	T	3696
E 152 ST		P	26
E 152nd St	w/of courtlandt|w/of melrose av|e/of morris av|e/of bergen av|n/of 3rd ave|w/of tinton av|corner of wales ave|e/of prospect a|e/of tinton ave|w/of melrose ave|e/of concord av|e/of courtlandt|w/of concord av|e/of melrose ave|w/of prospect a|n/of courtland|s/of melrose av|w/of 3rd ave|e/of 3rd ave|w/of tinton ave|n/of bergen av|w/of bergen ave|w/of union ave|n/of bergen ave|e/of bergen ave|s/of 3rd ave|e/of courtland|w/of wales ave|e/of melrose av|s/of bergen ave|w/of courtland|e/of wales ave|w/of morris av	T	2482
E 153	elton ave|morris ave|elton|park ave	P	6
E 153 ST	morris|i/o elton ave|w/s of elton ave|courtland ave|elton ave|walton ave	P	121
E 153 STREET		P	10
E 153rd St	w/of 3rd ave|w/of walton av|e/of gerard ave|w/of melrose av|e/of grand conco|w/of elton ave|e/of bergen ave|s/of melrose ave|40' east of addrese|opp of school|s/of walton ave|w/of bergen ave|s/of gerard ave|s/of park ave|n/of park ave|w/of courtlandt|w/of morris ave|w/of walton ave|w/of concourse|s/of bergen av|s/of morris ave|w/of park ave|s/of brook ave|e/of park ave|w/of melrose ave|e/of morris ave|w/of courtland|e/of river ave|e/of morris av|w/of gerard ave|w/of brook ave|n/of courtland|n/of 3rd ave|n/of gerard ave|s/of morris av|e/of courtlandt|n/of courtlandt|s/of courtlandt|e/of melrose ave|e/of gerard av|n/of walton ave|e/of walton ave|e/of melrose av|e/of grand conc|in between 281 to 30|n/of morris ave|w/of morris av|by the food market p|e/of brook ave|n/of grand con|w/of river ave|n/of brook ave|e/of elton ave|e/of walton av|e/of 3rd ave	T	3097
E 153RD ST		P	6
E 154 ST	elton ave|elton st	P	13
E 154th St	s/of courtlandt|w/of elton ave|s/of elton ave|e/of 3rd ave|n/of 3rd ave|e/of elton ave|w/of 3rd ave|e/of courtlandt|w/of melrose ave|e/of melrose av|w/of courtlandt|w/of melrose av	T	676
E 155 ST		P	17
E 155 STREET		P	5
E 155th St	e/of elton ave|w/of elton ave|e/of 3rd ave|e/of courtlandt|s/of 3rd ave|n/of 3rd ave|w/of 3rd ave|s/of elton ave|w/of courtlandt	T	241
E 156	grand concourse|elton ave	P	6
E 156 ST	fox st|melrose ave|grand concourse	P	113
E 156 STREET		P	8
E 156th St	e/of courtland|w/of st anns av|e/of southern bl|w/of morris ave|n/of southern b|e/of morris ave|e/of fox st|w/of fox st|e/of concourse v|n/of fox st|e/of elton ave|w/of westcheste|e/of park ave|w/of concord vil|n/of concourse v|e/of brook ave|w/of st anns a|s/of garrison av|n/of st anns a|e/of concord v|e/of garrison a|e/of netherland|w/of trinity av|s/of st anns av|e/of boston rd|s/of concourse|n/of courtlandt|e/of 3rd ave|w/of concourse|n/of bruckner|w/of southern b|w/of beck st|s/of southern b|w/of trinity ave|e/of concord vi|e/of forest ave|w/of concourse v|n/of 3rd ave|w/of southern bl|s/of elton ave|e/of barry st|w/of cauldwell|s/of hewitt pl|w/of courtlandt|e/of beck st|n/of beck st|w/of 3rd ave|e/of concourse|w/of melrose av|w/of elton ave|s/of fox st|s/of westchester|e/of southern b|w/of concord vi|e/of cauldwell|n/of elton ave|w/of st anns ave|e/of eagle ave|e/of melrose av|w/of brook ave|e/of kelly st|e/of courtlandt|e/of grand conc|e/of westcheste|w/of barry st|e/of grand conco|s/of barry st|e/of trinity av|s/of 3rd ave|n/of grand conco|e/of st anns ave|s/of brook ave|e/of union ave|s/of garrison a|s/of beck st|w/of concord v|w/of dawson st|s/of trinity av|w/of eagle ave|s/of dawson st|w/of courtland|w/of park ave|e/of cauldwell a|w/of bruckner bl|s/of kelly st|corner of brook|w/of prospect av|s/of st anns ave|w/of bruckner b|n/of kelly st|w/of prospect a|w/of cauldwell a|w/of westchester|e/of st anns av|n/of brook ave	T	3779
E 156TH ST		P	7
E 157 ST	courtlandt ave	P	10
E 157th St	e/of 3rd ave|n/of elton ave|e/of courtlandt|w/of 3rd ave|s/of river ave|e/of brook ave|e/of elton ave|s/of walton ave|e/of walton ave|w/of river ave|n/of brook ave|e/of morris ave|e/of gerard ave|s/of elton ave|s/of 3rd ave|w/of jerome ave|e/of river ave|n/of e 153rd st|w/of brook ave|w/of walton ave|w/of courtlandt|w/of elton ave|e/of melrose av|s/of brook ave|w/of gerard ave|n/of 3rd ave|n/of river ave	T	674
E 158 ST	park ave	P	28
E 158 STREET		P	10
E 158th St	e/of grand conc|e/of grand con|n/of walton ave|w/of courtlandt|w/of concord vi|e/of river ave|e/of concourse v|e/of walton ave|w/of forest ave|e/of melrose av|s/of gerard ave|s/of cauldwell|w/of jackson ave|s/of jackson av|e/of concourse|s/of 3rd ave|w/of park ave|e/of trinity av|w/of jackson av|w/of walton ave|w/of wales ave|w/of jackson a|s/of concord vi|w/of eagle ave|w/of gerard ave|e/of 3rd ave|e/of walton av|e/of concord vi|n/of grand con|w/of concourse|n/of 3rd ave|w/of grand conc|e/of jackson av|w/of grand con|e/of park ave|e/of brook ave|w/of brook ave|w/of elton ave|w/of union ave|w/of 3rd ave|e/of courtlandt|w/of cauldwell a|e/of cauldwell|e/of elton ave|w/of concourse v|e/of jackson ave|s/of grand conco|s/of elton ave|w/of courtland|e/of concord av|n/of concord vi|n/of brook ave|e/of forest ave|n/of elton ave|w/of st anns av|e/of eagle ave|n/of grand conc|w/of concord vil|n/of cauldwell a|e/of morris ave|e/of grand conco|s/of concourse|w/of grand conco	T	1868
E 158TH ST		P	4
E 159 ST	3 ave	P	18
E 159th St	e/of elton ave|w/of st anns av|e/of courtlandt|e/of grand conc|w/of concord vi|s/of grand conc|e/of sheridan av|w/of riverdale|s/of melrose av|e/of concourse|n/of concord vi|e/of melrose ave|n/of concourse|w/of melrose av|n/of melrose av|w/of elton ave|w/of concourse|e/of brook ave|e/of melrose av|w/of courtlandt|e/of grand conco|w/of concourse v|w/of grand conc|e/of grand con|s/of grand con|n/of grand conc|w/of melrose ave|n/of brook ave|e/of e 161st st|w/of 3rd ave|w/of grand conco|s/of concord vil|n/of st anns av	T	1043
E 160 ST	courtlandt ave|courtlant ave|yolanda garcia park	P	25
E 160th St	e/of union ave|e/of melrose ave|e/of melrose av|e/of melrose a|s/of cauldwell|w/of jackson ave|w/of courtlandt|e/of trinity av|e/of jackson ave|w/of elton ave|e/of jackson av|w/of trinity av|s/of union ave|n/of trinity a|w/of westcheste|n/of trinity av|s/of elton ave|e/of trinity ave|e/of cauldwell|e/of courtlandt|w/of forest ave|w/of jackson av|s/of trinity av|e/of elton ave|w/of prospect a|n/of union ave|e/of forest ave|w/of fulton ave|w/of trinity ave|e/of park ave|e/of cauldwell a	T	1153
E 160TH ST	mapes|courtland ave	P	4
E 161	morris av	P	7
E 161 ST	3 ave|ruppert pl|webster ave	P	142
E 161 STREET	morris ave|ruppert pl	P	30
E 161st St	w/of forest ave|e/of forest ave|e/of eagle ave|e/of trinity av|e/of cauldwell|w/of courtland|s/of hewitt pl|w/of cauldwell a|e/of park ave|w/of cauldwell|n/of grand conc|s/of elton ave|w/of elton ave|e/of concord vil|w/of prospect av|e/of walton av|e/of melrose av|e/of hewitt pl|w/of st anns av|e/of cauldwell a|e/of union ave|e/of 3rd ave|s/of river ave|e/of gerard ave|w/of grand conco|e/of woodycres|w/of melrose a|w/of concourse v|e/of melrose a|n/of st anns av|e/of st anns a|e/of concourse|w/of concord v|e/of st anns ave|w/of grand con|w/of st anns a|n/of st anns ave|e/of grand conc|w/of concourse|e/of courtlandt|w/of courtlandt|e/of st anns av|e/of elton ave|w/of grand conc|w/of river ave|e/of walton ave|e/of grand conco|w/of walton ave|w/of concord vi|w/of park ave|w/of sheridan a|e/of woodycrest|s/of grand conc|w/of eagle ave|w/of jackson ave|w/of melrose av|e/of morris ave|e/of sheridan a|n/of prospect av|s/of grand con|e/of courtland|s/of concourse v|e/of grand con|e/of summit ave|s/of westcheste|w/of jackson av|w/of prospect a	T	2390
E 161ST STREET		P	6
E 161TH ST		P	12
E 162 ST	morris ave|e/o river ave|gerard ave	P	44
E 162nd St	n/of melrose ave|w/of anderson av|e/of elton ave|e/of grand conc|w/of grand conco|n/of gerard ave|w/of sheridan a|e/of courtlandt|w/of river ave|n/of teller ave|w/of elton ave|w/of courtlandt|w/of melrose ave|n/of grand conc|w/of teller ave|e/of sheridan a|w/of morris ave|s/of prospect a|w/of gerard av|e/of prospect a|s/of elton ave|e/of courtland|w/of washington|e/of melrose ave|e/of melrose a|s/of park ave|e/of park ave|w/of grand conc|w/of park ave|e/of grand conco|e/of melrose av|w/of woodycrest|w/of gerard ave|e/of teller ave|w/of prospect a|s/of gerard ave|s/of e 163rd st|s/of westchester|e/of river ave|e/of grand con|w/of brook ave|n/of courtlandt|n/of elton ave|w/of grand con	T	1699
E 163	tiffany st|union ave|grant ave|trinity ave|park ave	P	11
E 163 ST	trinity ave|tiffany st	P	50
E 163 STREET		P	8
E 163rd St	s/of washington|e/of grand conc|n/of woodycrest|n/of teller ave|e/of simpson st|s/of sheridan a|e/of sheridan|w/of teller av|w/of trinity av|n/of sheridan a|e/of fox st|e/of eagle ave|e/of cauldwell a|w/of eagle ave|e/of prospect a|e/of prospect av|w/of park ave|w/of cauldwell|e/of melrose a|w/of morris ave|n/of westcheste|e/of morris av|w/of 3rd ave|s/of grand conco|w/of tinton ave|s/of brook ave|w/of trinity ave|n/of park ave|w/of sheridan av|e/of college av|w/of fox st|w/of melrose av|e/of sherman ave|w/of hoe ave|e/of courtlandt|w/of washington|n/of grand conc|e/of cauldwell|e/of sherman av|back plate only|w/of teller ave|w/of brook ave|e/of melrose av|e/of washington|s/of gerard ave|w/of college ave|w/of sheridan a|e/of tiffany st|e/of union ave|e/of sheridan av|e/of brook ave|e/of college ave|e/of grand conco|w/of sherman av|e/of grant ave|s/of grand conc|e/of trinity ave|w/of intervale|n/of tinton ave|e/of sheridan a|e/of 3rd ave|e/of teller ave|s/of tinton ave|n/of courtlandt|w/of tiffany st|e/of southern b|w/of intervale a|s/of sheridan av|n/of bruckner b|w/of washingto|n/of robertson|w/of grand conc|e/of trinity a|w/of tinton av|w/of grant ave|w/of rev james a|s/of grant ave|e/of morris ave|e/of grand con|w/of prospect av	T	3134
E 163RD ST		P	13
E 164 ST	brook ave	P	63
E 164 STREET	brook avenue	P	8
E 164th St	e/of walton ave|w/of cauldwell|e/of river ave|w/of grant ave|e/of grant ave|s/of grand conc|e/of sheridan|w/of teller ave|s/of gerard ave|w/of grand conco|n/of jerome av|s/of jerome ave|s/of sheridan a|e/of gerard av|e/of sheridan a|w/of washington|w/of jerome ave|e/of boston rd|n/of 3rd ave|w/of webster av|e/of 3rd ave|n/of grant ave|w/of carroll pl|w/of walton av|w/of sheridan|w/of cauldwell a|w/of gerard av|s/of grand blvd|n/of e 165th s|w/of college av|n/of river ave|n/of jerome ave|e/of jerome av|e/of washington|w/of rev james a|n/of grand conc|w/of grand conc|e/of grand conc|w/of walton ave|e/of sheridan av|e/of gerard ave|w/of sheridan av|w/of morris ave|w/of sheridan a|e/of jerome ave|s/of grant ave|n/of walton ave|e/of grand con|w/of sherman av|w/of 3rd ave|w/of river ave|e/of grand conco|e/of findlay av|w/of gerard ave|e/of morris ave|w/of sherman a|e/of prospect a|e/of walton av|n/of grand conco|s/of walton ave|s/of grand conco|w/of grand con|e/of college av|e/of sherman av|e/of prospect av|w/of sherman ave|n/of sherman av|s/of river ave|e/of sherman ave|s/of sheridan av|w/of washingto|n/of sheridan av|w/of college ave|e/of college ave|n/of gerard ave|e/of cauldwell	T	2521
E 164TH ST		P	11
E 165	tiffany street|sherman ave|river ave	P	7
E 165 ST	faile st|hoe ave|grand concourse|bryant ave	P	64
E 165 STREET	sheridan ave	P	21
E 165th St	e/of intervale a|w/of webster a|n/of whitlock av|e/of cauldwell|w/of river ave|e/of kelly st|w/of grand conco|w/of grand conc|e/of walton ave|e/of carroll pl|w/of westchester|w/of webster av|w/of longfellow|e/of trinity ave|w/of prospect av|s/of tinton ave|s/of prospect a|w/of rev james a|w/of kelly st|s/of hoe ave|s/of walton ave|e/of prospect a|s/of gerard ave|w/of clay ave|w/of tiffany s|s/of grand conc|e/of trinity av|w/of tinton ave|s/of jerome ave|w/of washington|w/of river rd|e/of rev james a|w/of sheridan av|w/of whitlock a|w/of union ave|w/of faile st|w/of findlay ave|n/of jerome ave|w/of westcheste|e/of sherman ave|s/of rev james a|n/of river ave|n/of gerard ave|n/of grand conc|e/of grand conc|w/of sheridan a|e/of park ave|w/of teller ave|w/of morris ave|w/of washingto|w/of tiffany st|s/of grand conco|n/of tiffany st|e/of jerome ave|e/of cauldwell a|s/of tiffany st|e/of brook ave|e/of grand con|w/of carroll pl|w/of park ave|e/of fox st|e/of gerard ave|w/of 3rd ave|e/of teller ave|w/of hoe ave|e/of prospect av|e/of river ave|s/of faile st|w/of tinton av|s/of grand con|e/of washington|e/of intervale|vehicle pkg on media|n/of concord vi|w/of gerard ave|e/of sherman av|e/of sheridan av|w/of bryant ave|w/of rev james|e/of jerome av|n/of jerome av|e/of morris ave|e/of clay ave|e/of sheridan a|e/of grand conco|s/of kelly st|e/of tiffany st|n/of faile st|w/of brook ave|w/of prospect a|w/of jerome ave|w/of grand con|center median|w/of jerome av|n/of webster av|s/of river ave|w/of trinity ave|e/of longfellow|e/of faile st|w/of cauldwell a|e/of bryant ave|w/of gerard av|s/of whitlock a|e/of 165th stre|e/of rogers pl|n/of mc clella|e/of boston rd|s/of sheridan av|n/of bryant ave	T	3670
E 165TH ST	intervale	P|S	4
E 165TH STREET		P	4
E 166	nelson ave	P	4
E 166 ST	fulton street	P	37
E 166th St	w/of webster ave|e/of teller ave|e/of carroll pl|n/of jackson av|e/of jackson av|e/of franklin av|w/of sherman av|e/of prospect av|w/of franklin av|n/of sherman av|e/of trinity av|w/of prospect av|e/of trinity ave|w/of grand con|w/of sheridan av|e/of franklin|e/of tinton ave|e/of clay ave|w/of forest ave|e/of walton ave|w/of webster av|e/of union ave|w/of grand conco|w/of brook ave|n/of franklin a|e/of sherman ave|e/of sherman av|n/of grant ave|w/of findlay ave|n/of sheridan av|e/of forest ave|s/of mccllean s|e/of fulton ave|e/of washington|w/of washingto|w/of grand conc|e/of 3rd ave|w/of morris ave|e/of franklin a|w/of clay ave|s/of franklin av|e/of sheridan av|e/of grand conc|w/of david sheri|s/of franklin a|w/of 3rd ave|e/of college ave|w/of webster a|w/of jackson ave|e/of grant ave|w/of boston rd|w/of sheridan a|e/of park ave|w/of carroll pl|s/of walton ave|w/of jackson av|e/of jackson ave|w/of carroll st|w/of teller ave|e/of morris ave|w/of union ave|e/of grand conco|w/of walton ave|n/of grand conc|s/of forest ave|n/of walton av|w/of walton av|w/of sherman ave|w/of morris av|w/of grant ave|e/of walton av|w/of washington|w/of franklin a|n/of sheridan a|s/of grand conc|e/of sheridan a|e/of webster ave|w/of prospect a|w/of park ave|e/of webster av|e/of boston rd|e/of grand con|e/of washingto|w/of ogden ave|w/of river ave|w/of franklin|s/of jackson ave|s/of sheridan a|w/of tinton ave|n/of 3rd ave|n/of washington|s/of jackson av|s/of sheridan av|s/of fulton ave|s/of sherman ave|e/of findlay ave|n/of carroll pl	T	2652
E 166TH ST		P	5
E 167 ST	fulton ave	P	71
E 167 STREET		P	8
E 167th St	meddle of the lane|w/of 3rd ave|e/of river ave|n/of college av|n/of union ave|n/of grandview|s/of 3rd ave|s/of w 168th st|e/of grand conc|w/of kelly st|n/of walton ave|ctrl mall|e/of vyse ave|w/of grandview p|w/of gerard ave|n/of 3rd ave|s/of jerome ave|n/of fulton av|w/of prospect av|s/of fox st|w/of grand ave|n/of fox st|w/of walton ave|n/of grand conc|ctr mall|w/of college av|n/of sheridan av|e/of bryant ave|e/of park ave|n/of grand conco|e/of grandview p|w/of grand con|n/of walton av|e/of college av|ctr mall  grand conc|e/of union ave|e/of webster av|w/of brook ave|w/of franklin a|w/of park ave|e/of fulton ave|e/of 3rd ave|w/of teller av|e/of franklin a|w/of teller ave|w/of webster av|n/of bryant ave|e/of tiffany st|n/of college ave|e/of teller ave|s/of franklin a|e/of southern b|w/of hoe ave|center parking lot|n/of grandview p|e/of morris ave|w/of findlay ave|e/of findlay av|s/of grandview|w/of fulton ave|w/of grand conc|w/of clay ave|w/of fox st|e/of clay ave|e/of brook ave|e/of findlay a|w/of grandview|w/of tiffany st|s/of fulton ave|e/of walton av|middle|w/of vyse ave|ctrall|w/of findlay av|w/of franklin av|cpr mall parking|e/of grandview|e/of walton ave|s/of grand conc|w/of intervale a|center mall|w/of hall pl|e/of w farms rd|e/of fox st|e/of grand con|w/of river ave|e/of findlay ave|e/of gerard ave|w/of webster ave|w/of prospect a|ctr moll|w/of grand conco|w/of fulton av|n/of hall pl|ctr mall 167 and gra|w/of southern b|e/of sherman ave|e/of franklin av|w/of w farms rd|e/of daly ave|e/of sherman av|w/of morris ave|center lane|w/of walton av|central mall parking|s/of college av|w/of sherman ave|s/of w 168th s|n/of sheridan a|e/of sheridan av|w/of college a|sedgwick|w/of college ave|e/of hall pl|s/of tudor pl|n/of river ave|s/of sherman ave|e/of college ave|e/of grand conco|n/of franklin av|n/of park ave|n/of clarke pl|n/of fulton ave|e/of webster ave|w/of simpson st|w/of findlay a|middle meter parking|n/of gerard ave|w/of boston rd	T	9791
E 167TH ST		P	9
E 168	sherman ave	P	5
E 168 ST	sherman ave|sheridan|sheridan ave	P	67
E 168 STREET		P	10
E 168th St	w/of college ave|n/of grand conc|n/of sherman av|w/of fulton ave|w/of prospect av|e/of webster ave|e/of 13th ave|e/of grand conco|w/of sheridan a|w/of grandview p|n/of 3rd ave|w/of webster av|n/of grand conco|w/of teller ave|s/of sheridan av|e/of park ave|w/of park ave|w/of findlay av|w/of webster ave|e/of walton ave|e/of webster av|e/of brook ave|n/of findlay av|e/of union ave|w/of grand conc|e/of washington|n/of college ave|n/of sheridan av|e/of findlay av|w/of walton ave|e/of sheridan av|w/of franklin av|w/of sherman ave|e/of webster a|w/of weeks ave|w/of boston rd|e/of college ave|n/of brook ave|e/of sherman av|e/of morris ave|n/of sheridan a|s/of grand conco|e/of findlay ave|w/of grand conco|e/of 3rd ave|w/of sheridan av|w/of washington|w/of walton av|w/of union ave|e/of sheridan a|e/of grand conc|w/of brook ave|w/of university|w/of findlay ave|w/of 3rd ave|e/of fulton ave|e/of grand con|e/of grandview p|e/of gerard ave|s/of walton ave|e/of grandview|e/of clay ave|s/of teller ave|s/of findlay av|e/of e 169th st|s/of college ave|s/of grand conc|s/of boston rd|n/of teller ave|w/of tinton ave|s/of washington|e/of tinton ave|n/of findlay ave|w/of grand con|e/of college av|w/of franklin a|s/of grand con|n/of walton ave|s/of findlay ave|w/of grandview|e/of teller ave|s/of sheridan a|e/of franklin av|s/of 3rd ave|w/of carroll pl|gas station driveway|e/of prospect av|e/of fulton av|e/of tinton av|w/of forest ave|e/of gerard av|s/of brook ave	T	3297
E 168TH ST	sheridan ave	P	11
E 169	boston rd|clay ave|morris ave	P	7
E 169 ST	gerard ave|park ave|simpson st|rev james polite|sheridan ave|morris ave|sheridan|grant ave	P|T	98
E 169 STREET		P	16
E 169th St	n/of grand conc|e/of sheridan a|w/of grand conco|w/of sheridan av|w/of webster av|e/of fulton av|w/of franklin av|n/of 3rd ave|s/of grand conc|s/of simpson st|w/of college av|e/of nelson ave|w/of franklin a|e/of shakespear|e/of grant ave|e|w/of college ave|e/of walton ave|e/of webster ave|e/of college ave|e/of findlay ave|e/of webster av|w/of washington|w/of park ave|s/of intervale a|e/of washington|n/of grand conco|w/of clay ave|w/of washingto|w/of findlay av|w/of fulton ave|s/of grand conco|n/of grand con|e/of grand conc|e/of rev james a|e/of grand conco|w/of grand conc|w/of 3rd ave|e/of 3rd ave|n/of union ave|e/of webster a|w/of morris ave|w/of grant ave|e/of park ave|s/of sheridan av|s/of fox st|e/of sheridan av|w/of concourse|s/of webster av|w/of sheridan a|s/of clay ave|e/of union ave|e/of gerard ave|e/of franklin av|e/of morris ave|s/of 3rd ave	T	3180
E 169TH ST		P	15
E 169TH STREET		P	4
E 170	wythe|clay ave	P	12
E 170 ST	ogden ave	P	84
E 170 STREET		P	8
E 170th St	w/of park ave|e/of washington|center lane|n/of university|w/of webster av|w/of clay ave|e/of grand conc|e/of washingto|s/of grand conc|e/of crotona av|n/of stebbins a|w/of shakespear|w/of wythe pl|w/of grant ave|n/of walton ave|n/of washington|w/of grand ave|w/of crotona av|n/of grand conco|e/of clinton av|e/of park ave|w/of washingto|s/of walton ave|n/of 3rd ave|s/of wythe pl|e/of 3rd ave|w/of louis nine|e/of sheridan a|n/of park ave|w/of crotona ave|centre mall|s/of crotona av|e/of sheridan|ctr lane|w/of jerome ave|w/of walton ave|w/of franklin av|e/of franklin av|e/of louis nine|n/of crotona ave|s/of stebbins av|n/of grant ave|s/of brook ave|w/of fulton av|e/of crotona ave|e/of wythe pl|s/of 3rd ave|e/of sheridan av|s/of washington|w/of fulton ave|s/of louis nine|w/of college av|e/of webster av|e/of webster a|center mall|w/of washington|e/of townsend av|n/of e 169th s|w/of 3rd ave|w/of grand conc|ctr mall|e/of university|e/of grant ave|e/of webster ave|infront chipotle|s/of grand ave|n/of wythe pl|e/of fulton ave|e/of walton ave|n/of grand ave|n/of townsend av|w/of morris ave|n/of sheridan a|w/of webster a|e/of brook ave|s/of webster av|w/of nelson ave|s/of sheridan a|e/of stebbins a|w/of plaza pl|w/of crotona a|e/of college ave|w/of clinton av|w/of townsend av|e/of inwood ave|e/of jerome ave|s/of park ave|e/of clinton a|e/of college av|s/of clinton av|s/of franklin av|n/of webster av|n/of stebbins av|e/of franklin a|w/of franklin a|w/of ogden ave|e/of bristow st|n/of franklin a	T	6313
E 170TH ST		P	8
E 171 ST	wythe pl|morris ave|wythe ave|college ave	P	43
E 171 STREET		P	6
E 171st St	w/of grand conc|w/of walton ave|n/of college ave|s/of grand con|e/of washington|s/of grand conc|w/of 3rd ave|s/of webster ave|e/of crotona pl|e/of 3rd ave|s/of townsend av|n/of sheridan a|w/of webster ave|w/of townsend a|e/of grand con|n/of webster av|s/of sheridan a|e/of college ave|e/of morris ave|w/of crotona p|e/of walton ave|e/of townsend|w/of sheridan av|e/of brook ave|w/of crotona av|s/of walton ave|w/of grand conco|s/of webster av|n/of jerome ave|n/of grand conc|w/of washingto|s/of townsend a|e/of jerome av|w/of croes ave|n/of townsend a|w/of grand con|w/of fulton ave|e/of grand conco|e/of grand conc|w/of washington|e/of webster av|e/of townsend av|w/of crotona pl|w/of jerome ave|w/of brook ave|s/of washington|w/of sheridan a|w/of teller ave|w/of townsend av|w/of college av|e/of jerome ave|n/of college av|e/of wythe pl|e/of townsend a|n/of walton ave|e/of park ave|w/of park ave|w/of walton av|s/of grand conco|w/of webster av|w/of wythe pl|s/of wythe pl|e/of st lawrenc|e/of college av|w/of college ave|e/of washingto|s/of morris av|s/of jerome ave|s/of morris ave|n/of grand conco|n/of wythe pl|n/of teller ave|e/of webster ave|w/of fulton av|w/of teller av|s/of brook ave|n/of brook ave|ctr mall|e/of sheridan av|n/of townsend av|n/of grand con|w/of longfellow	T	1761
E 172	jerome|inwood place|wythe pl	P	6
E 172 ST	boynton|1521|boynton ave|elder ave|evergreen ave|bathgate ave|bryant ave|beach ave|grand concourse|bronx river ave	P	87
E 172 STREET	boston road	P	11
E 172ND	elder ave	P	6
