street	intersections	agencies	number_violations
N/S of EAST 141 STRE	et 200' e/o bruckner|et 30' e/o walnut av|et 25' w/o brook ave|et 35' e/o brook ave|et 100' w/o locust a|et 60' e/o walnut av|et 200' w/o walnut a|et 10' e/o jackson a|et 400' e/o bruckner|et 30' e/o st anns a|et 500' e/o walnut a|et 1000' w/o bruckne	S	23
N/S of EAST 142 STRE	et 50' e/o jackson a|et 20' w/o wales ave|et 50' w/o wales ave|et 50' e/o concord a|et 10' w/o wales ave	S	11
N/S of EAST 143 STRE	et 50' e/o east 144|et 40' e/o east 144|et 15' e/o willis av|et 10' e/o willis av|et 20' e/o east 144	S	9
N/S of EAST 144 STRE	et 10' e/o concord a|et 40' w/o east 143|et 10' e/o east 143|et 70' e/o east 143|et 60' w/o morris av|et 40' w/o canal pla|et 10' w/o rider ave|et 0' e/o east 143 s|et 50' e/o southern|et 40' e/o canal pla|et 80' e/o east 143|et 0' w/o east 143 s|et 30' e/o east 143|et 80' w/o morris av|et 60' e/o east 143|et 20' e/o east 143|et 70' w/o morris av|et 0' e/o rider aven|et 50' w/o morris av|et 25' e/o southern|et 90' w/o morris av|et 20' w/o canal pla|et 40' e/o east 143|et 20' w/o morris av	S	79
N/S of EAST 145 STRE	et 20' s/o concord a|et 5' n/o wales aven|et 25' n/o wales ave	S	5
N/S of EAST 146 STRE	et 50' e/o gerard av|et 80' w/o canal pla|et 100' e/o park ave|et 40' e/o gerard av|et 80' w/o walton av|et 40' e/o park aven|et 80' e/o gerard av|et 100' w/o walton a|et 60' e/o gerard av|et 1' w/o gerard ave|et 20' w/o park aven|et 60' e/o park aven|et 40' w/o walton av|et 80' e/o park aven|et 0' w/o canal plac|et 20' e/o park aven|et 20' e/o gerard st|et 80' w/o walton pa|et 20' e/o gerard av|et 70' e/o gerard av	S	52
N/S of EAST 147 STRE	et 50' e/o timpson p|et 50' e/o wales ave|et 25' e/o wales ave|et 10' e/o tinton av|et 10' e/o concord a|et 100' e/o wales av|et 30' e/o timpson p|et 10' e/o timpson p|et 10' e/o wales ave	S	17
N/S of EAST 148 STRE	et 20' w/o bergen av|et 25' w/o bergen av	S	4
N/S of EAST 149 STRE	et 120' e/o park ave|et 70' e/o austin pl|et 200' e/o park ave|et 100' e/o austin p|et 60' w/o bruckner	S	7
N/S of EAST 150 STRE	et 60' w/o prospect|et 60' w/o walton av|et 30' e/o river ave|et 10' e/o cedar lan|et 60' e/o river ave|et 15' w/o walton av|et 15' w/o morris av|et 45' e/o river ave|et 45' w/o grand con|et 10' w/o wales ave|et 100' w/o prospect|et 30' w/o grand con|et 75' e/o river ave|et 80' w/o prospect|et 45' w/o walton av|et 15' e/o river ave	S	25
N/S of EAST 151 STRE	et 50' e/o morris av|et 0' e/o cedar lane|et 25' w/o wales ave|et 30' e/o river ave|et 40' e/o morris av|et 10' e/o morris av|et 25' w/o morris av|et 5' w/o cedar lane|et 10' w/o concord a|et 0' w/o cedar lane|et 25' e/o concord a|et 120' e/o gerard a|et 5' e/o cedar lane|et 1' w/o cedar lane|et 10' w/o wales ave|et 105' e/o gerard a|et 20' w/o morris av|et 100' e/o concord|et 70' e/o morris av	S	32
N/S of EAST 153 STRE	et 50' w/o morris av|et 30' w/o morris av|et 2' w/o elton aven|et 5' w/o brook aven|et 50' w/o elton ave|et 75' e/o park aven|et 75' w/o morris av|et 50' e/o park aven|et 50' w/o walton av|et 40' w/o morris av|et 30' e/o park aven|et 40' e/o park aven|et 15' e/o gerard av|et 20' w/o elton ave	S	16
N/S of EAST 156 STRE	et 60' e/o sheridan|et 50' w/o forest av|et 20' e/o forest av|et 50' e/o forest av|et 0' e/o park avenu|et 75' w/o morris av|et 50' w/o trinity a|et 60' e/o park aven|et 50' w/o westchest|et 5' w/o westcheste|et 25' e/o forest av|et 20' w/o westchest|et 40' e/o park aven|et 90' w/o morris av|et 60' w/o morris av|et 30' e/o sheridan|et 70' e/o park aven|et 90' e/o park aven|et 5' e/o forest ave	S	27
N/S of EAST 157 STRE	et 20' w/o brook ave|et 25' e/o elton ave|et 45' e/o river ave|et 60' e/o brook ave|et 10' e/o brook ave|et 10' w/o 3 avenue|et 75' e/o elton ave	S	8
N/S of EAST 158 STRE	et 20' w/o forest av|et 60' e/o morris av|et 15' w/o jackson a|et 10' w/o tinton av|et 20' w/o park aven|et 10' w/o westchest|et 30' s/o elton ave|et 75' e/o concourse|et 80' w/o jackson a|et 45' e/o concourse|et 15' e/o trinity a|et 100' e/o morris a|et 15' e/o jackson a|et 5' w/o park avenu|et 10' w/o jackson a|et 55' e/o morris av|et 70' e/o morris av	S	23
N/S of EAST 161 STRE	et 100' n/o walton a|et 75' e/o walton av|et 45' e/o walton av|et 50' s/o walton av|et 80' s/o grand con|et 25' w/o forest av|et 40' e/o walton av|et 15' w/o walton av|et 20' s/o grand con|et 30' e/o walton av|et 45' w/o grand con|et 25' e/o jackson a|et 20' w/o grand con|et 45' e/o gerard av|et 15' e/o walton av|et 60' e/o walton av|et 30' s/o grand con|et 30' n/o grand con|et 90' w/o grand con|et 60' w/o grand con|et 90' e/o walton av|et 120' w/o grand co|et 50' s/o grand con|et 30' w/o grand con|et 75' w/o grand con|et 60' n/o grand con|et 50' e/o jackson a|et 120' w/o walton a|et 20' s/o walton av|et 40' s/o walton av|et 20' n/o grand con|et 45' w/o walton av	S	111
N/S of EAST 162 STRE	et 75' e/o grand con|et 5' w/o teller ave|et 1' w/o teller ave|et 60' e/o river ave|et 45' w/o sheridan|et 30' e/o grand con|et 90' e/o grand con|et 105' e/o grand co|et 45' e/o river ave|et 90' e/o river ave|et 60' e/o grand con|et 15' w/o sheridan|et 15' w/o teller av|et 30' e/o teller av|et 30' w/o teller av|et 15' e/o teller av|et 15' e/o grand con	S	34
N/S of EAST 163 STRE	et 60' e/o grand con|et 45' w/o sheridan|et 5' e/o grant aven|et 15' e/o grand con	S	5
N/S of EAST 164 STRE	et 75' n/o jerome av|et 30' e/o jerome av|et 150' w/o jerome a|et 15' w/o teller av|et 60' e/o jerome av|et 45' w/o walton av|et 105' w/o river av|et 75' w/o river ave|et 120' w/o river av|et 120' e/o jerome a|et 60' w/o river ave|et 90' w/o river ave|et 40' w/o river ave|et 20' n/o jerome av|et 20' e/o jerome av|et 45' w/o teller av|et 45' e/o jerome av|et 135' w/o river av|et 100' w/o river av|et 30' w/o river ave|et 180' w/o river av|et 100' e/o jerome a|et 1' e/o findlay av|et 45' w/o river ave	S	41
N/S of EAST 165 STRE	et 90' e/o jerome av|et 90' w/o river ave|et 30' e/o jerome av|et 30' e/o fox stree|et 30' w/o river ave|et 25' e/o jerome av|et 20' w/o river ave|et 20' e/o jerome av|et 75' e/o park aven|et 50' e/o jerome av|et 25' e/o river ave|et 45' w/o gerard av|et 60' w/o river ave|et 60' e/o jerome av|et 40' e/o jerome av|et 10' e/o jerome av|et 120' w/o river av|et 15' e/o jerome av|et 80' e/o jerome av|et 50' w/o river ave|et 10' e/o fox stree|et 120' e/o jerome a|et 75' e/o jerome av|et 10' e/o river ave|et 40' w/o river ave|et 25' w/o jerome av|et 50' w/o washingto|et 5' e/o jerome ave	S	58
N/S of EAST 166 STRE	et 10' w/o prospect|et 40' w/o prospect|et 45' e/o franklin|et 20' e/o park aven|et 3' w/o prospect a|et 20' w/o prospect	S	10
N/S of EAST 167 STRE	et 90' w/o east 169|et 15' w/o fulton av|et 50' w/o park aven|et 10' e/o fox stree|et 55' w/o fulton av|et 30' w/o park aven|et 50' w/o fulton av|et 40' w/o east 169|et 25' w/o east 169|et 50' e/o brook ave	S	16
N/S of EAST 168 STRE	et 15' w/o sheridan|et 20' w/o sheridan|et 5' w/o fulton ave|et 50' w/o union ave	S	8
N/S of EAST 169 STRE	et 30' w/o grand con|et 5' e/o grand conc|et 20' e/o intervale	S	5
N/S of EAST 170 STRE	et 50' e/o park aven|et 100' e/o park ave|et 500' w/o park ave|et 100' w/o washingt|et 300' w/o washingt|et 400' w/o park ave|et 200' w/o washingt|et 100' w/o park ave|et 200' e/o park ave|et 50' w/o park aven	S	20
N/S of EAST 171 STRE	et 100' e/o webster|et 1' w/o brook aven|et 75' e/o brook ave|et 100' e/o brook av|et 8' e/o brook aven|et 15' w/o crotona p|et 1' e/o brook aven|et 15' w/o brook ave|et 4' w/o brook aven|et 15' e/o webster a|et 10' w/o crotona p|et 50' e/o webster a|et 15' e/o crotona p|et 50' e/o brook ave|et 55' e/o 3 avenue|et 75' w/o fulton av|et 10' e/o webster a|et 50' w/o washingto|et 40' w/o washingto	S	33
N/S of EAST 172 STRE	et 50' w/o college a|et 50' e/o walton av|et 200' w/o washingt|et 300' w/o bathgate|et 35' e/o morris av|et 100' w/o bathgate|et 150' w/o bathgate|et 8' e/o minford pl|et 200' w/o fulton a|et 100' e/o bathgate|et 100' e/o 3 avenue|et 50' e/o washingto|et 55' e/o washingto|et 25' e/o boston ro|et 65' w/o college a|et 300' e/o washingt|et 250' w/o 3 avenue|et 200' e/o washingt|et 60' w/o harrod av|et 200' e/o bathgate|et 1' e/o bryant ave|et 80' e/o morris av|et 15' e/o washingto|et 100' w/o washingt|et 30' e/o wythe pla|et 3' e/o bryant ave|et 50' e/o 3 avenue|et 200' e/o bryant a|et 100' e/o washingt|et 200' w/o longfell|et 50' w/o washingto|et 150' e/o washingt|et 50' e/o bathgate|et 5' w/o bathgate a|et 50' e/o bryant av|et 150' w/o washingt|et 30' e/o washingto|et 30' e/o bryant av|et 50' w/o bathgate|et 25' e/o minford p|et 50' e/o wythe pla|et 35' e/o wythe pla|et 200' w/o bathgate|et 250' w/o bathgate|et 150' e/o bathgate|et 25' e/o washingto|et 150' w/o fulton a|et 100' w/o 3 avenue|et 30' e/o morris av|et 50' w/o 3 avenue|et 80' w/o college a|et 4' e/o washington|et 200' w/o 3 avenue	S	91
N/S of EAST 173 STRE	et 50' e/o bathgate|et 40' e/o ward aven|et 100' w/o washingt|et 70' w/o 3 avenue|et 100' e/o washingt|et 20' w/o 3 avenue|et 400' w/o 3 avenue|et 200' e/o washingt|et 225' w/o 3 avenue|et 100' w/o bathgate|et 500' w/o vyse ave|et 10' e/o ward aven|et 10' w/o bathgate|et 50' e/o washingto|et 20' w/o boynton a|et 5' e/o washington|et 250' w/o 3 avenue|et 250' e/o washingt|et 40' w/o boynton a|et 30' e/o bathgate|et 5' w/o 3 avenue|et 40' w/o 3 avenue|et 5' w/o boynton av|et 50' e/o 3 avenue|et 40' e/o bathgate|et 20' e/o manor ave|et 30' e/o longfello|et 200' w/o vyse ave|et 200' w/o 3 avenue|et 50' w/o boone ave|et 50' w/o 3 avenue|et 250' w/o bathgate|et 150' e/o washingt|et 200' w/o bathgate|et 15' e/o ward aven|et 250' e/o bathgate|et 100' w/o 3 avenue	S	62
N/S of EAST 174 STRE	et 5' e/o monroe ave|et 200' e/o 3 avenue|et 20' w/o park aven|et 150' e/o bathgate|et 75' e/o metcalf a|et 15' w/o weeks ave|et 20' e/o eastburn|et 100' e/o 3 avenue|et 15' w/o ward aven|et 25' e/o webster a|et 40' w/o fulton av|et 100' e/o bathgate|et 200' w/o fulton a|et 5' w/o ward avenu|et 60' w/o weeks ave|et 40' e/o bathgate|et 30' w/o universit|et 200' e/o washingt|et 17' e/o morrison|et 10' e/o metcalf a|et 3' e/o eastburn a|et 50' w/o 3 avenue|et 60' e/o montgomer|et 50' e/o 3 avenue|et 25' e/o eastburn|et 50' w/o park aven|et 30' e/o bathgate|et 50' w/o weeks ave|et 1' w/o metcalf av|et 50' w/o fulton av|et 150' e/o 3 avenue|et 25' w/o weeks ave|et 40' w/o bronx riv|et 5' e/o eastburn a|et 15' e/o morrison|et 150' w/o fulton a|et 100' w/o fulton a|et 40' e/o eastburn|et 75' w/o fteley av|et 35' e/o topping a|et 10' w/o ward aven|et 50' e/o vyse aven|et 100' w/o bathgate|et 20' e/o morrison|et 0' e/o popham ave|et 50' e/o bathgate	S	62
N/S of EAST 176 STRE	et 30' e/o waterloo|et 70' e/o clinton a|et 70' w/o prospect|et 10' w/o prospect|et 20' w/o prospect|et 50' e/o clinton a|et 20' e/o clinton a|et 60' w/o prospect|et 15' e/o trafalgar|et 8' e/o mohegan av|et 25' e/o trafalgar|et 30' w/o trafalgar|et 50' w/o prospect|et 30' e/o clinton a|et 30' w/o prospect|et 10' e/o clinton a|et 10' w/o trafalgar	S	20
N/S of EAST 180 STRE	et 0' w/o davidson a|et 13' w/o grand con|et 2' w/o grand conc|et 15' e/o morris pa|et 50' e/o ryer aven|et 10' w/o grand con|et 25' e/o ryer aven|et 15' w/o grand con	S	11
N/S of EAST 181 STRE	et 35' e/o lafontain|et 30' e/o arthur av|et 15' e/o hughes av|et 15' e/o crotona a|et 5' e/o daly avenu|et 10' w/o 3 avenue|et 50' e/o lafontain|et 10' e/o daly aven	S	8
N/S of EAST 192 STRE	et 5' e/o grand conc|et 20' e/o grand con|et 25' w/o valentine|et 50' w/o valentine|et 25' e/o grand con|et 15' w/o valentine|et 40' e/o grand con	S	9
N/S of EAST 199 STRE	et 50' w/o valentine|et 75' w/o valentine|et 100' w/o valentin|et 150' w/o valentin|et 400' w/o jerome a|et 15' w/o grand con	S	9
N/S of EAST 205 STRE	et 400' w/o villa av|et 500' w/o villa av|et 600' w/o villa av|et 300' w/o villa av|et 250' w/o villa av	S	6
N/S of EAST 206 STRE	et 5' w/o grand conc|et 50' w/o grand con|et 4' w/o grand conc	S	4
N/S of EAST 211 STRE	et 5' e/o holland av|et 10' e/o holland a|et 25' w/o olinville	S	4
N/S of EAST 213 STRE	et 20' e/o white pla|et 30' e/o olinville|et 5' e/o olinville|et 5' w/o barnes ave	S	4
N/S of EAST 217 STRE	et 10' w/o barnes av|et 15' e/o barnes av	S	5
N/S of EAST 218 STRE	et 5' w/o paulding a|et 20' w/o barnes av|et 20' w/o paulding|et 25' e/o barnes av|et 10' w/o paulding|et 45' w/o bronxwood|et 10' e/o laconia a	S	9
N/S of EAST 221 STRE	et 30' w/o white pla|et 10' w/o paulding|et 10' w/o white pla|et 20' e/o white pla|et 20' w/o white pla	S	5
N/S of EAST 224 STRE	et 10' e/o paulding|et 10' e/o bronxwood|et 5' e/o bronxwood|et 20' e/o paulding|et 5' w/o paulding a	S	6
N/S of EAST 226 STRE	et 15' w/o laconia a|et 10' e/o laconia a	S	4
N/S of EAST 227 STRE	et 10' w/o paulding|et 20' e/o paulding|et 2' e/o carpenter|et 10' e/o paulding	S	4
N/S of EAST 228 STRE	et 25' e/o barnes av|et 5' w/o lowerre pl|et 5' e/o barnes ave|et 5' w/o laconia av|et 20' e/o barnes av	S	6
N/S of EAST 229 STRE	et 30' w/o barnes av|et 30' e/o barnes av|et 10' w/o barnes av|et 10' e/o barnes av	S	5
N/S of EAST 231 STRE	et 5' e/o barnes ave|et 30' e/o barnes av|et 20' e/o white pla	S	6
N/S of EAST 232 STRE	et 5' w/o white plai|et 10' e/o white pla|et 15' w/o ely avenu	S	7
N/S of EAST 233 STRE	et 5' w/o laconia av|et 100' e/o dyre ave|et 5' e/o duryea ave|et 5' w/o de reimer|et 20' w/o edson ave|et 0' e/o edson aven	S	6
N/S of EAST 234 STRE	et 40' e/o bronx bou|et 10' w/o bronx bou|et 80' e/o bronx bou|et 60' e/o bronx bou|et 10' e/o bronx bou|et 75' e/o bronx bou|et 20' e/o bronx bou|et 30' e/o bronx bou|et 15' e/o bronx bou|et 50' e/o bronx bou|et 100' e/o bronx bo|et 5' e/o bronx boul	S	119
N/S of EAST GUN HILL	road 60' w/o barnes|road 75' e/o gunthe|road 80' w/o barnes|road 300' w/o edson	S	7
N/S of EAST MOSHOLU	parkway south 120' e|parkway south 350' e|parkway south 275' e|parkway south 75' e/|parkway south 250' e|parkway south 0' e/o|parkway south 110' e|parkway north 10' e/|parkway south 100' e	S	10
N/S of EASTCHESTER R	oad 200' w/o east 22|oad 170' w/o east 22|oad 180' w/o east 22|oad 190' w/o east 22	S	5
N/S of ELLIS AVENUE	90' w/o seabury aven|10' w/o seabury aven|60' w/o zerega avenu|90' e/o seabury aven|40' w/o waterbury av|100' e/o seabury ave	S	15
N/S of ERSKINE PLACE	50' w/o boller aven|150' w/o boller ave|5' e/o hunter avenu|50' e/o de reimer a|10' w/o boller aven|40' e/o palmer aven	S	7
N/S of FENTON AVENUE	20' e/o needham ave|10' w/o burke avenu|20' w/o hicks stree	S	4
N/S of FERRIS PLACE	180' e/o commerce av|140' e/o commerce av|200' e/o commerce av|20' e/o commerce ave|10' e/o commerce ave|160' e/o commerce av|120' e/o commerce av|100' e/o commerce av	S	8
N/S of FIELD PLACE 5	0' w/o ryer avenue	S	6
N/S of FREEMAN STREE	t 40' w/o bryant ave|t 50' w/o bryant ave|t 25' w/o hoe avenue|t 20' w/o bryant ave|t 10' e/o vyse avenu|t 15' w/o hoe avenue	S	6
N/S of FTELEY AVENUE	30' w/o east 174 st	S	4
N/S of GARRISON AVEN	ue 45' w/o longwood|ue 30' w/o longwood|ue 0' w/o longwood a|ue 15' w/o leggett a	S	9
N/S of GLEASON AVENU	e 15' e/o zerega ave|e 100' w/o noble ave|e 15' w/o commerce a|e 100' s/o commerce|e 300' w/o commerce|e 10' e/o noble aven|e 20' w/o commerce a|e 100' s/o zerega av|e 35' w/o commerce a|e 150' w/o seabury a|e 150' w/o commerce|e 75' w/o commerce a|e 120' w/o zerega av|e 200' w/o commerce|e 50' w/o commerce a|e 20' e/o commerce a|e 100' w/o commerce|e 25' w/o commerce a|e 40' w/o commerce a|e 20' e/o seabury av|e 120' e/o commerce|e 125' w/o commerce|e 5' w/o zerega aven|e 5' e/o zerega aven|e 30' w/o commerce a|e 60' w/o zerega ave|e 10' e/o commerce a|e 35' w/o seabury av	S	112
N/S of GRENADA PLACE	20' w/o ely avenue|5' w/o east 231 str	S	5
N/S of GUERLAIN STRE	et 50' w/o thieriot|et 35' n/o white pla|et 60' e/o thieriot|et 1' w/o taylor ave	S	7
N/S of HAWKSTONE STR	eet 0' e/o walton av|eet 30' w/o grand co|eet 50' w/o grand co|eet 60' e/o walton a	S	4
N/S of HERMANY AVENU	e 10' w/o olmstead a|e 700' w/o zerega av|e 5' e/o olmstead av|e 20' e/o olmstead a|e 5' w/o olmstead av|e 10' e/o olmstead a	S	10
N/S of HOME STREET 3	0' e/o jackson avenu|5' e/o jackson avenu	S	4
N/S of HOMER AVENUE	100' w/o zerega aven|120' e/o zerega aven|60' w/o havemeyer av|20' e/o zerega avenu|40' w/o havemeyer av|90' e/o zerega avenu|60' e/o zerega avenu|100' e/o zerega aven|140' e/o zerega aven|80' e/o zerega avenu|40' e/o zerega avenu	S	20
N/S of HUTCHINSON RI	ver parkway east 75'|ver parkway east 50'|ver parkway 7' n/o z|ver parkway 150' w/o|ver parkway east 10'|ver parkway east 100|ver parkway east 25'	S	11
N/S of ITTNER PLACE	10' e/o park avenue|50' e/o park avenue|40' w/o washington a|30' w/o washington a|50' w/o washington a|30' e/o park avenue|70' w/o washington a	S	7
N/S of JENNINGS STRE	et 100' w/o west far|et 150' e/o boone av|et 300' w/o bryant a|et 15' e/o vyse aven|et 150' w/o west far|et 50' w/o west farm|et 100' w/o bryant a|et 50' e/o vyse aven	S	9
N/S of JEROME AVENUE	500' s/o bainbridge|30' w/o anderson av|25' w/o east 165 st|1000' n/o east 233|100' s/o woodycrest|120' n/o woodycrest|10' s/o anderson av|20' w/o east 165 st|90' w/o anderson av|30' e/o woodycrest|75' w/o anderson av|75' e/o woodycrest|60' w/o anderson av|150' w/o east 165 s|60' e/o woodycrest|30' w/o east 165 st	S	26
N/S of KINGSBRIDGE T	errace 90' e/o baile|errace 60' n/o heath|errace 90' w/o heath|errace 60' w/o heath	S	4
N/S of LAFAYETTE AVE	nue 25' w/o colgate|nue 230' w/o boynton|nue 10' e/o morrison|nue 5' e/o morrison|nue 290' e/o boynton|nue 50' w/o boynton|nue 50' n/o morrison|nue 50' e/o morrison|nue 100' w/o boynton|nue 350' e/o hutchin|nue 100' e/o hutchin|nue 15' w/o boynton|nue 200' w/o cross b|nue 200' e/o colgate|nue 140' w/o boynton|nue 60' e/o morrison|nue 40' e/o morrison|nue 280' e/o boynton|nue 50' s/o morrison|nue 30' e/o morrison|nue 15' w/o colgate|nue 450' w/o boynton|nue 300' w/o cross b|nue 15' e/o morrison|nue 200' e/o hutchin|nue 150' e/o hutchin|nue 300' e/o hutchin|nue 200' e/o boynton|nue 240' e/o boynton|nue 110' w/o boynton|nue 30' w/o boynton|nue 200' w/o boynton|nue 25' e/o boynton|nue 300' e/o boynton|nue 400' e/o boynton|nue 20' w/o boynton|nue 100' w/o morriso|nue 220' e/o boynton|nue 220' w/o boynton|nue 150' e/o colgate|nue 260' e/o boynton|nue 270' e/o boynton|nue 50' e/o boynton|nue 150' e/o boynton|nue 10' w/o white pl|nue 20' e/o morrison|nue 100' e/o boynton|nue 15' e/o east tre|nue 350' e/o colgate|nue 200' s/o morriso|nue 100' s/o morriso	S	95
N/S of LYVERE STREET	600' e/o zerega ave	S	8
N/S of MACE AVENUE 1	5' e/o tiemann avenu|0' e/o lodovick aven|0' w/o delanoy avenu|0' e/o tiemann avenu|0' e/o gunther avenu|5' w/o gunther avenu	S	10
N/S of MACE AVENUE 2	5' e/o lodovick aven|0' w/o gunther avenu|0' e/o olinville ave|0' e/o gunther avenu	S	9
N/S of MACE AVENUE 4	0' e/o gunther avenu|0' e/o olinville ave|0' w/o gunther avenu|5' w/o tiemann avenu	S	8
N/S of MACE AVENUE 5	0' e/o tiemann avenu|0' w/o gunther avenu|0' e/o lodovick aven|' e/o tiemann avenue	S	6
N/S of MACOMBS ROAD	50' s/o featherbed l|50' s/o mount eden m	S	73
N/S of MANHATTAN COL	lege parkway 30' w/o|lege parkway 100' w/|lege parkway 0' e/o	S	4
N/S of MERRITT AVENU	e 30' w/o light stre|e 2' w/o light stree|e 40' w/o light stre|e 20' w/o light stre|e 10' w/o light stre	S	19
N/S of METCALF AVENU	e 10' w/o story aven|e 40' e/o bruckner b|e 100' e/o westchest|e 5' w/o east 174 st	S	6
N/S of METROPOLITAN	avenue 20' e/o castl|avenue 90' e/o castl|avenue 30' e/o castl|avenue 40' e/o castl	S	7
N/S of MOUNT HOPE PL	ace 10' e/o walton a|ace 2' e/o walton av|ace 10' w/o weeks av|ace 5' e/o walton av|ace 5' w/o grand con	S	8
N/S of NEREID AVENUE	100' e/o bronx boul|10' e/o bullard ave|50' n/o webster ave|500' w/o bullard av|50' e/o webster ave|200' e/o webster av|100' e/o webster av|75' w/o bullard ave|15' w/o bullard ave|10' w/o bullard ave|50' w/o bullard ave|30' w/o bullard ave|150' w/o bullard av|100' w/o bullard av|150' e/o webster av|20' w/o bullard ave|15' e/o webster ave	S	49
N/S of NEWBOLD AVENU	e 20' e/o seabury av|e 80' e/o seabury av|e 200' w/o seabury a|e 20' w/o zerega ave|e 150' w/o seabury a|e 40' e/o seabury av|e 90' w/o zerega ave|e 150' w/o zerega av|e 100' w/o seabury a|e 120' w/o zerega av|e 90' e/o seabury av|e 400' w/o seabury a|e 10' w/o zerega ave|e 50' w/o seabury av	S	35
N/S of OAK POINT AVE	nue 30' e/o barry st|nue 15' w/o dupont s|nue 5' w/o truxton s|nue 10' w/o barry st|nue 25' e/o barry st|nue 10' w/o dupont s|nue 5' w/o dupont st|nue 5' e/o barry str|nue 0' w/o dupont st|nue 10' e/o barry st|nue 10' w/o worthen|nue 50' e/o dupont s|nue 50' w/o truxton|nue 25' w/o dupont s|nue 15' e/o barry st|nue 75' e/o dupont s|nue 10' e/o dupont s	S	27
N/S of PAUL AVENUE 5	00' s/o east 205 str|00' s/o bedford park	S	6
N/S of PELHAM PARKWA	y 8' e/o holland ave|y north 45' w/o will|y north 60' w/o wall|y north 55' w/o will|y north 40' e/o crug|y 10' s/o wallace av|y north 20' e/o holl|y 40' w/o white plai|y north 40' w/o wall|y north 20' w/o wall|y 15' w/o barnes ave|y 8' e/o wallace ave|y south 150' w/o eas|y north 80' w/o wall	S	18
N/S of PONTIAC PLACE	15' w/o trinity ave|5' e/o trinity aven	S	9
N/S of POPHAM AVENUE	60' w/o west 174 st|100' w/o west 174 s	S	4
N/S of POWELL AVENUE	10' e/o castle hill|15' w/o havemeyer a|20' e/o castle hill|50' w/o zerega aven	S	5
N/S of PROSPECT PLAC	e 50' w/o anthony av|e 50' e/o clay avenu	S	6
N/S of PUGSLEY AVENU	e 50' w/o hermany av|e 5' e/o story avenu|e 20' e/o hermany av|e 20' w/o hermany av|e 40' w/o story aven|e 40' e/o story aven|e 10' w/o story aven|e 10' w/o hermany av|e 15' e/o hermany av|e 20' e/o turnbull a|e 5' w/o hermany ave|e 5' w/o turnbull av|e 20' w/o story aven|e 20' e/o story aven	S	28
N/S of RANDALL AVENU	e 3' n/o metcalf ave|e 10' e/o cross bron|e 600' w/o havemeyer|e 5' n/o metcalf ave|e 2' e/o cross bronx|e 35' e/o cross bron|e 30' e/o east tremo|e 10' w/o cross bron|e 20' e/o hunts poin|e 20' e/o cross bron|e 30' w/o leland ave|e 4' e/o metcalf ave|e 35' w/o cross bron|e 500' w/o havemeyer|e 10' e/o olmstead a|e 5' w/o cross bronx|e 30' e/o cross bron|e 40' e/o cross bron|e 25' w/o havemeyer|e 15' w/o cross bron|e 1' w/o cross bronx|e 15' w/o havemeyer|e 100' e/o rosedale|e 50' w/o drake stre|e 30' w/o cross bron|e 120' e/o pugsley a|e 20' e/o olmstead a|e 50' w/o cross bron|e 5' w/o soundview a|e 25' e/o cross bron|e 80' e/o rosedale a|e 25' w/o cross bron	S	48
N/S of RIDER AVENUE	110' n/o east 136 st|80' n/o east 136 str|60' n/o east 136 str|60' s/o east 137 str	S	4
N/S of ROGERS PLACE	70' e/o hall place|50' e/o hall place|80' e/o hall place|60' e/o hall place	S	4
N/S of ROMBOUTS AVEN	ue 100' w/o co-op ci|ue 100' e/o tillotso|ue 30' e/o tillotson|ue 10' e/o tillotson|ue 20' e/o tillotson	S	7
N/S of ROSEDALE AVEN	ue 25' w/o story ave|ue 10' w/o story ave|ue 150' w/o story av|ue 50' w/o story ave	S	4
N/S of RYAWA AVENUE	50' e/o drake street|10' w/o halleck stre|40' e/o drake street|5' w/o halleck stree|5' e/o drake street|10' e/o whittier str|50' e/o whittier str|10' e/o drake street	S	11
N/S of SAMPSON AVENU	e 1' e/o brinsmade a|e 30' w/o brinsmade|e 0' e/o brinsmade a|e 5' e/o brinsmade a|e 10' w/o brinsmade|e 15' w/o huntington|e 2' e/o huntington	S	7
N/S of SCHLEY AVENUE	50' e/o balcom aven|55' w/o cross bronx|50' e/o buttrick av|7' e/o buttrick ave|25' w/o cross bronx|15' w/o cross bronx|30' e/o buttrick av|80' w/o cross bronx|10' w/o cross bronx	S	9
N/S of SEWARD AVENUE	10' w/o newman aven|5' w/o rosedale ave|60' w/o stickball b|150' w/o stickball|90' e/o pugsley ave|60' w/o white plain|90' w/o stickball b	S	8
N/S of SPOFFORD AVEN	ue 20' w/o bryant av|ue 20' w/o longfello|ue 15' w/o manida st	S	10
N/S of STEVENSON PLA	ce 10' e/o stevenson|ce 150' e/o sedgwick|ce 80' e/o sedgwick|ce 50' e/o sedgwick	S	9
N/S of STORY AVENUE	20' w/o olmstead ave|25' w/o castle hill|1' w/o olmstead aven|25' e/o castle hill|20' e/o olmstead ave|25' e/o olmstead ave|2' w/o olmstead aven	S	15
N/S of THROGS NECK E	xpressway 10' e/o sa|xpressway 2' e/o sam|xpressway 5' w/o sam|xpressway 1' w/o sam|xpressway sb et 100'|xpressway 0' n/o log|xpressway 10' w/o lo|xpressway 15' e/o lo	S	10
