street	intersections	agencies	number_violations
GLENWOOD RD	rockaway pkwy|rockaway ave	P	113
GLENWOOD ROAD	rockaway pkwy	P|S	211
Gold St	e/of york st|n/of willoughby|n/of concord s|s/of willoughb|e/of myrtle ave|s/of nassau st|n/of fulton st|s/of front st|n/of willoughb|n/of york st|s/of york st|w/of sands st|s/of john st|s/of myrtle ave|s/of concord st|s/of plymouth s|s/of plymouth st|n/of plymouth s|n/of myrtle ave|e/of front st|e/of nassau st|e/of john st|w/of flatbush|n/of nassau ave|e/of willoughb|n/of sands st|e/of willoughby|n/of concord st|w/of front st|n/of front st|w/of fulton st|n/of nassau st|s/of sands st|s/of willoughby|w/of prospect|s/of myrtle av|w/of concord st|w/of york st|e/of sands st|w/of willoughby|e/of nostrand a|w/of plymouth s|w/of nassau st|e/of plymouth|s/of nassau ct|n/of water st|s/of prospect s|n/of saratoga a	T	1425
GOLD ST		P	71
GOLD STREET		P|S	92
Goodwin Pl	n/of grove st|e/of broadway|s/of greene ave	T	227
Gotham Ave	e/of gerritsen|w/of gerritsen|s/of gerritsen	T	14
GRACE COURT		S|P	6
Grace Court Aly	w/of hicks st	T	4
Grace Ct	w/of hicks st|s/of hicks st|n/of hicks st|e/of hicks st|s/of henry st	T	427
Grafton St	s/of sutter ave|n/of dumont ave|s/of e 98th st|s/of pitkin ave|n/of sutter ave|e/of knickerboc|n/of livonia av|w/of sutter ave|n/of pitkin ave|n/of blake ave	T	250
GRAFTON ST		P	4
GRAFTON STREET		P|S	126
Graham Ave	n/of conselyea s|s/of debevoise s|s/of maujer st|s/of grand st|s/of mcguinness|s/of scholes st|s/of johnson ave|s/of meserole st|n/of broadway|n/of seigel st|w/of cook st|n/of cook st|w/of ainslie st|e/of ainslie st|n/of driggs ave|n/of skillman av|n/of debevoise a|s/of moore st|n/of powers st|n/of grand st|n/of debevoise s|w/of grand st|n/of scholes s|e/of powers st|s/of devoe st|e/of flushing a|n/of johnson ave|w/of withers st|n/of newton st|n/of devoe st|s/of seigel st|n/of maujer st|s/of varet st|n/of scholes st|w/of debevoise|s/of conselyea s|s/of scholes s|s/of powers st|e/of meserole st|w/of powers st|s/of newton st|s/of cook st|e/of debevoise s|s/of driggs ave|s/of withers st|e/of debevoise|s/of engert ave	T	3629
GRAHAM AVE	cook st|montrose ave|debevoise st	P	16
GRAHAM AVENUE		S|P	255
GRAND ARMY PLAZA		S|P	14
Grand Army Plz	n/of eastern pk|n/of eastern p|s/of eastern pk|s/of st johns|n/of plaza str	T	70
Grand Ave	w/of willoughb|s/of flushing a|s/of lefferts pl|s/of greene ave|s/of park ave|n/of st marks a|n/of liberty av|n/of flushing a|e/of fulton st|s/of lafayette|w/of st marks a|w/of berry st|n/of myrtle ave|s/of clifford p|e/of clifton pl|e/of st marks av|e/of st marks a|s/of gates ave|n/of atlantic av|n/of atlantic|on park ave under bq|w/of lafayette a|w/of park ave|n/of fulton st|s/of atlantic av|n/of gates ave|s/of flushing|n/of greene ave|s/of st marks a|s/of lafayette a|s/of atlantic a|n/of liberty ave|n/of clifton pl|n/of lefferts p|s/of pacific st|n/of pacific st|s/of dean st|e/of atlantic a|e/of flushing|s/of prospect pl|e/of dean st|e/of pacific st|n/of st marks av|e/of lexington|w/of fulton st|w/of myrtle ave|e/of willoughb|s/of fulton st|n/of park ave|s/of clifton pl|n/of lefferts pl|n/of atlantic a|s/of lefferts p|w/of flushing a|e/of park ave|e/of flushing a|w/of atlantic a|w/of dean st|w/of st marks av|w/of gates ave|s/of st marks av|w/of pacific st|s/of flushing av|s/of pitkin ave|s/of myrtle ave|s/of bergen st|n/of lexington a|w/of putnam ave|s/of atlantic	T	1670
GRAND AVE		P	44
GRAND AVENUE		S|P	75
Grand St	e/of myrtle ave|e/of kent ave|s/of flushing a|w/of morgan ave|w/of berry st|w/of manhattan|n/of clifton pl|e/of manhattan a|s/of flushing|e/of waterbury|e/of leonard st|w/of havemeyer s|w/of bedford av|n/of atlantic a|w/of bedford ave|w/of park ave|e/of berry st|w/of marcy ave|e/of havemeyer s|w/of driggs ave|n/of flushing|w/of atlantic a|s/of atlantic a|e/of metropolit|e/of river st|w/of liberty a|e/of roebling s|w/of roebling s|n/of havemeyer s|e/of bedford ave|w/of keap st|s/of berry st|w/of kent ave|e/of graham ave|n/of lefferts p|e/of havemeyer|e/of humboldt st|n/of park ave|e/of driggs ave|w/of leonard st|w/of wythe ave|e/of wythe ave|e/of bedford av|s/of driggs ave|e/of keap st	T	3355
GRAND ST	graham ave|metropolitan	P	62
GRAND STREET		S|P	94
Granite St	w/of bushwick a|w/of broadway|e/of broadway|e/of bushwick av|e/of kent ave|e/of bushwick a	T	173
GRANITE ST		P	7
GRANITE STREET		S|P	152
Grant Ave	w/of jamaica ave|w/of fulton st|n/of glenmore av|s/of glenmore a|n/of pitkin ave|s/of ridgewood|s/of jamaica av|s/of ridgewood a|s/of etna st|n/of atlantic a|s/of liberty av|s/of fulton st|n/of etna st|e/of fulton st|n/of ridgewood a|s/of pitkin ave|n/of n conduit b|n/of liberty ave|n/of mckinley av|s/of ridgewood p|w/of pitkin ave|e/of ridgewood a|n/of fulton st|n/of liberty av|s/of atlantic av|w/of etna st|n/of pacific st|w/of liberty av|w/of belmont av|n/of ridgewood|s/of lefferts p	T	930
GRANT AVE		P	16
GRANT AVENUE		S	143
Grant Avenue Lot	n/of eldert ln|e/of pitkin ave|n/of pitkin av|n/of pitkin ave|s/of pitkin ave|municipal lot|s/of eldert ln	T	702
Grattan St	e/of knickerboc|w/of morgan ave|e/of porter ave|e/of morgan ave|e/of knickerbock|w/of knickerboc|n/of porter ave|w/of varick ave|e/of varick st|e/of bogart st|w/of porter ave|w/of varick st	T	338
GRATTAN STREET		S	297
GRAVESEND NECK		P	4
Gravesend Neck Rd	w/of e 21st st|e/of village rd|w/of e 18th st|n/of e 23rd st|e/of e 14th st|e/of e 17th st|w/of ocean pky|e/of mcdonald av|w/of e 15th st|e/of e 26th st|e/of e 4th st|w/of e 27th st|w/of e 19th st|s/of nostrand a|s/of ocean pky|n/of ocean pky|w/of west st|e/of e 16th st|e/of e 21st st|w/of mcdonald a|e/of e 19th st|e/of e 24th st|e/of ocean pky|e/of e 13th st|w/of e 16th st|w/of mcdonald av|n/of avenue v|w/of e 29th st|n/of e 27th st|e/of nostrand a|e/of e 22nd st|s/of e 21st st|e/of west ave|e/of bedford av|e/of e 23rd st|n/of e 21st st|n/of west st|e/of homecrest|w/of nostrand a|e/of mcdonald a|w/of bedford av|e/of e 27th st|e/of ocean ave|e/of van sickle|e/of west st|s/of van sickle|w/of e 4th st|w/of e 26th st|s/of avenue u|w/of e 13th st|w/of e 1st st|w/of e 17th st|w/of village rd|s/of e 29th st|w/of ocean ave|e/of e 3rd st	T	714
GRAVESEND NECK RD	e 21 st|village rd	P	34
GRAVESEND NECK ROAD		P|S	197
GREEN		P	4
GREEN AVE		P	12
Green St	w/of franklin s|e/of west st|e/of manhattan|e/of manhattan a|e/of franklin st|s/of franklin st|e/of franklin a|w/of manhattan|w/of manhattan a|w/of franklin st|e/of mcguinness|e/of franklin s|s/of manhattan a|w/of franklin a	T	1382
GREEN ST		P	15
GREEN STREET		S|P	15
GREENE		P	4
Greene Ave	e/of classon ave|e/of bushwick a|w/of washington|e/of wilson ave|w/of central av|e/of st nicholas|e/of knickerbock|w/of irving ave|e/of central av|w/of fulton st|e/of wyckoff ave|w/of broadway|n/of broadway|s/of patchen ave|s/of cumberland|w/of evergreen|n/of irving ave|w/of waverly ave|e/of marcy ave|s/of bushwick a|w/of throop ave|w/of malcolm x b|w/of clermont a|w/of clinton ave|e/of central ave|s/of carlton av|w/of cambridge p|s/of myrtle ave|w/of wyckoff av|e/of marcus garv|e/of evergreen|w/of carlton a|e/of carlton a|e/of knickerboc|w/of carlton av|w/of clinton av|w/of carlton ave|e/of cumberland|e/of grand ave|e/of bedford av|e/of throop ave|e/of wilson av|e/of patchen ave|e/of vanderbilt|w/of irving st|w/of cambridge|e/of nostrand a|w/of marcy ave|n/of st nichola|w/of bedford av|w/of knickerboc|w/of vanderbilt|e/of clinton ave|w/of st nichola|w/of bushwick a|w/of clermont av|w/of waverly av|w/of franklin a|e/of st james pl|e/of clermont a|w/of wilson ave|n/of central av|w/of st james p|w/of classon av|e/of waverly a|e/of cambridge|e/of cypress av|e/of wyckoff av|n/of knickerbock|e/of st james p|w/of patchen ave|n/of bushwick a|e/of st nichola|w/of cumberland|n/of clermont|s/of washington|e/of broadway|e/of marcus gar|s/of central av|n/of cambridge|n/of cumberlan|w/of bedford ave|w/of grand ave|n/of wyckoff ave|n/of bedford ave|on cumberland st|e/of bedford ave|opp 326 cumberland s|e/of clinton av|n/of carlton av|w/of st nicholas|e/of washington|n/of cumberland|e/of malcolm x b|e/of carlton av|e/of myrtle ave|n/of wyckoff av|w/of franklin av|w/of wyckoff ave	T	5046
GREENE AVE	clinton ave	P	133
GREENE AVENUE		P|S	700
GREENE ST		P	6
Greenpoint Ave	w/of west st|w/of kent ave|e/of india st|e/of franklin st|e/of st james p|w/of manhattan|w/of humboldt s|e/of leonard st|w/of jewel st|e/of kent ave|e/of west st|s/of manhattan|w/of franklin s|n/of franklin av|w/of mcguinness|e/of manhattan|w/of eckford st|w/of franklin st|w/of manhattan a|e/of franklin s|e/of eckford st	T	1654
GREENPOINT AVE		P	6
GREENWOOD AVE		P	11
Greenwood Ave	e/of sherman st|e/of mcdonald av|s/of prospect p|w/of sherman st	T	102
GREENWOOD AVENUE		S	135
Gregory Pl	s/of baltic st|e/of butler st|n/of butler st|n/of baltic st|w/of baltic st|s/of butler st	T	60
Grove St	e/of broadway|e/of central av|n/of knickerboc|s/of wyckoff ave|e/of knickerboc|w/of wilson ave|w/of broadway|w/of wyckoff av|e/of evergreen|e/of wyckoff ave|s/of bushwick a|n/of irving ave|w/of knickerboc|n/of evergreen|w/of irving ave|w/of central av|e/of st nichola|e/of wyckoff av|w/of evergreen|n/of myrtle ave|e/of irving ave|s/of knickerboc|e/of st nicholas|w/of bushwick a|e/of evergreen a|n/of broadway|w/of wyckoff ave|s/of broadway|w/of knickerbo|w/of evergreen a|e/of bushwick a|e/of knickerbo|w/of st nicholas|s/of wyckoff av	T	872
GROVE ST		P	29
GROVE STREET		S|P	135
Guernsey St	s/of meserole a|n/of meserole a|w/of nassau ave|s/of norman ave|n/of nassau ave|e/of norman ave|n/of calyer st|e/of nassau ave|s/of meserole av|s/of nassau ave|s/of calyer st|e/of calyer st|w/of nassau st|n/of norman ave|n/of nassau av	T	549
GUERNSEY ST		P	5
GUERNSEY STREET		P|S	218
Guider Ave	w/of e 12th st|n/of e 12th st|e/of e 11th st|e/of shore pky|e/of e 12th st|s/of e 12th st|e/of banner ave|w/of banner ave|w/of brighton|e/of brighton 8|s/of shore pky|e/of brighton 8t|n/of shore pky	T	336
Gunther Pl	e/of atlantic av|e/of herkimer st	T	15
GUNTHER PLACE		S|P	61
Hale Ave	s/of etna st|n/of force tube|n/of fulton st|n/of ridgewood|e/of force tube|e/of ridgewood|s/of jamaica ave|s/of force tube|s/of ridgewood|e/of jamaica av|s/of jamaica av|s/of columbia|s/of fulton st|e/of fulton st|n/of etna st	T	388
HALE AVE		P	9
HALE AVENUE		S	54
Hall St	n/of willoughb|e/of willoughb|s/of myrtle ave|s/of park ave|w/of park ave|w/of myrtle ave|s/of de kalb av|w/of lafayette|n/of dekalb av|w/of willoughb|n/of flushing|s/of willoughb|s/of flushing a|s/of willoughby|e/of myrtle ave|w/of willoughby|e/of myrtle av|s/of myrtle av|n/of myrtle ave|e/of park ave|n/of park ave|e/of flushing a|n/of willoughby|w/of park st|w/of dekalb av|n/of dekalb ave|n/of flushing a|w/of myrtle av|e/of willoughby|n/of myrtle av	T	612
HALL ST		P	7
HALL STREET		P|S	258
Halleck St	s/of columbia s|n/of columbia s|w/of columbia s|s/of columbia	T	16
HALLECK STREET		S	26
HALSEY		P	6
Halsey St	w/of marcus ga|e/of evergreen|e/of knickerboc|w/of broadway|w/of tompkins a|e/of patchen av|w/of central av|n/of broadway|w/of arlington p|n/of irving ave|e/of irving ave|w/of throop ave|w/of marcus garv|e/of central av|w/of knickerboc|e/of bedford ave|w/of nostrand a|s/of bushwick a|w/of evergreen|w/of tompkins av|w/of wyckoff a|w/of marcy ave|n/of tompkins a|s/of broadway|s/of tompkins a|e/of central ave|w/of bedford ave|e/of bedford av|e/of saratoga|s/of knickerboc|e/of broadway|e/of arlington p|s/of knickerbo|e/of arlington|s/of evergreen|e/of patchen ave|e/of marcy ave|e/of irving av	T	4114
HALSEY ST	irving ave	P|S	60
HALSEY STREET		P|S	636
HAMILTON AVE	rapelye st|i/o summit st|i/o columbia  st|i/o woodhull st	P	60
Hamilton Ave	w/of summit st|n/of summit st|n/of centre st|s/of coles st|e/of court st|s/of rapelye st|n/of woodhull s|e/of rapelye st|s/of summit st|s/of centre st|e/of columbia s|e/of hicks st|w/of columbia p	T	32
HAMILTON AVENUE		S|P	48
Hampton Ave	e/of west end a|w/of west end av|w/of amherst st|w/of west end a|n/of west end a|w/of beaumont st|e/of amherst st|e/of coleridge s|s/of west end a|s/of west ave|w/of beaumont s|e/of west end|e/of dover st	T	141
Hampton Pl	e/of west end a|n/of st johns pl|s/of sterling pl|e/of west ave|n/of sterling pl	T	20
HAMPTON PLACE		S	4
HANCOCK		P	4
Hancock St	w/of evergreen a|n/of throop ave|n/of saratoga a|e/of central av|w/of bushwick av|e/of evergreen a|w/of wyckoff av|n/of bushwick|w/of wyckoff ave|s/of knickerboc|w/of nostrand a|w/of tompkins a|w/of franklin a|n/of pitkin ave|w/of spencer ct|w/of knickerboc|e/of patchen av|w/of nostrand av|e/of irving ave|w/of spencer p|w/of bushwick a|e/of bushwick a|w/of broadway|w/of bedford av|n/of bushwick a|e/of wilson ave|e/of ralph ave|e/of patchen ave|w/of marcus gar|e/of knickerboc|e/of wyckoff ave|e/of tompkins av|n/of bedford av|n/of broadway|s/of broadway|w/of putnam ave|w/of marcus garv|e/of spencer pl|w/of malcolm x b|w/of central av|w/of spencer pl|s/of bushwick a|e/of broadway|e/of saratoga av|e/of malcolm x b|e/of nostrand av|e/of bedford av|e/of saratoga a|e/of knickerbock|w/of patchen av|e/of franklin a|w/of malcolm x|e/of marcus garv|n/of knickerboc|s/of bushwick av|e/of evergreen|w/of bedford ave	T	2946
HANCOCK ST		P|S	118
HANCOCK STREET		S|P	745
Hanover Pl	s/of fulton st|e/of fulton st|n/of fulton st|n/of atlantic a	T	105
HANOVER PLACE		S	4
Hanson Pl	e/of s portland|s/of ashland p|e/of st felix s|e/of ashland pl|w/of fort green|e/of st felix st|s/of s elliott p|s/of s oxford s|e/of s portlan|w/of fort georg|w/of fulton st|w/of st felix s|e/of s elliott|e/of fort green|s/of st felix s|w/of s elliott|w/of s portland|e/of s elliott p|n/of fort greene|w/of s elliott p|n/of s portland|w/of fort greene|s/of fort greene|w/of s oxford s	T	1152
HANSON PL		P	11
HANSON PLACE		P	5
Harbor Ct	n/of 99th st|s/of 99th st|n/of 98th st|w/of 98th st|s/of 98th st	T	16
Harbor View Ter	n/of 82nd st	T	5
Harden St	e/of flatlands|s/of flatlands a|n/of flatlands a|n/of flatlands|w/of flatlands a|s/of avenue m|e/of avenue m|s/of flatlands|e/of flatlands a	T	54
Haring St	s/of avenue y|w/of shore pky|n/of avenue z|s/of avenue r|n/of avenue t|n/of avenue u|s/of voorhies a|n/of avenue x|n/of avenue v|w/of voorhies a|n/of shore pky|s/of avenue x|n/of avenue y|s/of avenue u|e/of avenue z|s/of voorhies av|n/of avenue r|s/of avenue v|e/of avenue y|s/of avenue s|w/of avenue z|n/of emmons ave|n/of surf ave	T	247
HARING ST		P|T	17
Harman St	e/of knickerboc|e/of myrtle ave|w/of knickerbock|e/of irving ave|w/of wyckoff ave|n/of wyckoff av|s/of bushwick a|n/of wilson av|w/of st nicholas|e/of broadway|w/of seneca ave|w/of evergreen a|w/of knickerbo|w/of knickerboc|s/of knickerboc|s/of wilson ave|w/of st nichola|w/of wyckoff av|e/of knickerbock|s/of evergreen|e/of wyckoff av|n/of central av|e/of central ave|s/of wyckoff ave|w/of bushwick a|n/of irving ave|s/of wyckoff av|s/of evergreen a|w/of myrtle av|e/of bushwick a|n/of st nicholas|s/of irving ave|n/of wilson ave|w/of cypress av|e/of central av|n/of evergreen a|s/of myrtle ave|e/of st nichola|w/of irving ave|e/of wilson ave|w/of wilson ave|w/of myrtle ave|n/of knickerboc|w/of evergreen|n/of myrtle ave|e/of wyckoff ave	T	1902
HARMAN ST		P	40
HARMAN STREET		S|P	162
Harrison Ave	e/of bartlett s|s/of bartlett st|s/of wallabout|n/of bartlett s|s/of bartlett s|e/of rutledge s|n/of bartlett st|n/of lorimer st|n/of bartlett p|e/of bartlett st|s/of rutledge st|w/of bartlett s|n/of walton st|w/of gerry st|w/of penn st|e/of lynch st|w/of hooper st|n/of union ave|n/of hewes st|n/of bartlett|w/of bartlett p|w/of rutledge s|n/of flushing a|n/of penn st|n/of wallabout s|s/of middleton|w/of wallabout s|w/of middleton s|e/of hewes st|n/of gerry st|s/of walton st|s/of gerry st|n/of hooper st|e/of wallabout|s/of lorimer st|s/of flushing a|n/of wallabout|w/of lynch st|e/of gerry st|w/of bartlett st|s/of rutledge s|e/of rutledge st|w/of wallabout	T	831
HARRISON AVE		P	23
HARRISON AVENUE		S|P	35
Harrison Pl	e/of bogart st|e/of knickerboc|s/of morgan ave|w/of morgan ave|e/of morgan ave|w/of varick av|e/of varick ave|w/of porter ave|e/of varick av|w/of bogart st|w/of varick ave|w/of knickerbock|w/of knickerboc|e/of porter av|s/of bogart st|e/of porter ave|s/of varick st|e/of knickerbock|w/of varick st	T	327
HARRISON PLACE		S	50
Hart Pl	e/of cropsey a|w/of w 15th st|w/of cropsey a|s/of knickerboc|s/of w 15th st|e/of w 16th st|e/of cropsey av	T	36
Hart St	w/of stuyvesant|w/of wyckoff av|w/of throop ave|n/of marcus garv|w/of central av|n/of wyckoff ave|w/of nichols av|w/of bushwick a|e/of marcus garv|n/of irving ave|s/of wyckoff av|e/of central ave|e/of marcy ave|e/of myrtle ave|n/of bushwick a|n/of myrtle ave|s/of bushwick|s/of marcy ave|w/of central ave|s/of knickerbock|w/of marcus garv|w/of knickerbock|w/of knickerboc|e/of stuyvesant|e/of wilson ave|e/of tompkins a|s/of lewis ave|s/of throop ave|e/of knickerboc|n/of lewis ave|e/of wyckoff av|w/of stuyvesan|s/of knickerboc|n/of wyckoff av|s/of wilson ave|s/of broadway|w/of broadway|e/of st nichola|e/of marcus gar|w/of st nichola|w/of st nicholas|w/of wyckoff ave|s/of wyckoff ave|w/of irving ave|e/of throop ave|e/of irving ave|e/of knickerbock|e/of lewis ave|w/of marcus gar|e/of central av|w/of tompkins a|e/of tompkins av|w/of lewis ave|w/of wilson ave|e/of bushwick a|w/of marcy ave|s/of bushwick a|s/of st nichola|n/of st nichola|w/of wyckoff a|e/of wyckoff ave|e/of bushwick av|w/of evergreen|w/of marcus ga|s/of marcus gar	T	3647
HART ST	wyckoff ave|wilson ave	P	100
HART STREET		P|S	321
Harway Ave	e/of bay 41st st|w/of 25th ave|n/of stillwell|e/of bay 49th st|s/of bay 43rd s|s/of 27th ave|w/of bay 44th st|n/of bay 41st s|w/of bay 43rd st|n/of bay 43rd s|e/of bay 37th s|e/of bay 43rd s	T	127
HARWAY AVE		P	21
HARWAY AVENUE		S|P	28
Hastings St	n/of oriental bl|n/of kings hwy|s/of kings hwy|n/of oriental b	T	46
Hausman St	n/of nassau ave|s/of nassau ave	T	133
HAUSMAN ST		P	7
HAUSMAN STREET		S|P	38
Havemeyer St	w/of broadway|n/of broadway|s/of division a|s/of n 6th st|n/of s 5th st|e/of metropolita|s/of withers st|w/of n 8th st|s/of grand st|n/of s 9th st|e/of broadway|n/of s 4th st|s/of brooklyn a|w/of n 9th st|s/of n 9th st|n/of s 1st st|s/of s 5th st|s/of union ave|s/of s 8th st|e/of grand st|e/of n 5th st|s/of broadway|n/of division a|s/of s 1st st|e/of division a|n/of s 2nd st|n/of grand st|n/of n 8th st|e/of schroeders|w/of division a|e/of n 7th st|n/of n 5th st|n/of division av|e/of s 4th st|w/of s 9th st|s/of s 9th st|w/of n 5th st|e/of s 5th st|w/of n 6th st|n/of n 6th st|n/of division	T	1446
HAVEMEYER ST		P	12
HAVEMEYER STREET		S|P	183
Havens Pl	w/of atlantic a|n/of atlantic a|s/of herkimer s|s/of herkimer st|w/of atlantic	T	18
HAVENS PLACE		S	32
HAWTHORN ST		P	4
Hawthorne St	w/of brooklyn a|e/of new york a|w/of troy ave|e/of rogers ave|w/of bedford av|e/of nostrand a|w/of bedford ave|w/of nostrand av|e/of nostrand av|w/of nostrand a|e/of new york av|e/of bedford ave|e/of flatbush a|n/of new york a|s/of albany ave|26|w/of rogers ave|e/of albany ave|s/of bedford av|e/of bedford av|e/of flatbush av|w/of new york a|n/of new york av|e/of nostrand	T	1188
HAWTHORNE ST		P	76
HAWTHORNE STREET		S|P	168
HAWTHRONE ST		P	14
HEGEMAN		P	4
Hegeman Ave	w/of new jersey|w/of schenck ave|e/of new jersey|w/of milford st|e/of bristol st|w/of vermont s|w/of logan st|e/of milford st|w/of jerome st|w/of wyona st|w/of thomas s bo|e/of hendrix st|n/of e 98th st|w/of jerome ave|s/of herzl st|e/of thomas s b|e/of linwood st|w/of rockaway av|n/of miller ave|e/of ashford st|w/of thomas s b|e/of barbey st|w/of amboy st|e/of vermont st|w/of herzl st|e/of sheffield a|w/of georgia ave|w/of schenck a|e/of chester st|e/of e 98th st|w/of miller ave|e/of thatford a|w/of christophe|e/of elton st|w/of thatford a|w/of hendrix st|e/of rockaway a|w/of atkins ave|e/of amboy st|s/of jerome st|e/of herzl st|s/of powell st|w/of vermont st|w/of schenck av|e/of essex st|w/of rockaway|s/of amboy st|w/of rockaway a|w/of van siclen|w/of barbey st|w/of osborn st|e/of warwick st|e/of new jerse	T	854
HEGEMAN AVE	milford st|osborn st	P	39
HEGEMAN AVENUE		S|P	183
HEMLOCK		P	7
Hemlock St	n/of etna st|n/of danforth s|n/of fulton st|e/of belmont ave|w/of etna st|n/of ridgewood a|s/of blake ave|s/of belmont av|s/of jamaica av|w/of linden bl|w/of fulton st|s/of dumont av|s/of fulton st|s/of stanley av|s/of liberty ave|s/of liberty av|s/of dumont ave|s/of stanley ave|w/of dumont ave|e/of belmont av|n/of dumont ave|s/of etna st|w/of blake ave|s/of pitkin ave|n/of pitkin ave|e/of dumont ave|n/of linden blv|n/of ridgewood|n/of blake ave|w/of linden blv|s/of sutter ave|n/of linden bl	T	737
HEMLOCK ST		P	40
HEMLOCK STREET		S|P	186
HENDRICKSON		P	4
Hendrickson Pl	w/of flatbush a|w/of s 2nd st|w/of flatbush|e/of lorimer st|e/of avenue w	T	6
Hendrickson St	n/of avenue r|s/of avenue r|w/of avenue s|n/of hendrickso|n/of quentin rd|s/of avenue u|n/of avenue p|s/of quentin rd|n/of hendricks|n/of flatlands|n/of fillmore a|n/of hendrickson|w/of flatbush a|s/of flatlands|s/of fillmore a|e/of avenue p|n/of avenue v|s/of avenue s|s/of hendrickso|e/of avenue t|w/of flatlands|s/of hendricks|s/of avenue v|s/of avenue p|n/of avenue u|w/of avenue v|e/of avenue v|s/of avenue t|n/of avenue s|w/of avenue u|e/of avenue u|n/of quentin st|e/of hendrickso	T	405
HENDRICKSON ST		P	13
HENDRIX		P	7
Hendrix St	s/of sunnyside a|n/of flatlands a|w/of liberty ave|w/of sunnyside a|e/of new lots av|s/of linden blvd|s/of dumont av|n/of atlantic a|s/of linden blv|n/of livonia av|n/of fulton st|n/of stanley a|s/of atlantic a|s/of livonia av|n/of blake ave|s/of blake ave|e/of jamaica av|s/of liberty av|s/of new lots a|s/of new lots av|n/of glenmore a|w/of hegeman ave|n/of arlington|e/of glenmore a|n/of new lots a|w/of blake ave|e/of new lots a|s/of linden bl|s/of pitkin ave|s/of fulton st|n/of pitkin ave|n/of linden blv	T	795
HENDRIX ST		P	33
HENDRIX STREET	arlington ave	P|S	220
Henry St	s/of warren st|n/of clark st|n/of lorraine s|w/of lorraine|n/of amity st|e/of bush st|n/of cranberry s|n/of mill st|n/of 3rd pl|w/of pacific st|n/of pacific st|w/of 3rd pl|w/of poplar st|n/of bay st|s/of bush st|e/of pacific st|s/of warren pl|w/of orange st|s/of montague|n/of 4th pl|s/of 2nd pl|s/of lorraine st|n/of lorraine|e/of poplar st|s/of w 9th st|w/of middagh st|s/of atlantic a|e/of montague s|w/of clark st|e/of lorraine|w/of joralemon|w/of congress s|s/of veranda pl|s/of baltic st|n/of orange st|s/of remsen st|s/of pierrepont|n/of poplar st|s/of 3rd pl|e/of amity st|e/of remsen st|s/of joralemon s|s/of pineapple|s/of lorraine s|s/of lorraine|s/of congress st|e/of bay st|e/of cranberry s|s/of pineapple s|s/of montague st|w/of lorraine s|s/of clark st|n/of atlantic a|w/of montague s|n/of montague s|w/of pierrepont|w/of kane st|w/of rapelye st|n/of warren st|n/of 2nd pl|w/of congress st|n/of clara st|s/of orange st|s/of cranberry s|n/of rapelye st|e/of montague st|e/of state st|n/of joralemon s|n/of pierrepont|s/of montague s|w/of amity st|n/of remsen st|s/of pacific st|n/of huntington|s/of amity st|s/of state st|s/of old fulton|e/of lorraine s|w/of remsen st|s/of joralemon|n/of joralemon|s/of poplar st|n/of middagh st|s/of love ln|e/of clark st|n/of state st|n/of montague st|n/of baltic st|w/of huntington|e/of 3rd pl|w/of montague|n/of w 9th st|e/of warren st|w/of cranberry|s/of 4th pl|w/of cranberry s|s/of congress s|s/of atlantic av|e/of 4th pl	T	3088
HENRY ST	n/o macdonough st	P	35
HENRY STREET		S|P	107
Herbert St	w/of humboldt s|w/of humboldt|e/of graham ave|w/of kingsland a|n/of n henry st|w/of kingsland	T	171
HERBERT STREET		S	5
HERKIMER		P	7
Herkimer Ct	w/of herkimer s|e/of nostrand a|w/of herkimer st	T	5
Herkimer Pl	w/of nostrand a|w/of nostrand av|e/of new york a|w/of nostrand|e/of perry pl	T	74
HERKIMER PLACE		S	7
Herkimer St	e/of troy ave|e/of new york|w/of nostrand a|e/of nostrand a|e/of st andrews|e/of herkimer ct|w/of nostrand av|s/of herkimer c|e/of new york a|w/of thomas s b|w/of brooklyn|w/of thomas s bo|w/of herkimer ct|n/of new york|w/of havens pl|s/of hattie jone|w/of hattie jon|e/of nostrand av|e/of roosevelt|w/of atlantic a|n/of albany ave|n/of kingston av|w/of eastern pk|w/of eastern pky|w/of ralph ave|e/of thomas s bo|e/of herkimer c|e/of nostrand|w/of albany ave|s/of new york|w/of new york a|n/of new york a|w/of herkimer c|w/of new york|e/of bedford ave|w/of radde pl|s/of herkimer ct|e/of albany av|e/of eastern pk|e/of thomas s b|e/of radde pl|n/of nostrand a|n/of eastern pky|e/of van sinder|e/of albany ave|e/of ralph ave|w/of monaco pl|s/of new york a|e/of rochester a|e/of hattie jon|e/of new york av|e/of brooklyn a|e/of havens pl|w/of troy ave|e/of bedford av|w/of bedford av|w/of st andrews|e/of kingston av|e/of brooklyn av|w/of new york av|s/of new york av|w/of brooklyn av|w/of van sinder|e/of e new york	T	3357
HERKIMER ST		P	64
Herkimer St between	ralph ave & prescott	S	4
HERKIMER STREET		P|S	520
Herzl St	n/of pitkin ave|n/of riverdale a|s/of pitkin ave|n/of hegeman ave|s/of riverdale|s/of pitkin av|s/of lott ave|s/of livonia av|s/of hegeman av|n/of hegeman av|s/of hegeman ave|n/of blake ave|n/of riverdale	T	422
HERZL ST		P	12
HERZL STREET		S|P	152
