street	intersections	agencies	number_violations
BRISTOL		P	7
Bristol St	n/of riverdale a|s/of lott ave|e/of ditmas ave|n/of blake ave|n/of pitkin ave|n/of riverdale|s/of riverdale a|s/of dumont ave|s/of newport st|n/of dumont ave|n/of hegeman av|s/of linden blv|n/of ditmas ave|e/of linden blv|e/of newport st|n/of ditmas av|n/of ditmars st|s/of linden bl|w/of dumont ave|w/of linden blvd|s/of riverdale|s/of blake ave|s/of livonia av|w/of ditmas ave|s/of pitkin ave|e/of dumont ave	T	590
BRISTOL ST		P	16
BRISTOL STREET		S|P	266
Broadway	n/of hancock st|e/of flushing a|n/of woodbine st|e/of myrtle ave|e/of marcy ave|n/of palmetto s|e/of melrose st|e/of marcus gar|s/of palmetto s|w/of s 8th st|s/of walton st|w/of hewes st|e/of stuyvesant|e/of schaefer s|e/of marcus garv|e/of havemeyer s|n/of furman ave|s/of wythe ave|e/of bartlett st|n/of hewes st|e/of mother gas|e/of walton st|e/of moffat st|e/of penn st|e/of kosciuszko|n/of somers st|w/of havemeyer|e/of lexington|n/of melrose st|w/of palmetto st|s/of cornelia s|n/of moffat st|e/of bedford av|w/of furman ave|s/of marcy ave|s/of stuyvesant|s/of stanhope st|w/of putnam ave|n/of granite st|n/of ellery st|n/of vernon ave|n/of dodworth st|n/of rodney st|w/of belvidere s|n/of sumner pl|n/of willoughby|w/of hart st|s/of stuyvesan|n/of myrtle ave|e/of roebling|w/of marcy ave|n/of quincy st|s/of mother gas|w/of rockaway av|e/of van sinder|e/of lafayette|e/of wallabout|n/of kosciuszko|w/of williams|n/of moore st|n/of bartlett s|n/of lewis ave|w/of melrose st|s/of furman av|e/of flushing|w/of middleton s|s/of sumner pl|e/of gerry st|s/of halsey st|e/of middleton|e/of bartlett s|e/of vernon ave|e/of havemeyer|w/of bartlett st|s/of madison st|n/of riverdale|w/of malcolm x|s/of howard ave|s/of granite st|s/of hart st|e/of rodney st|n/of graham ave|w/of gerry st|s/of vernon ave|s/of furman ave|s/of hancock st|s/of flushing a|w/of graham ave|w/of debevoise s|s/of wallabout|n/of gerry st|n/of madison st|n/of cooper st|n/of aberdeen s|s/of gates ave|e/of s 6th st|n/of marcus garv|s/of cooper st|w/of roebling s|e/of s 8th st|n/of van buren|w/of locust st|w/of flushing a|w/of driggs ave|e/of stockton s|n/of palmetto st|n/of weirfield|s/of heyward st|s/of bartlett s|e/of lafayette a|n/of furman st|e/of van sinde|n/of schaefer s|s/of moffat st|e/of willoughby|w/of marcus gar|w/of fayette st|n/of dekalb ave|s/of weirfield s|s/of lexington|n/of jefferson|w/of de kalb av|e/of gates ave|e/of malcolm x|s/of gerry st|w/of rodney st|n/of macdougal|w/of kent ave|w/of wallabout|s/of jefferson|e/of marion st|e/of roebling s|e/of kent ave|w/of bartlett s|w/of roebling st|n/of boerum st|s/of woodbine s|w/of dekalb ave|n/of bartlett st|w/of cook st|e/of dunham pl|w/of berry st|e/of wythe ave|e/of halsey st|e/of ditmas ave|n/of wallabout|w/of hooper st|e/of grove st|n/of hart st|s/of ellery st|w/of chauncey s|s/of stockton s|e/of stockton st|s/of union ave|w/of wythe ave|w/of throop ave|s/of ditmars st|n/of rockaway a|n/of chauncey s|n/of locust st|s/of hull st|s/of park st|w/of park ave|w/of dodworth s|n/of suydam st|n/of macdonough|n/of ditmars s|s/of greene ave|s/of suydam st|n/of park st|e/of lynch st|w/of stockholm s|e/of driggs ave|e/of berry st|n/of decatur st|s/of myrtle ave|n/of ditmars st|w/of walton st|n/of arion pl|n/of middleton|w/of williams a|e/of palmetto st|s/of belvidere s|s/of rodney st|n/of kossuth pl|w/of bedford av|s/of stockton st|s/of rutledge s|n/of malcolm x|e/of hewes st|s/of kossuth pl|e/of ellery st	T	7733
BROADWAY	willoughby|graham ave	P|S	2331
Broadway and Furman	ave	S	4
Broadway and Granite	" st"	S	4
Broadway and Jamaica		S	6
BROADWAY AVE		P	8
BROOKLYN		P	5
Brooklyn Ave	n/of montgomery|s/of snyder ave|s/of lefferts av|n/of empire blvd|n/of fenimore|n/of president|s/of prospect p|n/of glenwood r|w/of montgomery|w/of foster ave|s/of lenox rd|n/of e new york|w/of fulton st|s/of midwood st|n/of linden blv|w/of pacific st|w/of linden blv|s/of fulton st|n/of tilden ave|n/of church ave|n/of avenue d|n/of foster ave|s/of eastern pk|s/of church ave|w/of glenwood r|n/of st marks a|n/of maple st|e/of farragut r|n/of farragut rd|w/of lenox rd|n/of midwood st|w/of prospect pl|w/of prospect p|e/of carroll st|w/of rutland rd|n/of crown st|n/of linden blvd|w/of snyder ave|n/of avenue h|s/of herkimer|s/of prospect|w/of clarendon r|n/of carroll s|n/of st marks av|n/of linden bl|n/of herkimer s|s/of sterling p|s/of sterling st|e/of e 35th st|n/of fulton st|n/of prospect p|s/of herkimer st|s/of carroll st|s/of president|n/of rutland rd|s/of rutland rd|s/of prospect pl|s/of tilden ave|s/of tilden av|n/of pacific st|e/of linden blv|e/of glenwood r|s/of foster av|w/of midwood st|w/of farragut r|s/of montgomery|w/of lefferts av|s/of sterling pl|n/of park pl|w/of hawthorne|e/of tilden ave|n/of carroll st|s/of empire blvd|s/of farragut r|s/of carroll s|s/of union st|w/of st marks a|s/of beverley r|n/of lefferts av|n/of lefferts a|s/of avenue d|w/of 101st ave|n/of glenwood rd|w/of linden blvd|n/of junius st|n/of president s|w/of prospect a|n/of sterling st|e/of gates ave|n/of prospect pl|n/of fenimore s|w/of atlantic av|e/of fulton st|w/of atlantic a|s/of linden blv|s/of st marks a|s/of crown st|s/of lefferts a|n/of eastern pk|s/of fenimore s|n/of sterling p|s/of foster ave|w/of e 35th st|w/of eastern pk|n/of montgomer|s/of glenwood r|e/of foster ave|n/of hawthorne|w/of empire blv|s/of avenue h|w/of carroll st|s/of herkimer s|n/of clarendon|s/of beverley rd|s/of montgomer|n/of tilden av|s/of eastern pky|n/of lefferts|n/of sterling s|n/of lincoln pl|w/of palmetto s|e/of beverly rd|w/of tilden av	T	2348
BROOKLYN AVE	s/e/c/o fenimore st|foster ave|president st	P	101
BROOKLYN AVENUE		P|S	671
BROOKLYN BRIDGE PARK	150 furman street|s/s montague st|11 montague street|60 furman street|60 furman st	P	11
BROOKLYN BRIDGE PK	pier 6|pier 1|1 water st|pier 2|furman st|bridge pk dr|pier 4|330 furman st|w/s bridge pk dr|pier 5|150 furman st|45 water st|pier 2 lot	P	31
Brooklyn Rd	w/of e 34th st|e/of e 35th st|e/of e 31st st|n/of e 35th st|e/of e 34th st|n/of e 34th st|w/of e 35th st|s/of e 35th st	T	108
Brooklyn road		S	5
Broome St		T	139
BROOME ST		P	6
BROOME STREET		S	9
BROWN ST		P	22
Brown St	n/of avenue x|n/of emmons ave|w/of nostrand|n/of emmons av|n/of shore pky|s/of shore pky|s/of avenue x|n/of avenue s|s/of avenue z|w/of avenue x|s/of avenue v|s/of avenue y|n/of avenue t|n/of avenue u|n/of avenue y|n/of avenue v	T	124
BROWN STREET		P	16
Bryant St	w/of court st	T	4
BRYANT STREET		S	17
Buckingham Rd	n/of albemarle|w/of caton ave|n/of albee sq|n/of church ave|s/of church ave	T	52
BUCKINGHAM ROAD		S	5
Buffalo Ave	w/of sterling pl|n/of sterling pl|s/of eastern p|n/of eastern p|s/of fulton st|n/of e new yor|s/of sterling p|n/of eastern pk|w/of eastern pk|s/of st marks a|s/of park pl|n/of herkimer s|n/of lincoln pl|e/of e new york|s/of bergen st|n/of st marks a|w/of sterling p|s/of eastern pk|w/of e new york|e/of e new yor|w/of eastern p|w/of eastern pky|n/of park pl|n/of sterling p|e/of eastern pk|s/of e new york|s/of lincoln pl|n/of e new york|e/of bergen st|e/of st johns p|n/of st johns p|e/of eastern p|n/of pacific st|s/of e new yor|s/of pacific st|w/of pacific st|w/of e new yor|s/of st johns pl	T	588
BUFFALO AVE		P	13
BUFFALO AVENUE		P|S	101
Bulwer Pl	e/of highland b|w/of highland b|w/of highland bl|n/of highland v|n/of highland bl|n/of highland b	T	61
BULWER PL		P	9
BULWER PLACE		S	18
Burnett St	s/of avenue v|n/of fillmore a|n/of avenue r|n/of fillmore av	T	91
BURNETT ST		P	10
Bush St	w/of henry st|e/of hicks st|w/of hicks st|e/of henry st|w/of court st|n/of henry st|e/of clinton st|s/of hicks st|s/of garden st|n/of hicks st|s/of henry st|n/of court st	T	113
BUSH STREET		P|S	4
Bushwick Ave	n/of stagg st|n/of suydam st|w/of dekalb av|n/of bleecker st|s/of seigel st|n/of menahan st|e/of stanwix st|w/of seigel st|s/of hancock st|s/of maujer st|w/of scholes st|s/of boerum st|w/of stagg st|w/of myrtle ave|e/of powers st|s/of garden st|s/of metropolit|n/of boerum st|e/of cedar st|e/of jefferson s|s/of van buren s|e/of mckibbin s|s/of flushing a|e/of moore st|n/of scholes st|e/of gates ave|n/of cook st|n/of moore st|s/of jefferson|s/of johnson av|n/of stanwix st|w/of moore st|w/of flushing a|e/of boerum st|s/of gates ave|n/of kosciuszko|s/of stagg st|s/of troutman st|s/of halsey st|w/of jefferson s|n/of maujer st|w/of maujer st|e/of devoe st|s/of noll st|s/of devoe st|n/of cornelia s|s/of cornelia s|s/of troutman s|s/of powers st|s/of montieth s|s/of myrtle ave|e/of kosciuszko|s/of melrose st|s/of meserole s|s/of madison st|n/of linden st|e/of maujer st|e/of stagg st|n/of forrest st|s/of forrest st|n/of willoughby|n/of madison st|n/of moffat st|e/of noll st|n/of powers st|e/of cook st|n/of halsey st|s/of hart st|e/of scholes st|e/of johnson av|e/of seigel st|s/of scholes st|n/of montieth s|n/of mckibbin s|on ainslie st|n/of noll st|s/of cooper st|e/of linden st|n/of varet st|n/of myrtle ave|n/of flushing av|n/of grand st	T	3192
BUSHWICK AVE		P	69
BUSHWICK AVENUE		P|S	63
Bushwick Pl	w/of johnson av|e/of boerum st|e/of johnson a|s/of montrose a|n/of johnson av|e/of meserole s|n/of montrose av|s/of montrose av|n/of boerum st|s/of johnson av|w/of boerum st|n/of montrose a|s/of meserole s	T	188
BUSHWICK PL		P	4
Butler Pl	n/of plaza stre|n/of plaza st|s/of sterling pl|w/of 3rd ave|e/of plaza stre|e/of plaza st|w/of plaza st|w/of sterling p	T	187
BUTLER PLACE		S|P	8
Butler St	w/of 4th ave|w/of 3rd ave|2o|e/of nevins st|e/of court st|s/of 3rd ave|s/of sterling pl|n/of plaza st|n/of sterling p|n/of nevins st|e/of smith st|e/of 3rd ave|w/of baltic st|n/of court st|w/of nevins st|w/of court st|e/of 4th ave|s/of smith st|e/of baltic st|w/of smith st|s/of plaza st	T	1017
BUTLER ST		P	12
BUTLER STREET		S|P	33
C/O ARLINGTON AVE	van siclen ave|miller ave	P	4
C/O AVE M	e 70 st|e 54 st|e 72 st|flatbush ave|e 73 st	P	5
C/O BEDFORD AVE	lorimer st|madison st|myrtle ave	P	4
C/O E 72 ST	royce pl|bergen ct	P	6
C/O GARDNER AVE	stagg st|meadow st|scholes st	P	4
C/O HICKS ST	sackett st|i/o sackett st	P	5
C/O McGuinness Blvd	& eagle st|& paidge ave|and eagle street|& dupont st|& clay st|and dupont st	S	7
C/O MESEROLE ST	gardner ave|stewart ave|scott ave	P	4
C/O NAVY ST	tillary st|concord st	P	4
C/O RALPH AVE	e 86 st|i/o snyder ave|marion street	P	4
C/O ST NICHOLAS AVE	linden st|linden blvd	P	4
Cadman Plaza East	n/of tillary st|e/of vanderbilt|s/of prospect|n/of sands st|w/of vanderbilt|s/of classon av|e/of prospect s|n/of johnson st|e/of red cross p|e/of prospect|w/of court st|n/of eastern pk|s/of prospect s|n/of clark st|s/of middagh s|n/of court st|w/of sands st	T	103
CADMAN PLAZA EAST		P	7
Cadman Plaza West	n/of montague s|s/of clark st|n/of pierrepon|n/of montague|s/of middagh s|w/of clark st|w/of middagh st|w/of tillary st|e/of pierrepon|e/of tillary st|n/of johnson st|s/of montague|s/of middagh st|n/of pierrepont|s/of pierrepont|n/of montague st|s/of johnson st|e/of berkeley p|s/of prospect s|s/of cranberry|s/of tillary st|n/of clinton s|n/of berkeley p|n/of prospect s|n/of clinton st|s/of montague s|n/of clark st|n/of tillary st|s/of henry st|w/of pierrepont|s/of clinton st|n/of tillary s|s/of pierrepon|e/of clark st|n/of orange st|n/of middagh st|s/of prospect st|n/of middagh s|e/of pierrepont	T	807
Cadman Plz	w/of middagh st|n/of clark st|e/of pierrepont|e/of clark st|w/of clark st	T	14
Calder Pl	s/of prospect a|n/of 17th st|w/of prospect a|s/of prospect p|s/of prospect av|e/of prospect a|e/of prospect av	T	35
CALDER PLACE		S	9
Calyer St	e/of manhattan a|e/of leonard st|e/of banker st|e/of nevins st|w/of russell st|e/of diamond st|e/of manhattan|e/of lorimer st|w/of newel st|w/of lorimer st|w/of franklin s|e/of moultrie s|e/of humboldt s|e/of guernsey s|n/of manhattan|e/of west st|w/of manhattan|e/of guernsey st|s/of manhattan|n/of leonard st	T	775
CALYER ST		P	5
CALYER STREET		S	50
Cambridge Pl	s/of gates ave|n/of fulton st|w/of gates ave|e/of gates ave|e/of greene ave|s/of greene ave|n/of greene ave|s/of fulton st|n/of gates ave|n/of fuller pl	T	391
CAMBRIDGE PL		P	14
CAMBRIDGE PLACE		P|S	18
CAMERON COURT		S	6
CAMERON CT		P	4
Cameron Ct	w/of 66th st	T	6
Campus Pl	n/of avenue h|e/of crescent st|w/of hemlock st|s/of nostrand a	T	36
CAMPUS PLACE		S|P	5
Campus Rd	n/of hillel pl|w/of e 26th st|e/of e 26th st|s/of e 27th st|w/of bedford av|n/of e 22nd st|e/of bedford av|n/of nostrand av|s/of avenue h|e/of bedford a|w/of e 21st st|w/of hillel pl|e/of e 22nd st|s/of e 21st st|n/of bedford av|s/of e 22nd st|n/of nostrand|s/of amersfort p|w/of bedford pl|e/of 22nd st|w/of 21st st|s/of nostrand a|n/of amersfort p|e/of e 28th st|w/of nostrand|s/of ocean ave|s/of ames ln|w/of amersfort p|s/of amersfort|w/of e 22nd st|n/of nostrand a|e/of e 27th st|e/of avenue h|n/of amersfort|w/of nostrand a|e/of e 21st st|e/of e 24th st|e/of amersfort|s/of e 26th st|e/of hillel pl|e/of ocean ave|w/of e 37th st|n/of cortelyou r|e/of flatbush a|n/of e 26th st|n/of bedford a|n/of e 23rd st|n/of e 27th st|w/of e 25th st|n/of avenue i|s/of avenue i|w/of nostrand av|s/of hillel pl|s/of bedford av|w/of e 27th st|e/of e 23rd st|n/of avenue h|e/of 23rd st|w/of bedford a|e/of bedford ave|w/of e 23rd st|e/of nostrand a|w/of amersfort|w/of avenue h|w/of bedford ave|s/of e 23rd st|n/of campus pl|w/of buffalo av|s/of nostrand|s/of nostrand av|n/of bedford ave|n/of e 21st st|s/of farragut	T	2220
CAMPUS ROAD		S|P	23
Canal Ave	e/of w 36th st|n/of w 36th st|s/of w 36th st|s/of w 37th st|w/of w 37th st	T	30
Canarsie Lot	s/of e 24th st|rockaway pkwy	T	741
CANARSIE RD		P	4
Canarsie Rd	s/of skidmore|n/of skidmore a|n/of seaview a|s/of avenue n|e/of skidmore|n/of shore pky|s/of e 93rd st|n/of schenck av|n/of seaview av|w/of e 93rd st|s/of schenck s|s/of schenck a|n/of schenck st|n/of avenue n|s/of seaview av|n/of seaview ave	T	154
CANARSIE ROAD		S	26
Carlton Ave	s/of myrtle av|s/of st marks a|s/of dekalb av|s/of greene ave|n/of park pl|s/of fulton st|n/of st marks av|n/of atlantic av|n/of st marks a|n/of atlantic|s/of park pl|w/of ocean ave|s/of lafayette|e/of bergen st|w/of dekalb ave|e/of marlboroug|w/of flushing a|e/of myrtle av|s/of willoughby|s/of flushing a|s/of st marks av|e/of lafayette|e/of fulton st|n/of lafayette|e/of greene ave|s/of park ave|n/of pacific st|w/of greene ave|n/of myrtle av|n/of fulton st|w/of lafayette|n/of greene ave|s/of pacific st|n/of flushing av|n/of dean st|n/of atlantic a|w/of willoughby|e/of adelphi st|n/of myrtle ave|s/of bergen st|w/of park ave|w/of st marks a|e/of st marks a|n/of willoughby|e/of flushing|n/of dekalb ave|w/of fulton st|n/of park ave|e/of dekalb ave|s/of dekalb ave|n/of prospect st|n/of greene av|n/of lafayette a|s/of greene av|e/of flushing av|e/of atlantic av|w/of flatbush|w/of flatbush av|w/of myrtle av|e/of willoughby|w/of flatbush a|n/of green st|e/of flushing a|w/of greene av|s/of myrtle ave	T	2996
CARLTON AVE		P	111
CARLTON AVENUE		P|S	226
CARROL ST		P	6
Carroll St	e/of clinton st|w/of rogers ave|e/of bedford av|n/of prospect p|w/of troy ave|w/of 7th ave|n/of smith st|w/of 8th ave|w/of 6th ave|e/of 4th ave|e/of 5th ave|e/of prospect p|e/of 6th ave|w/of new york a|w/of schenectad|e/of washingto|w/of washington|w/of new york av|e/of rochester a|s/of new york a|w/of columbia st|e/of van brunt|w/of 5th ave|w/of ford st|1066|s/of 6th ave|n/of washingto|e/of new york av|n/of 6th ave|e/of bedford ave|n/of 4th ave|w/of prospect pa|w/of albany ave|w/of prospect p|w/of bond st|w/of rochester a|s/of 7th ave|w/of kingston a|w/of clinton st|e/of brooklyn a|e/of smith st|w/of hoyt st|w/of court st|w/of utica ave|w/of dwight st|s/of bedford av|e/of nostrand av|w/of union st|829|n/of avenue l|s/of troy ave|e/of hoyt st|n/of court st|s/of smith st|e/of nostrand a|e/of columbia st|e/of new york|w/of polhemus p|w/of denton pl|e/of 8th ave|e/of new york a|s/of brooklyn a|e/of bond st|e/of nevins st|e/of 7th ave|n/of 8th ave|w/of smith st|e/of rogers ave|w/of 4th ave|e/of columbia s|e/of court st|e/of washington|w/of bedford av|w/of washingto|e/of troy ave|n/of clinton st|n/of 7th ave|e/of e new york|e/of bedford a|s/of 8th ave|w/of franklin av|w/of classon a|w/of prospect|n/of new york a|s/of clinton st|e/of whitwell p|carroll school|s/of prospect p|s/of columbia s|w/of rochester|n/of bond st	T	5102
CARROLL ST		P	105
CARROLL STREET		P|S	982
Cary Ct	w/of e 12th st|e/of coney isla	T	17
Cass Pl	e/of neptune ave|e/of corbin pl|n/of neptune av|w/of corbin pl|e/of brighton 1|w/of west end av|w/of west end a|s/of corbin pl|s/of brighton 1|n/of west end a|s/of west end a	T	168
CASS PLACE		P	4
Catalpa Ave	e/of st paul pl|w/of marlboroug|e/of rugby rd|w/of bedford av	T	9
Cathedral Pl	e/of jay st	T	21
Catherine St	n/of powers st|n/of devoe st|s/of metropolita|s/of devoe st|s/of metropolit|n/of powell st	T	82
CATHERINE STREET		S	50
Caton Ave	e/of dahill rd|e/of e 8th st|e/of ocean pky|s/of ocean ave|e/of e 21st st|w/of flatbush a|s/of rugby rd|w/of bedford av|w/of bedford a|w/of marlboroug|e/of westminste|e/of argyle rd|e/of e 10th st|n/of ocean ave|w/of linden blvd|s/of e 2nd st|s/of westminste|w/of westminster|w/of e 10th st|e/of st paul p|n/of flatbush a|w/of e 18th st|w/of st paul pl|e/of marlborou|s/of mcdonald a|e/of e 18th st|e/of bedford a|w/of argyle rd|e/of flatbush a|e/of ocean ave|e/of e 16th st|w/of ocean pky|e/of rugby rd|w/of e 16th st|e/of flatbush av|w/of stratford|s/of e 16th st|w/of marlborough|e/of marlborough|s/of marlborough|n/of flatbush av|e/of flatbush|w/of linden bl|s/of crooke ave|e/of e 2nd st|n/of argyle rd|w/of e 17th st|s/of marlboroug|w/of ocean ave|e/of marlboroug|e/of parade pl|e/of st paul pl|w/of coney isla|n/of marlborough|w/of parade pl|e/of stratford|w/of e 21st st|w/of westminste|w/of rugby rd|e/of westminst|w/of marlborou|w/of stratford r|w/of bedford ave|e/of e 17th st|n/of bedford a|e/of e 7th st|w/of e 8th st|w/of lenox rd|n/of marlboroug|e/of bedford av|w/of westminst	T	2081
CATON AVE	argyle rd|e 8 st	P	25
CATON AVENUE		P|S	64
Caton Pl	e/of westminste|w/of ocean pky|e/of ocean pky|e/of e 8th st	T	51
CATON PL		P	6
CATON PLACE		S|P	23
Cedar St	w/of centre st|e/of e 16th st|w/of e 17th st|w/of bushwick av|s/of e 16th st|n/of e 17th st|s/of myrtle ave|w/of myrtle ave|s/of central av|e/of bushwick a|n/of e 16th st|e/of bushwick av|w/of bushwick a|w/of e 16th st|e/of myrtle ave	T	269
CEDAR ST		P	5
CEDAR STREET		S|P	26
Celeste Ct		T	10
Central Ave	w/of flushing a|n/of suydam st|w/of george st|n/of melrose st|e/of george st|s/of eldert st|n/of stockholm s|s/of george st|n/of eldert st|w/of noll st|s/of hart st|w/of covert st|s/of chauncey s|w/of stockholm|e/of greene ave|w/of himrod st|w/of halsey st|n/of willoughby|s/of flushing av|e/of stockholm|n/of stanhope st|n/of grove st|n/of harman st|n/of stockholm|s/of troutman s|s/of covert st|w/of melrose st|n/of jefferson s|e/of covert st|n/of hart st|n/of greene ave|e/of noll st|s/of jefferson s|e/of hart st|s/of willoughby|s/of stockholm|w/of harman st|e/of halsey st|w/of eldert st|s/of stanhope st|w/of stockholm s|e/of stanhope st|e/of palmetto s|s/of noll st|s/of menahan st|e/of melrose st|e/of eldert st|n/of covert st|s/of grove st|n/of jefferson|s/of melrose st|s/of putnam ave|w/of cedar st|s/of chauncey st|n/of pilling st|e/of stockholm s|n/of starr st|s/of starr st|s/of gates ave|n/of linden st|w/of jefferson s	T	2087
CENTRAL AVE	harman	P	37
CENTRAL AVENUE		S|P	435
CENTRE ST	clinton st	P	6
Centre St	e/of hicks st|e/of george st|n/of clinton st|w/of smith st|e/of hamilton a	T	46
CENTRE STREET	i/o clinton st	P|S	114
Channel Ave	s/of dictum ct|e/of dictum ct|s/of gerritsen	T	6
Chapel St	w/of flatbush a|e/of jay st	T	132
Charles Pl	e/of willoughby|w/of willoughby|w/of myrtle ave|e/of myrtle ave|n/of myrtle ave	T	55
CHARLES PL		P	5
CHAUNCEY		P	6
Chauncey Ave		T	12
Chauncey St	e/of broadway|e/of evergreen|e/of patchen ave|w/of central a|w/of malcolm x|s/of broadway|s/of lewis ave|w/of central av|w/of broadway|e/of central av|e/of central a|w/of howard ave|n/of broadway|w/of central ave|3q|w/of evergreen|w/of rockaway av|e/of patchen av|e/of malcolm x|s/of central av|w/of stuyvesant|w/of bushwick a	T	1162
CHAUNCEY ST		P|S	65
CHAUNCEY STREET		S|P	621
Cheever Pl	s/of kane st|n/of kane st	T	42
CHEEVER PL		P	10
CHEEVER PLACE		P|S	50
CHERRY STREET		S	24
CHESTER		P	7
Chester Ave	w/of church ave|n/of e 14th st|n/of dumont ave|s/of riverdale a|w/of e 14th st|s/of minna st|w/of e 17th st|s/of dumont ave|n/of newport st|s/of linden blv|e/of e 14th st|e/of e 15th st|n/of clara st|s/of louisa st|w/of clara st|n/of church ave|n/of livonia av|w/of e 15th st|n/of sutter ave|s/of clara st|n/of blake ave	T	330
CHESTER AVE		P	7
CHESTER AVENUE		P|S	24
CHESTER COURT		S	34
Chester Ct	w/of flatbush a	T	70
CHESTER ST		P	15
Chester St	n/of ditmas av|n/of lott ave|s/of pitkin ave|s/of linden blv|s/of linden blvd|s/of glenmore a|n/of livonia ave|s/of lott ave|s/of dumont ave|s/of blake ave|n/of etna st|s/of riverdale a|w/of e 15th st|s/of riverdale|n/of ditmas ave|s/of linden bl|n/of dumont ave|n/of sutter ave|n/of riverdale a|s/of livonia av|n/of riverdale|s/of livonia ave|n/of newport st|s/of ridgewood a|s/of sutter ave|w/of livonia av	T	1255
CHESTER STREET		S|P	182
CHESTNUT		P	5
Chestnut Ave	w/of e 14th st|w/of e 15th st|n/of e 14th st|e/of coney isla|w/of pitkin ave|s/of e 15th st|e/of 14th st|e/of e 14th st|e/of e 15th st|n/of e 15th st|e/of e 16th st|w/of e 13th st|s/of belmont av|e/of e 17th st|n/of dinsmore pl|e/of coney islan|w/of e 17th st|s/of fulton st|w/of e 12th st|w/of coney islan|n/of dinsmore p|n/of dinsmore|n/of atlantic a|w/of dinsmore p|s/of dinsmore p	T	453
CHESTNUT AVENUE		S	120
CHESTNUT COURT		S	6
CHESTNUT ST		P	23
Chestnut St	w/of e 18th st|e/of ridgewood a|s/of fulton st|w/of e 15th st|s/of ridgewood a|w/of etna st|w/of ridgewood a|s/of pitkin ave|e/of dinsmore|s/of liberty ave|e/of glenmore a|n/of fulton st|chestnut ct|s/of jamaica av|n/of ridgewood|s/of etna st|n/of ridgewood a|n/of belmont av|w/of belmont av|n/of dinsmore p|n/of dinsmore pl|n/of sutter ave|n/of etna st|e/of fulton st|n/of atlantic av|e/of e 17th st|e/of jamaica ave|s/of dinsmore p|s/of atlantic a|w/of dinsmore p|s/of ridgewood|e/of e 15th st|s/of glenmore av|e/of ridgewood|e/of dinsmore p|w/of fulton st|n/of atlantic a|s/of jamaica ave|s/of dinsmore pl|n/of pitkin ave|n/of dinsmore|e/of dinsmore pl|n/of belmont ave	T	662
CHESTNUT STREET		S|P	316
Christopher Ave	n/of glenmore|s/of belmont av|s/of belmont ave|n/of sackman st|n/of glenmore a|w/of glenmore a|n/of e new york|s/of e new york|e/of livonia av|e/of glenmore a|s/of livonia av|s/of pitkin av|s/of liberty ave|n/of belmont a|w/of van sinde|n/of sutter ave|n/of sutter av|n/of lott ave|s/of belmont a|n/of belmont av|n/of glenmore av|e/of pitkin ave|n/of pitkin ave|s/of glenmore a|s/of livonia ave|w/of new lots a|s/of pitkin ave|w/of pitkin ave|w/of van sinder	T|S	441
CHRISTOPHER AVE		P	15
CHRISTOPHER AVENUE		S	93
Church Ave	n/of 36th st|n/of e 16th st|e/of buckingham|e/of e 16th st|e/of bedford av|e/of 36th st|e/of flatbush|w/of coney isla|e/of 21st st|w/of utica ave|e/of e 19th st|e/of troy ave|w/of e 51st st|e/of e 4th st|w/of linden blv|e/of mcdonald a|e/of e 52nd st|e/of e 45th st|s/of flatbush a|w/of e 45th st|w/of e 35th st|e/of e 36th st|e/of westminst|w/of e 42nd st|w/of schenectady|w/of e 2nd st|w/of e 34th st|e/of story st|e/of coney isla|w/of e 49th st|w/of remsen ave|n/of old new ut|e/of utica ave|w/of marlborough|e/of ralph ave|s/of westminste|a|w/of rogers ave|e/of e 21st st|e/of flatbush a|e/of e 17th st|w/of ocean pky|w/of e 16th st|w/of e 4th st|s/of 36th st|e/of e 46th st|e/of albany ave|e/of marginal s|e/of e 2nd st|n/of argyle rd|e/of e 94th st|e/of e 34th st|w/of e 19th st|e/of marlborough|w/of nostrand av|w/of albany ave|w/of e 98th st|n/of e 46th st|n/of 52nd st|e/of e 3rd st|e/of mcdonald av|e/of e 38th st|s/of e 21st st|w/of nostrand a|s/of e 34th st|n/of e 40th st|e/of woods pl|w/of rockaway pk|w/of e 96th st|e/of e 95th st|n/of ocean pky|e/of e 53rd st|w/of e 53rd st|w/of e 48th st|w/of new york a|n/of martense st|e/of rockaway|w/of 36th st|w/of e 21st st|e/of argyle rd|w/of flatbush a|e/of marlborou|w/of dahill rd|e/of marlboroug|w/of buckingham|w/of bedford av|w/of e 91st st|e/of ocean ave|w/of marlboroug|e/of rugby rd|n/of marlboroug|w/of story st|e/of e 51st st|e/of dahill rd|e/of st paul pl|on 96th street|w/of flatbush|w/of e 31st st|e/of rockaway p|e/of e 18th st|w/of veronica p|n/of utica ave|w/of rugby rd|w/of st paul pl|w/of e 52nd st|w/of buckingha|e/of e 31st st|s/of e 16th st|e/of e 40th st|n/of e 34th st|e/of rogers ave|w/of e 92nd st|w/of ocean ave|n/of e 21st st|s/of e 92nd st|s/of argyle rd|w/of e 43rd st|w/of schenectad|w/of troy ave|s/of e 53rd st|e/of chester av|n/of rogers ave|n/of 35th st|s/of rogers ave	T	10763
CHURCH AVE	e 52 st	P	207
CHURCH AVENUE	ocean ave	S|P	1017
