street	intersections	agencies	number_violations
Leonard St	e/of broadway|e/of church st|w/of lafayette|e/of w broadwa|w/of broadway|e/of benson pl|e/of w broadway|w/of church st|e/of hudson st|w/of varick st|w/of lafayette s|n/of worth st	T	641
LEONARD ST		P	6
LEONARD STREET		S	20
Leroy St	e/of hudson st|w/of hudson st|st lukes pl|e/of greenwich s|s/of bleecker s|w/of bleecker s|w/of bedford st|e/of greenwich|e/of washington|s/of bleecker st|w/of greenwich|e/of west st|w/of greene st|st lukes|n/of greenwich|s/of greenwich|saint lukes place|s/of hudson st|e/of bedford st|w/of 7th ave s|n/of bleecker st|w/of washington|w/of greenwich s|n/of bedford st|w/of bleecker st|w/of washingto	T	2315
LEROY STREET		S	101
Lewis St	s/of broome st|s/of delancey|n/of w 128th st|w/of delancey s|s/of delancey st|n/of grand st|n/of delancey s|w/of grand st|n/of delancey st|s/of delancey s|n/of broome st|s/of grand st|e/of baruch dr|n/of delancey	T	357
LEXINGTON		P	17
LEXINGTON AV		P	4
Lexington Ave	n/of e 41st st|s/of e 47th st|n/of e 126th st|n/of e 47th st|s/of e 49th st|n/of e 84th st|s/of e 76th st|s/of e 24th st|n/of e 52nd st|s/of e 78th st|n/of e 74th st|s/of e 27th st|n/of e 116th st|n/of e 63rd st|w/of e 84th st|e/of e 114th st|n/of e 33rd st|s/of w 52nd st|s/of e 39th st|s/of e 111th st|n/of e 111th st|s/of e 28th st|n/of e 81st st|n/of e 24th st|s/of e 53rd st|n/of e 30th st|s/of e 83rd st|s/of e 91st st|n/of e 22nd st|s/of e 25th st|s/of e 88th st|e 60th st|n/of e 29th st|s/of e 90th st|s/of e 46th st|n/of e 92nd st|s/of e 120th st|s/of e 69th st|s/of e 26th st|s/of w 127th st|e/of e 77th st|s/of e 34th st|s/of e 33rd st|n/of e 130th st|n/of e 79th st|n/of e 45th st|e/of e 84th st|s/of w 75th st|n/of e 25th st|s/of e 130th s|w/of e 71st st|s/of e 59th st|n/of e 43rd st|n/of e 72nd st|n/of e 62nd st|n/of e 125th st|n/of e 61st st|s/of e 43rd st|s/of e 117th st|s/of e 98th st|s/of e 82nd st|w/of e 85th st|s/of e 93rd st|w/of e 47th st|n/of e 90th st|n/of 86th trans|s/of e 115th s|w/of e 52nd st|s/of e 35th st|n/of e 27th st|n/of e 44th st|e/of e 86th st|s/of e 112th st|e 78 st|w/of e 87th st|s/of e 73rd st|n/of e 91st st|s/of e 118th st|n/of e 121st st|s/of e 124th st|n/of e 115th st|w/of e 59th st|n/of e 114th st|s/of e 128th s|s/of e 71st st|n/of e 120th st|e/of e 50th st|between lexingto ave|e 77 st|e 75 st|s/of w 60th st|95|n/of astor pl|n/of e 126th s|n/of w 88th st|e/of park ave|n/of w 127th st|e/of e 44th st|e 83 st|e 83 s|w/of e 51st st|n/of e 71st st|s/of e 100th st|s/of e 84th st|n/of e 53rd st|n/of e 85th st|s/of e 48th st|s/of e 51st st|s/of e 32nd st|n/of e 118th st|s/of e 110th st|n/of e 59th st|n/of e 42nd st|n/of e 49th st|n/of e 39th st|n/of e 46th st|s/of e 123rd st|s/of e 75th st|s/of e 127th st|w/of e 48th st|s/of e 96th st|s/of e 30th st|s/of e 23rd st|s/of e 54th st|n/of 86th tran|s/of e 60th st|n/of e 112th st|s/of e 89th st|s/of e 77th st|s/of e 22nd st|n/of e 34th st|w/of e 24th st|e/of e 52nd st|s/of e 97th st|n/of e 87th st|n/of e 98th st|s/of e 115th st|n/of e 73rd st|n/of e 36th st|n/of e 75th st|n/of e 127th st|n/of e 110th st|n/of gramercy p|n/of 3rd ave|s/of e 99th st|w/of w 46th st|s/of e 57th st|s/of e 129th s|e/of w 47th st|e/of e 27th st|s/of e 70th st|n/of e 70th st|n/of e 57th st|n/of e 32nd st|s/of e 92nd st|n/of e 55th st|s/of 4th ave|n/of w 23rd st|s/of e 95th st|s/of e 126th st|s/of e 119th st|n/of e 131st st|n/of e 64th st|s/of w 110th st|n/of e 109th st|n/of e 123rd st|s/of e 94th st|s/of e 40th st|e/of e 60th st|s/of w 45th st|w/of e 77th st|e/of e 76th st|n/of e 97th st|s/of e 104th st|w/of e 68th st|n/of w 185th st|s/of e 113th st|e/of e 85th st|w/of park ave s|n/of e 37th st|n/of e 93rd st|n/of e 38th st|e 9o st|e 90 st|e 82 st|n/of w 83rd st|n/of e 83rd st|n/of e 86th st|n/of e 78th st|n/of e 96th st|s/of e 79th st|n/of e 54th st|s/of e 128th st|n/of e 76th st|n/of e 48th st|s/of e 50th st|s/of e 72nd st|n/of e 56th st|n/of e 60th st|n/of e 100th st|s/of e 130th st|s/of e 41st st|s/of w 130th st|n/of e 23rd st|n/of e 128th st|s/of e 58th st|n/of e 51st st|n/of e 68th st|n/of e 26th st|n/of e 50th st|s/of e 56th st|n/of e 31st st|s/of e 87th st|s/of e 68th st|n/of e 94th st|s/of e 61st st|n/of e 88th st|n/of e 117th st|n/of e 129th st|s/of e 86th st|s/of e 45th st|s/of e 42nd st|s/of e 85th st|s/of e 65th st|s/of e 129th st|n/of e 28th st|n/of e 69th st|s/of e 81st st|n/of e 65th st|n/of e 95th st|s/of e 52nd st|n/of e 82nd st|n/of e 122nd st|w/of e 60th st|w/of e 23rd st|w/of e 50th st|n/of w 36th st|e/of e 51st st|w/of e 61st st|n/of e 104th st|s/of e 63rd st|w/of w 41st st|n/of e 80th st|n/of e 89th st|e/of e 72nd st|s/of e 116th st|n/of e 21st st|n/of e 115th s|s/of e 55th st|n/of e 40th st|e/of e 49th st|s/of e 131st st|s/of e 44th st|n/of e 124th s|s/of gramercy p|s/of e 74th st|e/of madison av|s/of e 31st st|s/of e 80th st|s/of e 38th st|s/of w 188th st|n/of e 77th st|s/of e 62nd st|s/of w 24th st|s/of gramercy pa|n/of gramercy pa|e 76 st|e/of e 23rd st|e/of e 71st st|s/of e 114th st|s/of e 106th st|n/of w 24th st|s/of e 37th st|n/of e 35th st|s/of e 121st st|w 85 st|n/of w 117th st	T	42360
LEXINGTON AVE	e 115th|e 87 st|east 52 st	P|T|S	409
LEXINGTON AVENUE		S|P	496
LIBERTY AVE		P	4
Liberty Pl	s/of west st|n/of liberty st|e/of broadway|s/of maiden ln|w/of broadway	T	16
Liberty St	e/of church st|e/of broadway|e/of south end|e/of trinity pl|e/of south end a|s/of william s|n/of south end|e/of trimble pl|w/of south end|w/of west st|w/of broadway|w/of william st|w/of nassau st|e/of william st|e/of nassau st|e/of trinity p|s/of west st	T	1064
Lillian Wald Dr	n/of e houston|e/of avenue d|s/of baruch dr	T	197
LINDEN BLVD	219 st	P	5
Lispenard St	s/of e 90th st|e/of 6th ave|w/of broadway|e/of church st	T	577
LISPENARD ST		P	5
Little West 12th St	e/of 10th ave|e/of west st|w/of washingto|s/of washington|s/of 2nd pl|w/of hudson st|w/of gansevoort|s/of 9th ave|e/of 9th ave|e/of washingto|w/of 9th ave|w/of washington|e/of washington|w/of 10th ave	T	2025
Little West St.	n/of battery pl|n/of 2nd pl|n/of 1st pl|s/of 1st pl|s/of battery pl|e/of washington|s/of 2nd pl|e/of 10th ave|s/of 3rd pl|s/of horatio st|n/of e houston|w/of washington|w/of battery pl|w/of 9th ave	T	425
LUDLOW	stanton	P	37
Ludlow St	s/of stanton st|s/of hester st|s/of e houston|s/of broome st|n/of rivington|n/of hester st|s/of delancey s|s/of e houston s|n/of e houston s|n/of stanton st|n/of delancey st|w/of grand st|n/of rivington s|w/of essex st|s/of rivington s|s/of grand st|n/of delancey s|w/of e houston|s/of canal st|s/of delancey st|n/of e houston|e/of grand st|e/of stanton st|n/of broome st|n/of canal st|s/of rivington|e/of e houston|n/of grand st|e/of canal st|e/of rivington s	T	8537
LUDLOW ST	essex st|stanton st	P	123
LUDLOW STREET		S|P	221
Mac Dougal St	n/of w houston|n/of bleecker st|s/of w 4th st|n/of w 3rd st|s/of washington|n/of w houston s|n/of spring st|n/of prince st|e/of prince st|e/of bleecker s|n/of w 4th st|s/of bleecker st|s/of w 8th st|n/of bleecker s|n/of e houston|n/of washington|s/of mac dougal|s/of prince st|s/of w houston s|w/of minetta ln|w/of mac dougal|s/of w 3rd st|n/of 6th ave|s/of w houston|n/of king st|e/of sullivan st|s/of waverly pl|n/of waverly pl|s/of bleecker s|e/of mac dougal|w/of bleecker s|e/of bleecker st	T	2921
MAC DOUGAL ST		P	11
MAC DOUGAL STREET		S	8
MACDOUGAL		P	39
MACDOUGAL ST		P	239
MACDOUGAL STREET		P	51
Macombs Pl	s/of w 153rd st|n/of w 154th st|s/of w 152nd st|n/of w 151st st|n/of w 150th st|e/of w 150th st|s/of w 153rd s|w/of w 153rd st|s/of w 151st st|e/of w 152nd st|n/of w 153rd st|s/of w 154th st|n/of w 151st s|n/of w 152nd st|n/of w 152nd s	T	610
MACOMBS PL		P	24
MACOMBS PLACE		S|P	45
MADISON	hillside ave	P	14
Madison Ave	n/of e 135th st|s/of e 44th st|s/of e 43rd st|n/of e 120th st|s/of e 77th st|s/of e 85th st|s/of e 47th st|n/of e 66th st|n/of e 47th st|n/of e 88th st|n/of e 138th st|n/of e 52nd st|n/of e 39th st|s/of e 45th st|s/of e 93rd st|s/of e 62nd st|n/of e 28th st|s/of w 134th st|s/of e 67th st|s/of e 53rd st|s/of e 86th st|s/of e 87th st|s/of e 57th st|s/of e 59th st|n/of e 24th st|n/of e 62nd st|n/of e 25th st|s/of e 69th st|n/of e 91st st|n/of e 51st st|n/of e 59th st|n/of e 93rd st|n/of e 56th st|s/of e 101st st|s/of e 91st st|s/of e 96th st|s/of e 107th st|s/of e 95th st|n/of e 67th st|n/of e 49th st|n/of e 61st st|n/of e 29th st|s/of e 49th st|n/of e 63rd st|n/of e 77th st|n/of e 105th st|e/of e 54th st|s/of e 122nd st|n/of e 81st st|s/of e 50th st|s/of e 125th st|w/of e 79th st|n/of e 41st st|n/of e 34th st|s/of e 74th st|s/of e 102nd st|s/of e 76th st|n/of e 32nd st|n/of e 83rd st|n/of e 73rd st|s/of e 36th st|n/of e 40th st|n/of e 26th st|s/of w 45th st|n/of e 30th st|n/of e 115th st|n/of e 58th st|s/of e 112th st|n/of w 23rd st|s/of e 119th st|e/of e 50th st|w/of e 85th st|w/of e 63rd st|n/of e 131st st|e/of pike st|n/of e 128th st|w/of e 80th st|s/of e 64th st|n/of w 106th st|s/of e 21st st|e/of e 68th st|s/of e 28th st|n/of e 57th st|n/of e 130th st|s/of e 51st st|n/of w 180th st|e/of w 54th st|n/of w 37th st|s/of w 31st st|n/of w 57th st|e/of e 75th st|w/of e 37th st|n/of e 90th st|s/of w 26th st|between bus stop and|w/of e 64th st|w/of w 75th st|n/of w 94th st|e/of e 29th st|s/of e 66th st|n/of e 123rd st|n/of w 49th st|s/of w 180th st|s/of w 53rd st|e 51st st|w/of e 84th st|s/of w 109th st|n/of e 22nd st|s/of e 122nd s|s/of e 98th st|w/of e 69th st|w/of e 40th st|n/of 5th ave|s/of w 90th st|s/of e 125th s|s/of w 36th st|s/of w 69th st|w/of e 66th st|s/of e 114th st|n/of w 34th st|n/of e 111th s|e/of clinton st|n/of w 72nd st|n/of e 53rd st|n/of e 112th st|s/of e 80th st|n/of e 119th st|s/of e 31st st|s/of e 46th st|n/of e 89th st|s/of e 121st st|n/of e 70th st|n/of e 127th st|s/of e 29th st|n/of e 111th st|n/of e 138th s|n/of e 85th st|n/of e 64th st|s/of e 60th st|n/of w 132nd s|s/of e 70th st|s/of e 56th st|s/of e 58th st|n/of e 94th st|n/of e 74th st|s/of e 88th st|n/of e 95th st|e/of 5th ave|n/of e 102nd st|s/of e 73rd st|n/of e 101st st|n/of e 55th st|s/of e 65th st|n/of e 50th st|s/of e 130th st|n/of e 99th st|s/of w 142nd st|w/of e 70th st|s/of e 39th st|s/of e 52nd st|s/of e 63rd st|n/of e 42nd st|n/of e 44th st|s/of e 34th st|n/of e 122nd st|n/of e 76th st|s/of e 33rd st|s/of e 71st st|n/of e 68th st|s/of e 138th st|e/of e 43rd st|n/of e 98th st|n/of e 112th s|s/of e 84th st|n/of e 43rd st|n/of e 37th st|n/of e 71st st|n/of w 28th st|s/of e 68th st|e 42nd st|w/of e 72nd st|n/of e 120th s|n/of e 92nd st|n/of e 107th st|w/of broadway|w/of e 55th st|s/of e 120th st|s/of e 115th st|s/of e 138th s|e/of e 30th st|w/of e 97th st|n/of e 135th s|s/of e 82nd st|w/of e 86th st|n/of e 106th s|n/of e 109th st|n/of e 96th st|s/of e 26th st|s/of e 124th st|n/of e 27th st|s/of e 35th st|e 47th st|s/of e 121st s|e/of e 25th st|w/of e 56th st|w/of e 68th st|w/of e 87th st|n/of w 112th st|w/of e 77th st|s/of w 128th st|e 34th st|n/of e 129th st|n/of e 114th st|n/of w 36th st|n/of w 45th st|n/of e 65th st|s/of e 97th st|w/of e 62nd st|e/of e 45th st|s/of w 119th st|w/of e 61st st|w/of e 58th st|w/of w 55th st|n/of e 127th s|e/of e 89th st|s/of e 109th s|e/of e 91st st|s/of w 107th st|w/of e 42nd st|s/of e 42nd st|n/of e 36th st|s/of e 75th st|n/of e 72nd st|s/of e 72nd st|n/of e 38th st|s/of e 27th st|n/of e 125th st|s/of e 48th st|n/of e 80th st|n/of e 121st st|n/of e 132nd s|s/of e 78th st|n/of e 86th st|s/of e 135th st|s/of e 40th st|n/of e 23rd st|s/of e 25th st|s/of e 104th st|n/of e 116th st|s/of e 30th st|n/of e 87th st|n/of e 103rd st|n/of e 78th st|n/of e 82nd st|s/of e 83rd st|n/of e 69th st|n/of e 100th st|s/of e 79th st|n/of e 84th st|n/of e 60th st|s/of e 54th st|n/of e 48th st|s/of e 61st st|s/of e 81st st|n/of e 132nd st|n/of w 48th st|s/of e 41st st|n/of e 79th st|n/of e 45th st|n/of w 88th st|s/of e 94th st|n/of e 113th st|s/of e 89th st|n/of e 54th st|n/of e 75th st|s/of e 55th st|s/of e 116th st|s/of e 92nd st|n/of e 126th st|s/of e 106th st|n/of w 50th st|n/of e 46th st|s/of e 24th st|n/of e 33rd st|n/of w 42nd st|s/of e 131st st|w/of e 78th st|s/of e 38th st|s/of e 108th st|w/of e 73rd st|s/of e 32nd st|n/of w 132nd st|s/of e 103rd st|n/of e 104th st|s/of e 90th st|n/of e 108th st|s/of w 42nd st|n/of w 127th st|s/of e 111th st|s/of w 138th s|s/of e 118th st|s/of e 23rd st|s/of e 115th s|s/of e 109th st|s/of e 132nd st|s/of e 128th st|s/of e 117th st|w/of e 75th st|e/of e 95th st|w/of e 67th st|n/of e 31st st|n/of e 117th st|s/of w 67th st|n/of e 118th st|n/of e 97th st|w/of park ave|w/of e 57th st|s/of e 99th st|s/of w 54th st|s/of w 58th st|s/of e 126th st|w/of e 65th st|w 53rd st|s/of e 104th s|w/of e 71st st|w/of e 90th st|s/of w 133rd st|n/of e 35th st|s/of e 113th st|n/of e 106th st|s/of w 24th st|w/of e 76th st|w/of e 74th st|w/of 2nd ave|n/of e 110th st|s/of clinton st|w/of e 60th st|n/of e 102nd s|s/of e 110th st|w/of e 83rd st|s/of w 56th st|s/of e 100th st|s/of e 139th s|n/of w 56th st	T	48281
MADISON AVE	e 76 st	T|P	292
MADISON AVENUE		S|P	277
Madison Avenue Brg	n/of e 94th st|s/of e 80th st|n/of e 80th st	T	17
Madison St	n/of oliver st|n/of jefferson|w/of jackson st|w/of jefferson s|e/of oliver st|e/of mechanics a|e/of gouverneu|s/of clinton s|e/of montgomery|e/of catherine|e/of rutgers st|e/of grand st|n/of st james p|w/of grand st|e/of clinton st|e/of clinton s|n/of jackson st|s/of jackson st|s/of gouverneur|s/of catherine|e/of jackson st|n/of clinton st|n/of e 51st st|e/of jefferson|w/of clinton st|w/of jefferson|s/of jefferson s|e/of monroe st|w/of pike st|n/of clinton s|w/of market st|s/of oliver st|w/of clinton s|w/of montgomery|w/of montgomer|s/of grand st|w/of oliver st|w/of james st|e/of jackson s|w/of gouverneur|e/of pike st|s/of henry st|n/of e 31st st|e/of market st|w/of catherine|n/of gouverneu|s/of montgomery|e/of pine st|s/of jackson s|n/of gouverneur|e/of allen st|s/of montgomer|n/of e 24th st|w/of rutgers st	T	1787
MADISON ST	mechanics alley	P	9
MADISON STREET		S|P	52
Maiden Ln	e/of broadway|w/of water st|e/of gold st|n/of water st|s/of front st|s/of gold st|w/of broadway|s/of south st|w/of william st|e/of pearl st|w/of south st|w/of pearl st|e/of south st|n/of front st|s/of e 40th st|e/of water st|w/of front st|n/of south st|w/of nassau st|e/of front st|s/of pearl st|n/of gold st|s/of water st|w/of gold st|n/of pearl st	T	3011
MAIN ST	maple ave	P	4
Malcolm X Blvd	n/of w 117th st|s/of w 141st st|n/of w 141st st|n/of central pa|n/of w 116th st	T	56
Mangin St	n/of stanton st|s/of e houston|n/of delancey st|n/of delancey s|s/of delancey s|w/of stanton st|s/of e houston s|n/of stanton s|n/of baruch pl|s/of stanton st	T	109
Manhattan Ave	n/of w 104th st|n/of w 119th st|s/of w 120th st|n/of w 103rd st|s/of w 119th st|n/of w 122nd st|s/of w 111th st|s/of w 107th st|s/of w 110th st|s/of w 116th st|s/of w 102nd st|s/of w 104th st|n/of w 111th st|s/of w 117th st|n/of w 112th st|s/of w 118th st|s/of w 103rd st|n/of w 102nd st|n/of w 106th st|s/of w 124th st|s/of w 116th s|s/of w 123rd st|s/of w 102nd s|s/of w 101st s|s/of w 109th st|n/of w 101st st|n/of w 107th st|s/of w 113th st|s/of w 108th st|n/of w 100th st|n/of e 103rd st|e/of isham st|s/of w 115th st|n/of w 115th st|n/of w 109th st|s/of w 114th st|n/of w 110th st|n/of w 123rd st|s/of w 101st st|s/of w 124th s|n/of w 117th st|n/of w 118th st|n/of w 108th st|n/of w 121st st|s/of w 112th st|s/of w 105th st|n/of w 120th st	T	2109
MANHATTAN AVE		P	43
MANHATTAN AVENUE		P|S	68
MARBLE HILL AVENUE		S	111
Margaret Corbin Dr	e/of cabrini bl|w/of ft tryon pl|s/of w 158th st	T	8
Market Slip	e/of cherry st|s/of water st|e/of water st|n/of south st|w/of south st|w/of water st|w/of monroe st|n/of water st|s/of cherry st|s/of madison st	T	115
Market St	n/of henry st|s/of monroe st|n/of monroe st|n/of e broadway|s/of e broadway|e/of henry st|w/of monroe st|n/of cherry st|n/of south st|e/of cherry st|s/of madison st|s/of e broadwa|s/of henry st|e/of e broadway|w/of cherry st|w/of water st|e/of monroe st|s/of division s|e/of division s|w/of e broadway|w/of henry st	T	595
MARKET STREET		S	20
Marketfield St	s/of beaver st|e/of beaver st|w/of broad st|n/of beaver st	T	66
MCDOUGAL ST		P	5
MCDOUGAL STREET		P	4
McKenna Sq	e/of st nichola|n/of w 165th st|e/of st nicholas	T	9
Mechanics Alley	n/of madison st|s/of henry st	T	6
MECHANICS ALLEY	monroe|monroe st|monroe street|madison st	P	8
Mercer St	s/of e 8th st|n/of w 3rd st|s/of w houston|s/of w 4th st|n/of e 4th st|n/of washington|s/of spring st|w/of e 8th st|n/of bleecker|s/of washington|n/of e houston|w/of w 3rd st|s/of grand st|s/of bleecker s|s/of e houston|n/of howard st|s/of waverly pl|n/of e 9th st|e/of w 3rd st|w/of broadway|w/of grand st|n/of waverly p|w/of bleecker s|s/of w 3rd st|n/of bleecker s|e/of w 4th st|n/of w houston s|n/of prince st|n/of waverly pl|s/of w washingt|s/of e 3rd st|n/of spring st|e/of w houston|n/of bleecker st|n/of w washingt|n/of w 41st st|s/of bleecker|s/of w 8th st|w/of washington|s/of canal st|e/of w houston s|n/of w houston|n/of w 4th st|s/of broome st|n/of broome st|n/of e 8th st|n/of canal st|s/of prince st|n/of grand st|s/of bleecker st|w/of w 4th st|s/of w houston s|e/of e 8th st|e/of greene st|w/of canal st|n/of w broadway|w/of w houston|s/of e 4th st	T	6504
MERCER ST		P	26
MERCER STREET		S|P	13
MERRICK BLVD	linden blvd|sayres ave|118 rd|foch blvd	P	9
METROPOLITAN		P	7
METROPOLITAN AVE		P|T	18
Minetta Ln	n/of mac dougal|e/of mac dougal|e/of minetta st|e/of 6th ave|w/of mac dougal|s/of mac dougal	T	88
Minetta St	w/of mac dougal|e/of mac dougal	T	33
Mitchell Pl	e/of beekman p|w/of beekman pl|e/of 1st ave|w/of beekman p	T	127
Monroe St	e/of catherine s|e/of west st|w/of catherine|n/of catherine|w/of pike st|w/of rutgers st|w/of pike slip|n/of market st|n/of cherry st|e/of catherine|e/of market st|n/of pike st|s/of pike st|w/of market st|e/of pike st	T	661
MONROE STREET		S|P	36
Montgomery St	n/of cherry st|n/of madison st|s/of madison st|e/of water st|w/of monroe st|e/of grand st|w/of henry st|w/of cherry st|n/of e broadway|w/of madison s|s/of jackson s|s/of monroe st|n/of henry st|n/of monroe st|e/of south st|s/of e broadway|w/of madison st|w/of e broadway|s/of henry st|n/of water st|s/of water st|n/of south st|w/of south st|w/of water st|e/of cherry st|s/of cherry st|n/of f d r dr|s/of madison s|e/of monroe st|e/of henry st	T	423
MONTGOMERY ST	e broadway	P	5
MONTGOMERY STREET		S|P	13
Moore St	w/of pike st|n/of water st|w/of pearl st|w/of water st|s/of pearl st|e/of pearl st	T	33
MORNINGSIDE AVE	w 116 st|w 114	P	16
Morningside Ave	s/of w 127th st|n/of w 115th st|s/of hancock pl|n/of w 113th st|n/of w 119th st|n/of w 116th st|s/of w 123rd st|s/of w 117th st|n/of w 121st st|s/of w 114th s|n/of w 119th s|s/of w 113th st|s/of w 113th s|n/of w 120th st|n/of w 117th st|n/of w 133rd st|s/of e 120th st|e/of w 117th st|n/of w 118th st|e/of w 125th s|s/of w 125th st|n/of w 124th st|n/of w 114th s|n/of w 114th st|s/of w 116th st|s/of w 126th st|s/of w 115th st|w/of manhattan|n/of w 127th st|n/of w 116th s|n/of e 123rd st|w/of w 119th st|s/of w 115th s|n/of cathedral|center lane|s/of w 128th st|s/of w 120th st|n/of w 125th st|n/of w 123rd st|s/of w 114th st|s/of w 119th st|s/of w 121st st|s/of w 118th st|s/of st nicholas|s/of w 111th st|s/of w 122nd st|n/of w 122nd st|n/of w 126th st|n/of w 110th st|n/of w 110th s|n/of w 117th s|s/of w 124th st|n/of w 133rd s	T	1367
MORNINGSIDE AVENUE		S	81
Morningside Dr	n/of w 110th s|n/of w 113th st|s/of cathedral|n/of w 110th st|s/of w 110th s|s/of w 116th st|s/of w 110th st|e/of amsterdam|s/of w 120th st|n/of w 118th st|n/of w 121st st|n/of cathedral|s/of w 125th st|e/of w 114th s|n/of w 119th s|n/of 10th ave|s/of hancock pl|w/of w 120th s|n/of e 114th st|e/of w 114th st|e/of w 110th s|s/of e 114th st|w/of w 110th s|s/of w 113th s|s/of w 115th st|s/of w 118th st|n/of w 114th s|n/of w 113th s|s/of w 119th st|s/of w 117th st|n/of w 122nd st|w/of w 124th st|e/of w 113th st|w/of w 118th st|w/of w 114th st|n/of w 121st s|w/of w 113th st|n/of e 110th st|w/of cathedral|w/of w 121st st|w/of w 119th st|s/of w 114th st|n/of w 114th st|s/of w 118th s|n/of w 115th st|s/of w 113th st|n/of w 119th st|n/of w 116th st|w/of w 116th st|n/of w 116th s|w/of amsterdam|s/of w 121st st|n/of w 117th st|n/of w 115th s|s/of w 114th s|n/of w 120th st|w/of w 110th st|w/of cathedral p|e/of amsterdam a|w/of w 125th st|n/of w 126th st|s/of w 126th st|w/of w 113th s	T	1785
MORNINGSIDE DR		P	4
MORNINGSIDE DRIVE		S|P	233
MORRIS AVE		P	4
Morris St	w/of greenwich|w/of washington|w/of washingto|e/of greenwich s|e/of west st|n/of west st|e/of greenwich|s/of washington|e/of south st|w/of hudson st|w/of broadway|e/of trinity pl|e/of broadway	T	362
Morton St	e/of hudson st|w/of greenwich|w/of 7th ave s|e/of bedford st|e/of greenwich|s/of bleecker st|e/of west st|e/of bleecker s|s/of hudson st|s/of bleecker s|w/of broadway|w/of hudson st|s/of 7th ave s|w/of washington|e/of washington|e/of 7th ave s|e/of greenwich s|w/of greenwich s|n/of hudson st	T	2280
MORTON STREET		S	97
Mott St	s/of prince st|s/of hester st|s/of bleecker st|s/of broome st|n/of kenmare st|n/of mosco st|n/of delancey s|n/of spring st|e/of greenwich|n/of bleecker s|n/of pell st|w/of bleecker s|n/of bayard st|n/of bleecker st|s/of grand st|n/of grand st|s/of mosco st|s/of spring st|n/of chatham sq|n/of prince st|n/of worth st|n/of canal st|e/of broadway|s/of bleecker s|n/of e houston|s/of e houston|n/of broome st|s/of pell st|s/of canal st|n/of hester st|n/of e houston s|s/of kenmare st	T	6665
MOTT ST		P|T	30
MOTT STREET		S|P	40
Mount Carmel Pl	n/of e 27th st|s/of e 27th st|s/of e 28th st|n/of e 26th st|n/of e 28th st|n/of e 25th st|s/of e 26th st|w/of w 28th st	T	274
Mount Morris Park	s/of w 122nd st|s/of e 122nd st|s/of e 28th st|n/of w 123rd st|n/of e 28th st	T	149
MT MORRIS PARK WEST		S	38
MULBERRY		P	4
Mulberry St	n/of spring st|s/of jersey st|s/of e houston s|s/of e houston|n/of jersey st|n/of hester st|w/of spring st|e/of kenmare st|n/of bleecker s|n/of w houston|s/of bleecker s|s/of prince st|n/of grand st|n/of e houston|n/of broome st|s/of hester st|n/of prince st|s/of kenmare st|e/of prince st|s/of canal st|w/of hester st|n/of canal st|s/of grand st|s/of bleecker st|s/of spring st|s/of bleecker|s/of broome st|n/of kenmare s|n/of kenmare st|w/of prince st|s/of bayard st	T	3560
MULBERRY ST		P	41
MULBERRY STREET		S|P	53
Murray St	w/of w broadway|w/of north end a|e/of w broadway|w/of north end|e/of river ter|w/of greenwich s|n/of north end|s/of north end|n/of north end a|n/of river ter|n/of greenwich|w/of river ter|e/of north end|e/of west st|w/of church st|e/of w 12th st|n/of west st|s/of w broadway|e/of 12th ave|w/of west st|w/of broadway|w/of greenwich|e/of church st|e/of broadway|n/of grand st|e/of north end a|s/of greenwich|s/of river ter	T	2439
MURRAY STREET		S|P	7
N MOORE		P	4
N Moore St	w/of hudson st|e/of west st|e/of greenwich|e/of pearl st|w/of west st|e/of greenwich s|w/of greenwich	T	522
N MOORE ST		P	26
N/E/C/O W 33 ST	12 ave	P	4
N/S E 28TH ST	1st ave|east of 1st ave	P	5
N/S E 59 ST	e/o 5th ave|w/o lexington ave|w/o madison ave|e/o park ave|e/o lexington ave|e/o 5th avenue	P	15
N/S EAST 28TH STREET	1st ave|east 1st ave	P	4
N/S of CHERRY STREET	" 30' w/o pike slip| 25' e/o pike slip| 25' e/o clinton str| 5' e/o catherine st| 5' w/o pike slip| 100' e/o clinton st| 120' e/o market sli| 60' e/o market stre| 50' w/o jefferson s| 800' e/o jackson st| 160' w/o montgomery| 110' w/o clinton st| 50' e/o pike street| 10' w/o rutgers sli| 60' w/o pike street| 60' w/o rutgers sli| 12' e/o market stre| 40' w/o rutgers sli| 50' e/o market slip| 40' w/o rutgers str| 100' e/o market sli| 20' w/o pike street| 20' w/o rutgers sli| 35' w/o pike slip| 80' e/o market slip| 100' w/o pike stree| 50' e/o market stre| 50' w/o montgomery| 120' w/o clinton st| 50' w/o rutgers str| 150' w/o montgomery| 170' w/o montgomery| 50' w/o clinton str| 20' e/o market stre| 1' w/o pike street| 100' w/o rutgers sl| 200' e/o jefferson| 20' w/o pike slip| 40' w/o pike slip| 60' w/o pike slip| 100' e/o market str| 50' w/o rutgers sli| 70' w/o rutgers sli| 600' w/o montgomery| 1000' e/o jackson s| 100' w/o montgomery| 100' w/o clinton st| 80' w/o pike street| 15' w/o pike street| 25' w/o pike street| 300' e/o market str| 50' n/o jefferson s| 15' w/o rutgers sli"	S	62
N/S of CLARKSON STRE	et 25' e/o washingto|et 5' w/o greenwich|et 20' e/o washingto|et 5' e/o washington|et 50' e/o washingto|et 50' w/o greenwich|et 50' w/o washingto|et 25' w/o greenwich|et 20' w/o greenwich	S	15
