street	intersections	agencies	number_violations
BROADWAY	w 32 rd|hillside|n/w/c/o w 93 st|la salle st|w 58 st|morris st|cumming st|w 45 street|w 73rd st|herald sq	P|S|T	5710
Broadway Aly	n/of e 11th st|s/of w 156th st|n/of w 166th st|n/of w 106th st|n/of fulton st|s/of w 81st st|s/of w 72nd st|n/of w 62nd st|n/of w 165th st|n/of dongan pl|n/of w 102nd st|s/of w 88th st|n/of w 94th st	T	67
BROADWAY AVE		P	54
BROADWAY ST		P	14
BROADWAY STREET		P	5
Broadway Ter	e/of broadway|s/of w 193rd st|n/of fairview a|n/of w 193rd st	T	114
BROADWAY TERRACE		S|P	15
BROOME	ridge|pitt st swc/o|ludlow	P	5
BROOME ST	delancey|ridge st|nofolk st	P	54
Broome St	w/of clinton st|w/of chrystie s|w/of broadway|e/of cleveland|w/of norfolk st|w/of lafayette s|s/of suffolk st|e/of clinton st|n/of suffolk st|e/of mercer st|w/of cleveland p|n/of allen st|w/of allen st|e/of 6th ave|s/of essex st|e/of sullivan s|w/of essex st|e/of norfolk st|e/of lafayette s|e/of ludlow st|w/of thompson s|w/of ridge st|w/of cleveland|w/of crosby st|w/of orchard st|e/of clinton s|e/of orchard st|w/of mott st|e/of mott st|w/of varick st|w/of suffolk st|w/of ludlow st|e/of allen st|e/of w broadway|w/of greene st|w/of chrystie st|e/of varick st|w/of wooster st|e/of elizabeth s|w/of 6th ave|n/of essex st|w/of bowery|w/of eldridge st|e/of bowery|s/of lafayette s|w/of north end|e/of chrystie s|e/of centre st|e/of crosby st|e/of wooster st|e/of broadway|e/of essex st|e/of greene st|e/of suffolk st|w/of centre st|e/of lafayette|w/of elizabeth s|w/of w broadway|e/of eldridge st|thompson st|w/of lafayette|e/of elizabeth|w/of mercer st|w/of mulberry st|e/of norfolk s|e/of thompson st|w/of mulberry s|e/of thompson s|n/of broadway|w/of norfolk s|s/of norfolk st|e/of forsyth st|e/of baxter st|w/of thompson st|n/of ludlow st	T	5382
BROOME STREET		S|P	118
BRUCKNER BLVD		P	5
BURKE AVE		P	6
BWAY		P	11
C P W		P	12
C/O E 131 ST	lexington ave|5 ave|lexington	P	5
Cabrini Blvd	s/of w 190th st|n/of w 186th st|n/of w 179th st|center lane|s/of fort washi|s/of fort wash|w/of w 180th st|n/of w 179th s|n/of w 180th st|s/of w 181st s|w/of fort washi|s/of w 187th st|n/of w 181st st|s/of w 186th st|e/of w 186th st|w/of margaret c|n/of w 181st s|s/of margaret|n/of w 190th s|s/of w 181st st|s/of w 180th s|s/of w 190th s|s/of w 177th st|n/of w 178th st|n/of w 185th st|w/of fort washin|e/of w 179th st|n/of fort wash|e/of w 177th st|e/of w 190th st|s/of w 178th st|s/of w 186th s|n/of w 190th st|n/of w 192nd s|s/of w 180th st|n/of w 187th st|w/of fort wash|w/of w 179th st|n/of w 187th s|s/of w 187th s|w/of bennett ave|s/of margaret c	T	1104
CABRINI BLVD	margaret corbin plaz	P	30
CABRINI BOULEVARD	margret corbin	S|P	47
CANAL ST		P	26
Canal St	w/of centre st|e/of baxter st|e/of eldridge st|w/of mulberry st|w/of greene st|e/of west st|w/of mercer st|w/of washington|w/of mott st|e/of forsyth st|w/of essex st|w/of broadway|e/of wooster st|w/of lafayette|e/of broadway|w/of eldridge st|e/of w broadway|e/of mott st|w/of lafayette s|w/of mulberry s|w/of ludlow st|n/of cannon st|w/of eldridge s|e/of lafayette|w/of pike st|e/of washington|e/of orchard st|e/of mercer st|e/of church st|e/of ludlow st|w/of greenwich|w/of church st|w/of w broadway|w/of baxter st|e/of division s	T	3676
CANAL STREET		S|P	30
Carmine St	w/of bedford st|s/of 6th ave|w/of bleecker st|e/of bleecker s|n/of bleecker st|e/of varick st|e/of 6th ave|w/of bleecker s|e/of bleecker st|w/of 6th ave|w/of 7th ave s|e/of 7th ave s|s/of bleecker s|n/of bleecker s|s/of bedford st|w/of varick st|e/of bedford st|n/of 6th ave	T	1801
CARMINE ST		T|P	9
CATHEDRAL PARKWAY		S	12
Cathedral Pky	n/of morningsid|e/of broadway|e/of amsterdam|e/of riverside|w/of amsterdam|n/of amsterdam|w/of riverside|s/of amsterdam|w/of broadway	T	231
Catherine Ln	w/of lafayette|e/of broadway|n/of water st	T	15
Catherine Slip	n/of south st|w/of catherine|s/of cherry st|n/of water st|e/of cherry st|e/of water st|w/of south st|w/of water st|w/of monroe st|s/of water st	T	249
CATHERINE SLIP		S	6
Catherine St	s/of madison st|n/of e broadway|e/of cherry st|e/of bowery|n/of water st|w/of water st|n/of cherry st|s/of claremont|s/of cherry st|n/of monroe st|e/of monroe st|s/of e broadway|w/of catherine s|e/of water st|w/of monroe st|s/of monroe st|s/of water st|n/of madison st|n/of south st	T	434
CATHERINE STREET		S	8
Cedar St	e/of pearl st|n/of pearl st|e/of west st|e/of nassau st|e/of washington|n/of broadway|s/of nassau st|e/of broadway|w/of washington|w/of washingto|n/of trinity pl|w/of pearl st|w/of nassau st|e/of trinity pl|w/of broadway|e/of william st|w/of william st|e/of william s|s/of broadway|s/of pearl st|s/of william st|w/of william s	T	1536
Central Park	s/of w 87th st|n/of w 89th st|s/of e 33rd st|n/of e 65th st	T	12
Central Park East		T	4
Central Park North	e/of 7th ave|n/of w 110th st|w/of malcolm x b|space f|w/of lenox ave|w/of 5th ave|w/of malcolm x|w/of adam clayto|w/of adam clayt|w/of 6th ave|e/of lenox ave|e/of adam clayt|e/of frederick	T	503
CENTRAL PARK NORTH		S	39
Central Park South	s/of e 18th st|w/of 7th ave|w/of grand arm|e/of west dr|e/of 7th ave|n/of e 22nd st|e/of columbus c|e/of 6th ave|w/of 5th ave|w/of grand army	T	694
Central Park West	s/of w 95th st|s/of w 85th st|s/of w 70th st|n/of w 64th st|n/of w 97th st|s/of w 82nd st|n/of w 63rd st|n/of w 105th st|s/of w 109th st|s/of w 88th st|s/of w 72nd st|s/of w 83rd st|w/of w 65th st|n/of w 81st st|n/of w 70th st|e/of broadway|n/of w 86th st|n/of w 72nd st|n/of w 104th st|s/of w 68th st|s/of w 108th st|s/of w 100th st|n/of w 69th st|s/of w 97th st|s/of w 214th s|s/of w 86th st|n/of w 110th st|s/of w 65th st|s/of w 107th st|s/of w 102nd st|n/of w 71st st|n/of w 92nd st|n/of w 84th st|s/of w 69th st|s/of w 74th st|n/of w 77th st|s/of w 66th st|s/of w 93rd st|n/of w 108th st|n/of w 67th st|s/of w 81st st|n/of w 107th st|s/of w 67th st|s/of w 76th st|s/of w 73rd st|s/of w 98th st|s/of w 106th st|n/of w 74th st|s/of w 71st st|n/of isham st|n/of w 109th st|n/of w 88th st|s/of w 75th st|s/of w 77th st|n/of w 82nd st|n/of w 94th st|s/of w 89th st|n/of w 80th st|s/of w 110th st|n/of w 75th st|n/of e 76th st|front of bus stop|n/of w 61st st|n/of w 96th st|s/of w 87th st|n/of w 85th st|s/of w 64th st|n/of w 73rd st|n/of w 66th st|n/of w 65th st|s/of w 84th st|s/of w 62nd st|n/of w 103rd st|n/of w 76th st|s/of w 91st st|n/of w 62nd st|s/of w 96th st|s/of w 109th s|n/of w 87th st|s/of w 92nd st|n/of w 79th st|n/of w 68th st|s/of w 104th st|n/of w 90th st|s/of w 103rd st|w/of w 82nd st|s/of w 63rd st|s/of w 94th st|n/of w 91st st|n/of w 93rd st|s/of w 100th s|n/of w 83rd st	T	2597
CENTRAL PARK WEST	76 st	S|P	99
CENTRAL PK W		P	15
CENTRAL PK WEST		P	8
Centre Market Pl	s/of broome st|n/of broome st|s/of grand st|n/of grand st	T	168
Centre St	s/of grand st|s/of walker st|n/of canal st|n/of howard st|s/of howard st|n/of hester st|s/of kenmare st|n/of broome st|e/of canal st|n/of grand st|n/of walker st|s/of hester st|s/of broome st|n/of white st|s/of reade st	T	1432
CENTRE ST	chambers|chamber st	P	12
CENTRE STREET		P|S	13
Chambers St	n/of north end|w/of greenwich|e/of broadway|e/of north end|e/of church st|e/of w broadway|e/of greenwich|s/of west st|w/of elk st|w/of w broadway|w/of broadway|w/of west st|w/of north end|w/of centre st|e/of river ter|w/of greenwich s|w/of church st|e/of elk st|e/of south end	T	814
CHAMBERS ST	north end	P	8
CHAMBERS STREET		P|S	52
Charles Ln	e/of west st|n/of west st	T	14
Charles St	e/of west st|w/of 7th ave s|e/of greenwich|w/of bleecker s|w/of washington|e/of greenwich s|s/of greenwich a|w/of waverly pl|e/of 7th ave s|w/of w 4th st|e/of washington|e/of w 4th st|w/of hudson st|n/of bleecker st|e/of hudson st|n/of greenwich a|s/of 7th ave s	T	1079
CHARLES ST		P	9
CHARLES STREET		S|P	130
Charlton St	e/of 6th ave|w/of washington|e/of hudson st|e/of w 4th st|w/of hudson st|w/of 6th ave|w/of varick st|e/of varick st|s/of varick st|s/of hudson st	T	1635
CHARLTON STREET		S|P	50
Chatham Sq	s/of catherine|n/of mott st|e/of mott st|e/of e broadway	T	86
Chelsea Park athleti	c field	S	4
Cherokee Pl	e/of e 77th st|s/of w 71st st|n/of w 62nd st|n/of e 77th st|s/of e 77th st|e/of e 78th st|n/of f d r dr|s/of e 78th st	T	197
Cherry St	w/of rutgers st|e/of rutgers st|e/of jackson st|w/of clinton st|n/of jackson st|n/of market sl|n/of catherine s|n/of clinton st|s/of clinton st|n/of clinton s|n/of market sli|w/of jackson s|w/of rutgers sli|s/of market slip|e/of jefferson|s/of madison s|e/of clinton s|s/of rutgers sl|e/of f d r dr|n/of market st|n/of jackson s|w/of montgomery|w/of f d r dr|e/of rutgers sl|w/of peck slip|s/of rutgers st|s/of montgomery|s/of rutgers sli|e/of market sl|n/of rutgers st|w/of monroe st|e/of pike slip|e/of madison st|w/of gouverneu|n/of jefferson|w/of manhattan|e/of market slip|w/of market sli|w/of jefferson|w/of jefferson s|n/of rutgers sl|e/of market sli|e/of jackson s|s/of pike slip|w/of pike slip|s/of f d r dr|e/of clinton st|n/of pike slip|e/of market st|e/of rutgers s|s/of pike st|e/of montgomery|e/of pike st|w/of pike st|w/of rutgers sl|n/of pike st|e/of rutgers sli|w/of rutgers s|e/of catherine|n/of f d r dr|w/of clinton s|s/of montgomer|w/of jackson st|s/of jackson st|w/of montgomer	T	1287
CHERRY ST		P	16
CHERRY STREET		S|P	259
Chisum Pl	s/of w 142nd s|n/of w 141st st|n/of w 141st s|w/of w 142nd st|s/of w 142nd st|n/of w 142nd s|s/of w 141st st|e/of 5th ave|e/of w 141st st	T	86
Chittenden Ave	n/of w 186th s|s/of w 187th st|n/of w 141st s|n/of w 187th st|n/of w 186th st	T	188
Christopher St	w/of w 4th st|w/of washington|w/of barrow st|n/of waverly pl|w/of hudson st|e/of bleecker s|e/of greenwich a|e/of west st|s/of grove st|w/of waverly pl|w/of grove st|e/of 7th ave s|w/of greenwich|w/of weehawken s|e/of bleecker st|e/of greenwich s|s/of bleecker st|e/of w 4th st|n/of greenwich|w/of greenwich a|w/of bleecker st|e/of washington|w/of 7th ave|w/of 7th ave s|e/of greenwich|e/of waverly pl|e/of hudson st|w/of greenwich s|w/of bedford st|e/of 7th ave|n/of hudson st|n/of bleecker s|n/of gay st|e/of weehawken|n/of w 23rd st	T	3059
CHRISTOPHER ST		P	6
CHRISTOPHER STREET		S|P	79
Chrystie St	n/of stanton st|s/of stanton st|s/of w houston|s/of e houston|s/of grand st|s/of rivington s|w/of stanton st|n/of rivington s|n/of rivington|n/of broome st|s/of rivington|n/of delancey s|s/of stanton s|s/of broome st|n/of grand st	T	1780
CHRYSTIE ST		P	13
CHRYSTIE STREET		S	58
Church St	n/of chambers s|s/of leonard st|n/of warren st|s/of walker st|n/of franklin s|n/of park pl|n/of murray st|n/of duane st|n/of cortlandt s|s/of dey st|n/of thomas st|s/of white st|s/of fulton st|s/of franklin st|n/of dey st|s/of thomas st|n/of franklin st|n/of reade st|s/of chambers s|e/of thomas st|n/of park pl we|n/of barclay st|n/of liberty s|n/of walker st|n/of worth st|n/of cortlandt|s/of reade st|w/of canal st|s/of lispenard s|n/of white st|n/of chambers st|n/of chambers|e/of canal st|w/of murray st|s/of park pl|s/of barclay st|w/of leonard st|w/of duane st|e/of walker st|n/of leonard st|s/of warren st|s/of cortlandt|s/of murray st|s/of duane st|n/of fulton st|n/of vesey st|s/of worth st|s/of canal st|s/of vesey st|n/of liberty st|s/of lispenard|s/of franklin s|e/of vesey st|e/of dey st|s/of chambers st|s/of barclay s|v|e/of murray st	T	6002
CHURCH ST		P	8
CHURCH STREET		P|S	35
Claremont Ave	s/of w 119th st|n/of w 116th st|n/of w 120th s|s/of leonard st|s/of w 122nd s|s/of la salle|n/of w 120th st|n/of la salle st|n/of w 122nd st|n/of w 119th st|s/of la salle st|s/of w 120th st|s/of la salle s	T	1091
CLAREMONT AVE		P	18
CLAREMONT AVENUE		P|S	63
Clarkson St	w/of varick st|e/of west st|w/of washingto|s/of greenwich|e/of hudson st|e/of greenwich s|e/of washington|w/of 7th ave s|w/of greenwich s|w/of carmine st|e/of washingto|s/of washingto|w/of 7th ave|e/of greenwich|w/of greenwich|w/of hudson st|w/of washington|n/of greenwich|n/of greenwich s|n/of west st	T	1991
Cleveland Pl	s/of spring st|n/of spring st|s/of kenmare st|w/of spring st|s/of broome st|n/of broome st|s/of spruce st|e/of spring st	T	198
Cliff St	e/of john st|s/of fulton st|n/of john st|e/of fulton st	T	102
CLIFF ST		P	17
Clinton St	n/of e broadway|n/of e broadwa|n/of madison st|s/of madison s|s/of broome st|n/of cherry st|e/of e broadway|s/of rivington|s/of delancey s|w/of madison st|s/of rivington s|n/of rivington|w/of henry st|n/of w broadwa|s/of madison av|w/of cherry st|w/of south st|n/of south st|s/of madison st|w/of e broadway|n/of stanton st|e/of suffolk st|n/of henry st|s/of e broadway|w/of e broadwa|s/of e broadwa|e/of grand st|n/of delancey s|e/of henry st|e/of cherry st|s/of e houston s|n/of grand st|s/of henry st|s/of grand st|s/of water st|n/of madison av|s/of stanton st|n/of rivington s	T	1812
CLINTON ST	grand st|henry st	P	28
CLINTON STREET		P|S	25
COLEMAN PLAYGROUND		P	5
COLEMAN PLYGND		P	5
Colonel Robert Magaw	n/of w 183rd st|w/of w 183rd st|s/of w 181st st|s/of w 182nd st|n/of w 181st s|n/of w 181st st|s/of w 183rd st	T	577
Columbia St	s/of rivington|s/of delancey s|s/of e houston|n/of delancey s|n/of w 83rd st|e/of broome st|w/of delancey s|w/of e houston|n/of w 92nd st|s/of broome st|n/of rivington|n/of stanton st|s/of rivington s|n/of e houston|s/of delancey|n/of delancey st|n/of grand st|s/of stanton st|n/of broome st|n/of rivington s|s/of stanton s|s/of grand st	T	563
COLUMBIA ST		P|T	4
COLUMBIA STREET		S	9
COLUMBUS		P	20
Columbus Ave	n/of w 77th st|n/of w 68th st|n/of w 97th st|n/of w 99th st|s/of w 89th st|n/of w 60th st|s/of w 61st st|s/of w 80th st|s/of w 103rd s|s/of w 97th st|s/of w 92nd st|s/of w 71st st|n/of w 92nd st|s/of w 62nd st|s/of e 80th st|n/of w 66th st|s/of w 102nd st|s/of w 69th st|n/of w 107th st|s/of w 94th st|n/of w 103rd st|s/of w 65th st|n/of w 100th st|n/of w 87th st|s/of w 90th st|n/of w 96th st|n/of w 80th st|s/of w 83rd st|n/of w 59th st|n/of w 108th st|s/of w 86th st|n/of w 98th st|s/of w 96th st|w/of w 65th st|n/of w 95th st|n/of w 104th st|s/of w 106th st|n/of w 180th st|s/of w 61st dr|s/of w 99th st|n/of e 76th st|n/of w 192nd s|n/of w 107th s|west 72 st|s/of w 108th st|n/of w 109th st|s/of w 59th st|meter 1033059|n/of amsterdam a|s/of e 69th st|e/of w 97th st|s/of e 92nd st|n/of w 75th st|n/of w 94th st|n/of w 71st st|s/of w 95th st|s/of w 85th st|n/of w 90th st|s/of w 70th st|n/of w 86th st|n/of w 62nd st|n/of w 78th st|s/of w 110th st|s/of w 88th st|s/of w 108th s|n/of w 83rd st|s/of w 93rd st|s/of w 84th st|n/of w 61st st|s/of w 78th st|s/of w 73rd st|n/of w 161st st|n/of w 93rd st|n/of w 102nd st|n/of w 88th st|s/of w 98th st|e/of w 67th st|n/of w 65th st|n/of w 70th st|s/of w 75th st|s/of e 77th st|s/of w 105th st|n/of w 89th st|s/of w 67th st|n/of e 96th st|n/of w 64th st|n/of e 93rd st|n/of w 106th st|n/of w 100th s|s/of w 107th st|e/of w 73rd st|w/of w 91st st|n/of e 77th st|w/of w 70th st|w/of w 78th st|w/of w 77th st|s/of w 100th st|n/of w 76th st|s/of w 91st st|n/of w 69th st|s/of w 76th st|s/of w 72nd st|s/of w 77th st|e/of w 64th st|n/of w 63rd st|s/of w 74th st|s/of w 63rd st|s/of w 68th st|n/of w 91st st|n/of w 67th st|s/of w 103rd st|s/of w 64th st|n/of w 84th st|s/of w 79th st|s/of w 60th st|s/of w 87th st|w/of w 60th st|s/of e 67th st|n/of w 74th st|s/of w 109th st|n/of w 72nd st|s/of w 104th st|w/of w 66th st|n/of w 73rd st|e/of w 63rd st|n/of e 86th st|s/of e 84th st|s/of w 66th st|n/of e 63rd st|s/of e 61st st|s/of w 104th s|s/of w 107th s|n/of e 94th st|n/of w 79th st|s/of e 86th st|s/of e 101st st|s/of e 65th st|n/of w 108th s|w 72  st|w 72 st|w/of w 76th st|s/of e 85th st|n/of w 85th st|w/of central pa	T	19124
COLUMBUS AVE	new york	P	362
COLUMBUS AVENUE	new york	P|S	25
Columbus Cir	e/of 8th ave|n/of w 60th st|e/of broadway	T	238
Commerce St	s/of barrow st|s/of bedford st|w/of bedford st	T	302
COMMERCE STREET		S	4
CONEY ISLAND AVE		P	9
CONVENT AVE		P	31
Convent Ave	s/of w 135th s|s/of w 135th st|n/of w 133rd s|n/of w 130th st|s/of w 147th st|n/of w 133rd st|s/of w 133rd st|n/of w 146th st|s/of w 131st st|s/of w 129th st|n/of w 126th st|n/of w 149th st|w/of w 135th st|s/of w 138th st|n/of w 140th st|n/of w 106th st|s/of w 144th st|n/of w 145th st|n/of w 129th st|n/of w 144th st|s/of w 143rd st|s/of w 141st st|s/of w 133rd s|e/of w 133rd st|n/of w 148th st|n/of w 132nd st|n/of w 131st st|s/of w 131st s|n/of w 138th st|n/of w 135th s|s/of w 128th st|s/of w 130th st|s/of w 127th st|n/of w 141st st|n/of w 130th s|n/of w 127th st|n/of w 128th st|n/of w 131st s|n/of w 135th st|n/of w 147th st|n/of w 136th st|s/of w 140th st|s/of la salle st|s/of w 140th s|s/of w 137th st|s/of w 142nd st	T	1563
CONVENT AVENUE		S|P	217
Cooper Sq	s/of e 7th st|n/of e 5th st|s/of e 9th st|s/of w 207th st|n/of e 6th st|s/of st marks pl|n/of e 7th st|n/of e 8th st|s/of e 8th st|n/of e 4th st|s/of st marks p|s/of astor pl|s/of e 5th st|s/of e 6th st|n/of w 207th st|n/of astor pl	T	1778
COOPER SQ		P|T	8
COOPER SQUARE		P|S	9
Cooper St	s/of isham st|s/of w 207th st|n/of w 204th st|n/of academy st|n/of e 7th st|n/of w 207th st|w/of e 7th st|s/of 207 st|s/of e 5th st|s/of e 6th st|n/of e 4th st|s/of w 204th s|n/of e 6th st|s/of astor pl|e/of isham st|s/of st marks p|n/of 207 st|s/of w 204th st|w/of isham st|e/of w 204th st|s/of e 7th st|s/of w 207th s|n/of academy s	T	462
COOPER ST		P	12
COOPER STREET		S|P	73
Cornelia St	w/of w 4th st|n/of w 4th st|s/of w 4th st	T	503
Cortlandt Aly	n/of franklin s|n/of walker st|s/of walker st|n/of white st|s/of white st	T	56
Cortlandt St	s/of canal st|w/of church st|e/of church st|w/of broadway	T	406
CPW		P	32
Crosby St	n/of spring st|s/of broome st|n/of e houston|s/of bleecker s|s/of bleecker st|w/of broome st|s/of prince st|s/of e houston|n/of w houston|n/of gramercy p|e/of broome st|n/of waverly p|s/of spring st|n/of broome st|s/of jersey st|w/of grand st|s/of grand st|s/of e houston s|n/of jersey st|e/of howard st|n/of howard st|n/of prince st|n/of grand st|s/of howard st|w/of cleveland p|s/of bleecker|e/of spring st|e/of broadway	T	5332
CROSBY ST		P|T	9
CRUGER AVE		P	4
Cumming St	e/of seaman av|w/of broadway|e/of seaman ave|s/of broadway|e/of broadway|n/of w 186th st	T	203
CUMMING ST		P	19
CUMMING STREET		P|S	15
DEAN ST		P	4
DELANCEY	essex|sheriff	P	4
Delancey St	w/of orchard st|e/of sheriff st|e/of bialystoke|w/of sheriff st|w/of f d r dr|w/of columbia s|e/of ridge st|e/of forsyth st|w/of eldridge st|w/of ludlow st|e/of bialystoker|w/of bowery|e/of attorney st|w/of essex st|w/of attorney st|w/of pitt st|w/of clinton st|e/of rivington|w/of mangin st|w/of suffolk st|w/of lewis st|e/of baruch dr|e/of lewis st|e/of columbia s|w/of ridge st|e/of cannon st|e/of columbia|e/of mangin st|w/of abraham ka|e/of pitt st|w/of columbia|e/of orchard st|w/of cannon st|w/of allen st|w/of chrystie s|w/of attorney s|w/of broome st|s/of ludlow st|e/of suffolk st|s/of bialystoke|s/of lewis st|w/of sheriff s|w/of elizabeth s|e/of attorney|s/of clinton st|e/of ludlow st|e/of bowery|e/of clinton st|w/of baruch dr|w/of bialystoke|n/of mangin st|e/of bialystok|w/of norfolk st|w/of forsyth st|e/of eldridge st|n/of columbia s|e/of clinton s|e/of chrystie s|e/of attorney s|e/of columbia st|e/of norfolk st|w/of bialystoker|w/of eldridge s|e/of eldridge s|e/of allen st|s/of attorney st|n/of ridge st|e/of essex st|w/of columbia st|e/of sheriff s|s/of pitt st|s/of ridge st	T	2713
DELANCEY ST	east of pitt st|eo ridge st	P	50
DELANCEY ST NORTH		S	5
DELANCEY ST SOUTH		S	4
DELANCEY STREET	ridge street	S|P	185
Desbrosses St	e/of west st|w/of greenwich|w/of greenwich s|e/of washington|e/of watts st|w/of washington|e/of washingto	T	467
DESBROSSES STREET		S	5
Dey St	e/of broadway|e/of church st|n/of broadway|w/of broadway|w/of church st	T	270
Division St	e/of allen st|w/of pike st|w/of ludlow st|e/of eldridge st|e/of orchard st|w/of allen st	T	606
DIVISION ST		P	4
DIVISION STREET		S	15
Dominick St	w/of 6th ave|w/of varick st|e/of hudson st|e/of varick st	T	217
DONGAN PL		P	11
Dongan Pl	s/of arden st|e/of broadway|n/of adrian ave|w/of arden st|s/of adrian ave	T	112
DONGAN PLACE		P|S	12
Dover St	e/of water st|n/of water st|e/of south st|s/of south st|w/of front st|w/of pearl st|w/of water st|w/of south st|e/of pearl st|n/of front st	T	417
DOVER STREET		S	35
Downing St	w/of bedford st|e/of 6th ave|e/of varick st|s/of bedford st|w/of 6th ave|s/of bleecker s|n/of bedford st|e/of bedford st|e/of carmine st|e/of 7th ave s	T	488
Duane St	w/of broadway|w/of w broadway|w/of greenwich|e/of w broadway|w/of church st|e/of church st|w/of hudson st|e/of hudson st|e/of broadway|e/of greenwich	T	953
DUANE ST		P	4
DUANE STREET		S|P	19
Dutch St	s/of fulton st|n/of fulton st|n/of john st	T	38
DUTCH ST		P	13
DYCKMAN	vermilyea ave	P	238
DYCKMAN AVE		P	9
DYCKMAN ST	sherman ave|broadway|nagle ave	P	1226
Dyckman St	w/of seaman ave|w/of payson ave|e/of staff st|e/of hillside a|e/of payson av|e/of henry huds|s/of staff st|s/of post ave|w/of broadway|s/of nagle ave|e/of seaman ave|w/of nagle ave|n/of vermilyea|w/of staff st|e/of henshaw st|w/of 10th ave|e/of broadway|w/of henshaw st|e/of vermilyea a|e/of payson ave|n/of staff st|w/of payson av|e/of sherman av|w/of post ave|e/of 10th ave|e/of nagle ave|e/of post ave|n/of payson ave|n/of post ave	T	2186
DYCKMAN STREET	sherman ave|10th avenue	S|P	939
DYCKMEN		P	4
Dyer Ave	w/of w 34th st|s/of w 42nd st	T	8
E 10 ST		P	18
E 100 ST		P	9
E 100th St	e/of park ave|e/of 5th ave|e/of f d r dr|e/of 1st ave|w/of 1st ave|s/of 1st ave|w/of lexington a|w/of avenue a|w/of west end av|w/of f d r dr|e/of 2nd ave|w/of lexington|w/of 2nd ave|w/of 3rd ave	T	1295
E 101 ST	1st ave	P	6
E 101st St	e/of 5th ave|w/of madison ave|w/of 3rd ave|e/of lexington a|n/of 2nd ave|w/of park ave|w/of madison a|n/of e 100th st|e/of 1st ave|w/of 1st pl|s/of madison av|w/of f d r dr|w/of 5th ave|w/of madison av|w/of 1st ave|e/of 2nd ave|e/of lexington|w/of lexington|w/of 2nd ave|e/of park ave|e/of madison av	T	1254
E 102 ST	lexington ave|park ave	P	54
E 102 STREET		P	6
E 102nd St	e/of 1st ave|e/of 2nd ave|e/of park ave|e/of madison ave|s/of 5th ave|s/of 2nd ave|n/of 5th ave|s/of e 103rd st|s/of madison av|w/of york ave|w/of madison av|w/of madison ave|w/of park ave|e/of f d r dr|e/of 3rd ave|w/of amsterdam|w/of 5th ave|e/of madison av|w/of 1st ave|w/of f d r dr|e/of 5th ave|w/of madison a|w/of 2nd ave|e/of madison a	T	2899
E 102ND ST		P	15
E 103 ST	1 ave	P	19
E 103rd St	w/of madison a|w/of 3rd ave|s/of madison av|e/of madison ave|e/of riverside|w/of lexington|w/of f d r dr|w/of madison av|e/of 2nd ave|e/of madison av|w/of 1st pl|w/of amsterdam|w/of 2nd ave|n/of 5th ave|e/of 5th ave|w/of madison ave|w/of 1st ave|e/of 1st ave|w/of park ave|e/of park ave|n/of e 102nd st	T	865
E 104 ST	lexington ave	P	13
E 104th St	e/of madison av|w/of 5th ave|e/of park ave|w/of madison ave|w/of 2nd ave|w/of lexington|e/of 1st ave|w/of 1st ave|e/of madison ave|e/of madison a|e/of 2nd ave|s/of 5th ave|w/of park ave|w/of madison a|e/of lexington a|w/of 3rd ave|n/of 3rd ave|e/of lexington|e/of 5th ave|e/of 3rd ave|w/of madison av|e/of amsterdam|e/of broadway	T	2024
E 105 ST	park ave	P	26
E 105 STREET		P	9
E 105th St	e/of 3rd ave|w/of lexington|w/of 1st ave|w/of lexington a|w/of 3rd ave|e/of park ave|w/of 5th ave|w/of f d r dr|e/of 5th ave|e/of 1st ave|w/of madison av|w/of 2nd ave|e/of 2nd ave|e/of amsterdam|n/of 2nd ave|w/of west end a|e/of west end a|w/of park ave|e/of 1st pl|w/of e 103rd st|e/of f d r dr|e/of madison av	T	2203
E 105TH ST		P	15
E 106	park ave|madison	P	5
E 106 ST	park ave	P	39
E 106th St	w/of park ave|e/of amsterdam a|e/of 3rd ave|e/of park ave|e/of madison ave|n/of e 110th st|e/of 1st ave|w/of madison a|e/of madison a|e/of riverside d|w/of 5th ave|center lane|e/of 5th ave|w/of f d r dr|e/of madison av|w/of madison av|e/of 2nd ave|w/of lexington a|w/of 2nd ave|w/of madison ave|w/of 1st ave|s/of e 111th st|w/of central pa|e/of f d r dr	T	1975
E 106TH ST		P	9
E 107 ST		P	10
E 107th St	w/of madison av|e/of 5th ave|e/of park ave|e/of manhattan a|w/of park ave|s/of madison ave	T	385
E 108 ST	service rd fdr	P	12
E 108th St	w/of 1st ave|w/of park ave|w/of 2nd ave|w/of 5th ave|s/of w 33rd st|w/of madison ave|w/of madison a|e/of 2nd ave|e/of 3rd ave|w/of 3rd ave|e/of park ave|e/of madison av|e/of 5th ave|e/of madison a|e/of broadway|e/of madison ave	T	825
E 109 ST	park avenue|fdr service rd|park ave	P	14
E 109 STREET		P	4
E 109th St	w/of 3rd ave|w/of park ave|e/of 5th ave|e/of 2nd ave|e/of 3rd ave|w/of lexington|e/of madison av|w/of 2nd ave|e/of madison a|e/of 1st ave|e/of park ave|n/of park ave|w/of madison av|w/of madison ave|n/of 3rd ave|w/of 1st ave|s/of madison a|e/of madison ave|w/of madison a|s/of 2nd ave	T	1097
