street	intersections	agencies	number_violations
Mason Ave	s/of liberty ave|e/of stobe ave|e/of seaview ave|n/of jefferson|s/of buel ave|s/of adams ave|e/of cromwell av|e/of cromwell a|e/of dongan hil|n/of stobe ave|n/of seaview av|s/of garretson|w/of liberty av|s/of dongan hi|w/of cromwell av|n/of slater bl|n/of dongan hil|e/of liberty av|e/of jefferson|w/of seaview a|w/of crowell av|s/of seaview av|n/of garretson|n/of raritan ave|e/of seaview av|w/of alter ave|w/of seaview ave|w/of cromwell a|w/of buel ave|e/of garretson|n/of liberty av|w/of adams ave|e/of seaview a|w/of seaview av|w/of benton ave|w/of garretson|w/of garretson a|n/of cromwell a|e/of liberty ave|w/of jefferson|e/of new dorp l|w/of liberty ave|e/of garretson a|s/of garretson a|e/of alter ave|e/of adams ave|s/of liberty av|n/of raritan av|s/of jefferson|w/of stobe ave|e/of seaver ave|w/of hamden ave|n/of deal ct|e/of deal ct	T	5388
Mason Blvd	s/of maguire av|e/of garretson a|w/of seaview av|w/of rossville a|w/of rossville	T	136
Mason St		T	9
Massachusetts St		T	10
Mathews Ave	e/of lawrence a|e/of pelton ave|w/of hart ave	T	11
May Ave	s/of ada dr|s/of lamberts ln	T	27
May Pl	n/of amboy rd|s/of mosely ave	T	11
Mayberry Promenade	s/of strawberry|w/of strawberry	T	63
Maybury Ave	w/of ainsworth a	T	44
Maybury Ct	e/of redgrave a|n/of redgrave a|w/of redgrave a	T	11
McArthur Ave		T	22
McBaine Ave	s/of bloomingdal	T	86
McClean Ave	s/of jerome ave|e/of lamport b|e/of norway ave|w/of norway ave|w/of lily pond|e/of duer ave|e/of tompkins av	T	146
McCormick Pl		T	12
McCully Ave	w/of st andrew	T	30
McDermott Ave		T	4
McDivitt Ave		T	19
McDonald St		T	4
McGregor St	w/of sheldon av|e/of ramona ave|w/of sinclair a	T	16
McKee Ave		T	13
McKinley Ave	e/of natick st|s/of richmond r|n/of center st|e/of ardsley s|e/of richmond r|e/of clarke ave|w/of richmond r|s/of richmond	T	9
McLaughlin St		T	26
MCLAUGHLIN ST		P	6
McVeigh Ave	w/of kelly blvd|w/of denker pl|e/of evans st|e/of kelly blvd|s/of kelly blvd	T	74
Meadow Ave	s/of spring st|n/of rome ave|e/of stobe ave|e/of rome ave|w/of rome ave|s/of jefferson	T	26
Meadow Pl	e/of jefferson|e/of stobe ave|n/of stobe ave|n/of jefferson	T	33
MEADOW PLACE		P	4
Medina St	w/of oak ave|w/of guyon ave	T	56
Meisner Ave	e/of rockland a	T	8
MELBA ST		P	5
Melba St	s/of brielle av|s/of harold st|w/of brielle a|e/of brielle av|n/of harold st|e/of harold st|s/of queen st|w/of harold st	T	167
Melhorn Rd	e/of motley ave|s/of lortel ave|e/of schmidts l	T	12
Melrose Ave	e/of victory blv	T	9
Melrose Pl	e/of cleveland|e/of cleveland a	T	9
Melville St	s/of walch pl|w/of walch pl|e/of seguine a|s/of seguine av|e/of seguine ave	T	56
Melvin Ave	e/of wild ave|s/of wild ave|n/of victory bl|n/of wild ave|s/of walch pl|e/of victory bl|w/of victory bl|s/of victory blv|w/of wild ave	T	75
Melyn Pl	s/of wenlock st|e/of wenlock st|n/of westbrook|s/of wenlock s|s/of westbrook	T	26
Memo St	s/of trenton ct|w/of seguine ave|s/of seguine ave|n/of seguine ave	T	35
Memphis Ave	e/of richmond av|w/of richmond a	T	62
Mercer Pl	e/of cleveland	T	12
Meredith Ave	s/of south ave	T	10
MEREDITH AVE		P	6
Merle Pl	w/of fingerboard|w/of fingerboar|n/of fingerboard|s/of fingerboar|w/of wenlock st	T	49
MERLE PL		P	13
MERLE PLACE	dugdale st	P	7
Merrill Ave	e/of hillman av|s/of hillman a|e/of graham ave|w/of richmond a|w/of hillman av|e/of arlene st|w/of richmond|e/of richmond a|e/of firth rd|e/of richmond	T	104
MERRILL AVE		P	8
Merriman Ave	w/of manor rd	T	7
Merrymount St	w/of travis ave|n/of travis ave|e/of travis ave|s/of travis ave	T	123
MERRYMOUNT ST		P	5
Mersereau Ave	w/of downey pl|s/of wemple st|s/of netherland|e/of wemple st|n/of christophe|s/of downey pl	T	129
MERSEREAU AVE		P	7
Metcalfe St	n/of van duzer|e/of van duzer|e/of vanderbilt	T	52
METCALFE ST		P	6
Metropolitan Ave	s/of forest av|s/of forest ave|e/of forest ave|n/of forest ave|n/of thames ave	T	111
Middle Loop Rd		T	13
Midland Ave	s/of boundary av|s/of mason ave|e/of boundary|n/of hylan blvd|s/of boundary a|s/of boundary|n/of boundary a|n/of mason ave	T	190
MIDLAND AVE		P	7
Midland Rd		T	12
MILBANK ROAD		P|S	18
Mildred Ave	e/of shelly ave|s/of burke ave|e/of burke ave|n/of shelly ave|n/of burke ave|s/of shelly ave	T	37
Miles Ave	w/of daleham st|s/of elkhart st|e/of elkhart st|s/of fairfield|e/of gurley ave|s/of daleham st|n/of leverett a|n/of daleham st|n/of fairfield s|e/of daleham st|n/of gurley ave|s/of gurley ave	T	81
Milford Ave	e/of ocean ter|e/of burke ave	T	5
Mill Rd	w/of new dorp ln|n/of tysens ln|s/of tysens ln|e/of tysens ln|w/of tysens ln	T	274
MILL RD		P	11
MILL ROAD		P|S	7
Miller St	n/of constant av	T	15
MILLS AVE		P	4
Mills Ave	s/of mcclean av|s/of cedar ave	T	52
Milton Ave	w/of new dorp|w/of new dorp l	T	75
MILTON AVENUE		S	5
Minerva Pl	n/of fillmore s	T	5
Minna St		T	6
Minthorne St	n/of victory bl|e/of victory blv|s/of bay st|e/of victory bl|w/of bay st|w/of victory blv|n/of bay st|e/of bay st|n/of victory blv|s/of victory blv|s/of victory bl|s/of ramona ave	T	108
Minturn Ave	n/of albourne a|s/of rathbun av|s/of rathbun a|n/of ramona ave	T	15
Mobile Ave	s/of amboy rd|n/of amboy rd	T	20
Moffett St		T	23
Monahan Ave	s/of kelly blvd|e/of kelly blvd|w/of kelly blvd	T	80
MONAHAN AVE		P	7
Monroe Ave	s/of fort pl|s/of benziger av|n/of victory blv|n/of victory bl|w/of victory bl|e/of fort pl	T	145
MONROE AVE		P	8
Monroe Pl	e/of suffolk ave|n/of livingston	T	17
Montauk Pl		T	5
Montell St		T	23
MONTEREY AVE		P	5
Monterey Ave		T	17
Montgomery Ave	w/of victory blv|s/of fort pl|n/of victory bl|n/of victory blv|e/of fort pl|w/of fort pl	T	404
MONTGOMERY AVE		P	6
MONTGOMERY AVENUE		S	4
Monticello Ter		T	6
Montreal Ave	e/of pendale st|e/of clarke ave	T	53
MONTREAL AVE		P	4
Montvale Pl		T	8
Moody Pl	e/of bard ave	T	26
Moore St	s/of richmond r	T	4
Morani St	e/of richmond a|n/of leona st|n/of victory b|s/of leona st|w/of leona st|w/of debbie st|e/of richmond|w/of jennifer p|e/of jennifer p|e/of leona st|n/of debbie st|e/of debbie st|w/of richmond a|e/of jennifer pl|e/of victory bl|w/of jennifer pl|n/of victory bl|n/of richard ln|w/of parkview l	T	130
Moreland St	w/of greeley av|s/of midland av	T	55
MORENO CT		P	5
Morgan Ln	e/of hillman ave	T	25
Morley Ave		T	4
Morningstar Rd	e/of richmond|s/of hooker pl|s/of wenlock st|n/of richmond|e/of newark ave|e/of hooker pl|s/of richmond|s/of richmond t|n/of innis st|s/of lasalle st|e/of lasalle st	T	323
Morris Pl		T	4
Morris St	w/of rossville|s/of rossville|n/of rossville|e/of rossville a|w/of rossville a	T	52
Morrison Ave	e/of oakland av|e/of bement ave|n/of davis ave|w/of broadway|w/of pelton ave|s/of n burgher|e/of broadway|e/of davis ave|w/of lawrence a|w/of oakland ave|w/of davis ave|w/of oakland av|e/of oakland ave|w/of bement ave	T	113
MORRISON AVE		P	5
Morrow St	s/of forest ave|e/of richmond	T	5
MORROW ST	forest ave|c/o forest ave	P	18
Morse Ave		T	24
Morton St		T	4
Mosel Ave	n/of pierce st|w/of richmond a	T	124
MOSEL AVE		P	5
MOSEL AVENUE		S	9
Mosely Ave	e/of richmond a|w/of bamberger|n/of richmond a|s/of eagan ave|w/of richmond a|w/of richmond av|e/of bamberger|s/of richmond a|w/of port richm|e/of richmond av	T	401
Motley Ave	e/of melhorn rd|e/of melhorn r	T	15
Mott St		T	5
Mountainview Ave	s/of victory b|n/of harold st|n/of victory bl|s/of brielle ave|n/of holden blv|s/of victory bl|n/of brielle ave|n/of brielle av|e/of brielle ave	T	156
Mountainview ave and	s.gannon ave|s.gannon|gannon ave south|harold street|gannon ave soutj	S	6
Mulberry Ave		T	51
Mulberry Cir	n/of rivington a	T	62
Muller Ave		T	20
Mundy Ave	s/of forest ave|n/of ravenhurst|n/of benedict|n/of egbert ave|w/of benedict a|e/of forest ave|w/of egbert ave|s/of egbert ave	T	44
Murdock Pl	e/of renfrew pl|w/of renfrew pl	T	15
Murray Hulbert Ave	s/of victory b|w/of victory b|s/of victory bl|e/of victory bl|s/of bay stree|e/of victory blv|w/of victory blv|s/of victory blv|w/of victory bl|w/of hannah st|n/of hannah st|s/of bay st|e/of victory b	T	79
Murray Pl		T	4
MYRNA LANE	lisa lane	P	6
MYRNA LN		P	7
Myrna Ln	n/of stack dr|s/of stack dr	T	23
Myrtle Ave	e/of broadway|w/of n burgher|w/of bement ave|e/of elizabeth|w/of broadway|w/of elizabeth	T	139
N BURGHER AVE		P	6
N Burgher Ave	n/of harvest av|s/of delafield|w/of bosworth s|w/of forest ave|s/of bosworth s|s/of morrison|s/of cary ave|w/of blaine ct|e/of castleton|s/of myrtle ave|w/of castleton|n/of e raleigh a|s/of morrison a|s/of forest ave|s/of castleton|n/of castleton|e/of forest ave|s/of morrison av|n/of morrison av|s/of south st|s/of henderson|n/of morrison a	T	364
N Gannon Ave	w/of clermont pl|w/of gower st|w/of woodward|e/of crafton av|e/of ingram ave|e/of sheraden a|n/of wheeler a|w/of ingram ave|e/of sheraden av|w/of fingerboa|e/of gansevoor|w/of manor rd|e/of gower st|e/of warwick a|w/of mountainvi|w/of todt hill	T	44
N Mada Ave	s/of forest ave|n/of forest ave|s/of castleton a	T	51
N Pine Ter		T	9
N Railroad Ave	e/of cromwell a|s/of burgher av|n/of garretson a|e/of windemere|w/of midland av|w/of cromwell a|e/of delaware a|w/of alter ave|e/of justin ave|e/of steele ave|n/of guyon ave|w/of fremont ave|e/of old town r|n/of burbank a|w/of adams ave|w/of lincoln av|w/of windemere|w/of jefferson a|w/of locust ave|e/of guyon ave|e/of alter ave|e/of locust av|e/of stobe ave|n/of old town r|e/of burbank a|w/of guyon ave|e/of cloister p|e/of barton av|n/of steele ave|e/of burbank av|w/of locust av|n/of justin ave|n/of evergreen a|e/of seaview av|n/of stobe ave|e/of emmet ave|w/of steele ave	T	594
N RAILROAD AVE		P	6
N Railroad St		T	7
N Randall Ave		T	12
N Rhett Ave		T	8
N St Austins Pl	e/of davis ave|e/of st austins|s/of bard ave|s/of davis ave|w/of st austins|w/of bard ave|e/of bard ave|n/of bard ave|w/of davis ave|n/of davis ave	T	176
N/S NICK LAPORTE PL	w/o bay st|e/o stuyvesant pl|w/o bay srt	P	6
N/S of GOETHALS ROAD	north 1000' n/o for|north 800' e/o fore|north 550' w/o sout|north 500' n/o sout|north 500' e/o fore|north 1400' w/o sou|north 1200' e/o for	S	21
N/S of NARROWS ROAD	north 100' e/o north|south 70' n/o weser|north 75' w/o north	S	6
N/S of PARK HILL CIR	cle 10' e/o osgood a	S	4
N/S of VETERANS ROAD	west 528' e/o rossv|west 550' e/o rossv|west 500' w/o arthu|west 3600' e/o ross|west 100' w/o arthu|west 400' w/o arthu|west 50' s/o arthur|west 700' e/o rossv|west 250' e/o arthu|west 500' e/o rossv|west 1056' w/o arth|west 200' w/o arthu|west 400' e/o rossv|west 250' w/o arthu|west 7920' e/o arth|west 200' e/o rossv|west 450' w/o arthu	S	26
N/S of WATER STREET	50' e/o front street|300' s/o front stree|40' e/o front street|100' w/o navy pier c	S	4
Nadal Pl	n/of fieldstone	T	6
Nahant St	e/of dunbar st|w/of corbin ave|s/of dunbar st|e/of corbin ave	T	14
Narrows Rd	e/of lily pond|w/of hastings|e/of hylan blvd|s/of hastings|w/of hylan blvd|w/of hylan blv|s/of hastings st|e/of fingerboa|w/of lily pond|e/of hastings|e/of fingerboar|e/of legion pl	T	39
Narrows Rd N	e/of gansevoort	T	33
NARROWS RD NORTH	north drive	P	5
Narrows Rd S	s/of hylan blv|e/of hylan blv|e/of fingerboa|w/of hastings s|e/of hastings s|s/of legion pl|n/of legion pl|e/of fingerboar|w/of fingerboar|w/of savo ln|s/of hylan blvd|w/of hastings|s/of hastings|e/of hylan blvd|w/of legion pl|n/of hastings s|w/of fingerboa|s/of hastings s|w/of hylan blvd|s/of fingerboa|s/of fingerboar|e/of hastings	T	158
NARROWS RD S		P	4
NARROWS RD SOUTH		P	4
Nash Ct	e/of nelson ave|e/of nelson av	T	20
Nashville St		T	14
Natick St		T	12
Naughton Ave	s/of zoe st|n/of mason ave|e/of zoe st|n/of cletus st|s/of hylan blvd|w/of mason ave|s/of mason ave|e/of quincy ave|w/of husson st	T	146
NAUGHTON AVE		P	4
Nautilus St	w/of bay st|n/of cliff st	T	25
Navesink Pl	n/of hett ave|n/of finley ave|s/of hett ave|w/of roma ave|w/of hett ave	T	19
NAVY PIER COURT		S|P	25
NAVY PIER CT		P	13
Neal Dow Ave	s/of springfiel|n/of maine ave|s/of maine ave|s/of watchogue	T	43
Neckar Ave	s/of steuben st|n/of steuben st|w/of steuben st|n/of steuben s|s/of pierce st|e/of steuben st	T	57
NECKAR AVE		P	4
Nedra Ln	w/of arden ave|e/of arden ave|s/of arden ave|n/of arden ave	T	39
Nehring Ave	n/of travis ave|n/of klondike av|w/of travis ave|s/of braisted av|s/of travis ave	T	68
Nelson Ave	e/of hylan blvd|s/of bower ct|s/of giffords g|s/of fitzgerald|n/of grandview|n/of brower ct|w/of bower ct|n/of amboy rd|n/of giffords g|n/of richmond a|w/of brower ct|s/of brower ct|e/of brower ct|w/of giffords g|e/of fitzgerald|w/of amboy rd|e/of amboy rd|s/of amboy rd|w/of hylan blvd|w/of fitzgerald	T	337
NELSON AVENUE	giffords glen	P|S	6
Neptune Pl	w/of willowbro|s/of victory bl|w/of willowbrook|w/of victory bl	T	14
Neptune St		T	8
NEPTUNE STREET		S	5
NETHERLAND AVE	lockman ave	P	12
Netherland Ave	e/of maple pky|s/of simonson a|w/of simonson a|n/of maple pky|e/of grandview	T	86
NEW DORP LANE		P	6
New Dorp Lane Munici	permit area	T	89
New Dorp Ln	w/of 9th st|e/of 9th st|e/of clawson s|s/of titus ave|w/of edison st|w/of clawson st|e/of clawson st|n/of winham ave|n/of new dorp p|n/of titus ave|w/of clawson s|w/of 8th st|s/of new dorp pl|n/of clawson st|n/of milton ave	T	5029
New Dorp Plz North	w/of new dorp ln|e/of new dorp l|w/of new dorp l|w/of beach ave|e/of cloister p|e/of beach ave|w/of cloister p|e/of ross ave|w/of ross ave|w/of rose ave|w/of cloister pl	T	1032
New Dorp Plz South	w/of jacques av|w/of new dorp l|e/of jacques av|w/of rose ave|w/of ross ave|e/of new dorp l|e/of ross ave|w/of jacques ave	T	468
NEW LANE	scarboro ave	P	9
New Ln	e/of courtney l|e/of scarboro a|e/of bay st|w/of bay st|s/of bay st	T	177
New St	n/of jewett ave|w/of heberton|w/of jewett ave|e/of heberton av|e/of heberton a|e/of port richm|e/of port richmo|e/of heberton|n/of port richm|w/of park ave|e/of park ave|w/of jewett av|s/of port richm|w/of heberton a|w/of port richm|n/of port richmo|w/of port richmo|e/of jewett ave	T	479
NEW ST		P	4
New York Ave	s/of college av|n/of college av|s/of kingsley a	T	6
Newark Ave	w/of morningsta	T	32
NEWARK AVENUE		S	6
Newberry Ave		T	12
NEWBERRY AVE		P	4
Niagara St	e/of seneca ave|e/of clove rd|w/of clove rd	T	29
Nicholas Ave	e/of slaight st|e/of charles ave|n/of harrison a|n/of blackford|e/of richmond t|s/of charles av|e/of blackford a|n/of st marks pl|w/of st marks p|s/of richmond t|e/of castleton|s/of carroll pl|e/of blackford	T	172
NICHOLAS AVE		P	8
Nicholas St	w/of carroll pl|w/of st marks|s/of st marks pl|e/of st marks pl|n/of st marks p|s/of carroll pl|w/of st marks pl|n/of carroll pl|w/of st marks p|e/of st marks p|e/of richmond t|e/of carroll pl|s/of richmond t	T	138
Nightingale St		T	8
Niles Pl		T	6
Nippon Ave	w/of lamont ave|w/of sinclair a|e/of lamont ave|s/of stafford a	T	36
Nixon Ave		T	28
Noble Pl	n/of state st|w/of broadway|e/of broadway|e/of state st|w/of state st|s/of state st	T	38
Noel St		T	11
Nome Ave	e/of merrymount|e/of bridgetown|s/of steinway a|e/of lewiston s|n/of merrymount|s/of lewiston s|w/of elie ct|s/of bridgetown|w/of turf rd|e/of adam ct|w/of turf ct|w/of bridgetown|w/of merrymount|e/of turf rd|s/of turf ct|w/of adam ct|w/of bridgetow|w/of shale st|w/of kelly blvd|n/of kelly blvd|w/of lewiston s|e/of lewiston|e/of kelly blvd|n/of bridgetown|s/of turf rd|s/of bridgetow|n/of turf rd|e/of vassar st|e/of rockne st|s/of purdue ct	T	295
NOME AVE		P	4
Norden St	w/of richmond rd	T	14
Norma Pl	w/of metropolit	T	17
Normalee Rd		T	8
Norman Pl	w/of case ave|e/of case ave|n/of case ave	T	22
North Ave		T	10
North Burgher Ave	s/of morrison a|n/of e raleigh|s/of richmond te|n/of castleton|e/of castleton a	T	47
NORTH BURGHER AVENUE		S	10
North Railroad Ave	w/of locust ct|e/of emmet ave|e/of stobe ave	T	25
Northern Blvd		T	9
Northfield Ave	n/of macormac p|n/of kinsey pl|n/of arlington|e/of forest ave|s/of macormac pl|n/of forest ave|s/of macormac p|e/of macormac p	T	118
NORTHFIELD AVE	c/o kingsley pl|c/o kingsley ave	P	6
NORTHFIELD AVENUE		S	5
Norwalk Ave	n/of manor rd|e/of manor rd|w/of bay st|s/of kermit ave|n/of kermit ave	T	29
NORWAY AVE		P	11
Norway Ave	n/of kermit ave|s/of hylan blvd|w/of kermit ave|s/of reid ave|s/of kermit ave|e/of kermit ave|n/of reid ave|e/of mcclean ave	T	95
Norwood Ave	w/of bay st|s/of bay st|e/of bay st	T	38
Nostrand Ave		T	16
Notre Dame Ave	e/of wilson ave	T	30
Notus Ave	e/of woehrle ave	T	27
NOTUS AVE	drumgoole rd|drumgoole rd s	P	4
Nugent Ave	w/of liberty a|w/of seaview ave|n/of seaview av|w/of norway ave|s/of liberty av|w/of jefferson|w/of liberty ave|s/of slater blv|e/of naughton a|e/of dongan hill|w/of seaview av|n/of buel ave|s/of adams ave|w/of liberty av|n/of slater blv|s/of seaview av|e/of buel ave|w/of dongan hi|w/of buel ave|s/of mason ave|e/of liberty av|n/of slater bl|n/of norway ave|e/of liberty ave|e/of seaview av|s/of naughton a|w/of dongan hil|s/of buel ave|w/of slater blv|e/of seaview ave|e/of slater blv|s/of liberty ave|e/of dongan hil|e/of dongan hi	T	229
NUGENT AVE		P	5
Nugent St		T	7
Nunley Ct	s/of vanderbilt	T	22
Nutwood Ct		T	5
O Connor Ave	n/of victory bl|w/of victory bl	T	18
O Gorman Ave	e/of redgrave a|n/of ainsworth|e/of ainsworth|n/of cranford|e/of fieldway a|e/of cranford s|e/of spratt ave|s/of taunton st|n/of cranford st|w/of keegans ln|n/of cranford s|w/of taunton st|s/of ainsworth|w/of fieldway a|e/of cranford a|e/of bay ter|s/of bartow st	T	61
Oak Ave	w/of s railroad	T	73
OAK AVE		P	5
Oak St	w/of st marys av|e/of bell st	T	9
Oakdale Ave	e/of winchester|e/of richmond a|e/of ridgecrest|s/of forest ave	T	24
Oakdale St	e/of ridgecrest|e/of pacific av|w/of preston av|e/of pacific a	T	51
OAKLAND AVE		P	6
Oakland Ave	w/of forest ave|s/of forest ave|s/of bement ct|n/of castleton a|n/of forest ave|n/of forest ct	T	361
OAKLAND AVENUE		S	4
Oakley Pl		T	6
Oakville St	w/of washington|e/of washington|n/of fields ave	T	67
OAKVILLE ST		P	5
Oakwood Ave	n/of forest ave|s/of forest ave	T	23
Oban St		T	8
Oberlin St		T	29
Occident Ave	e/of sunrise te	T	24
Ocean Ave	e/of mcclean av|s/of mcclean av	T	87
Ocean Ter	e/of milford d|w/of milford av|e/of witteman pl|w/of milford a|e/of narrows r|n/of milford ave|s/of witteman p|w/of witteman p|s/of milford av|w/of milford dr|e/of witteman p	T	65
Oceanic Ave	s/of hylan blv|s/of hylan blvd|w/of hylan blvd|e/of hylan blvd	T	46
OCEANSIDE AVE		P	11
Oceanside Ave	s/of seaview av|s/of naughton|e/of naughton a|s/of sand ln	T	53
OCEANSIDE AVENUE		S	7
Oceanview Ave		T	8
Oceanview Pl	s/of armstrong a	T	6
Oder Ave	s/of pierce st|e/of palma dr|s/of palma dr|s/of baltic ave|s/of narrows rd|w/of steuben st	T	84
ODER AVE		P	6
Ohio Pl	e/of constant a|n/of constant|n/of constant a	T	17
Old Amboy Rd	s/of amboy rd|w/of st albans|w/of amboy rd|n/of amboy rd|e/of amboy rd|e/of st albans	T	137
Old Town Road	e/of durgess st|n/of durgess st|n/of providence|s/of durgess st|n/of laconia av|w/of hylan blvd|s/of providence|e/of hylan blvd|w/of providence|w/of durgess st	T	51
Oldfield St		T	8
Olga Pl	e/of hylan blv|e/of pouch ter|w/of hylan blvd|e/of hylan blvd	T	13
Oliver Pl		T	12
Olympia Blvd	e/of andrews st|n/of seaview av|s/of liberty av|n/of liberty ave|n/of buel ave|e/of slater blv|e/of seaview ave|w/of liberty av|e/of seaview av|w/of seaview ave|e/of liberty ave|s/of seaview av|w/of buel ave|n/of hylan blvd|e/of liberty av|w/of slater blv|w/of seaview av|s/of seaview ave|w/of liberty ave|s/of liberty ave|e/of buel ave|n/of seaview ave|n/of liberty a|w/of seaview a|s/of liberty a|n/of liberty av|w/of naughton a|e/of liberty a	T	553
OLYMPIA BLVD		P	13
Oneida Ave	n/of tioga st|s/of oswego st	T	56
Ontario Ave	e/of victory bl|n/of schoharie s|s/of schoharie|s/of tioga st	T	29
Opp Ct	w/of ridgewood	T	6
Orange Ave	w/of riley pl|w/of port richmo|s/of decker ave|e/of port richm|s/of port richmo|n/of decker ave	T	73
Orchard Ln		T	6
Ordell Ave		T	10
Orinoco Pl		T	10
Orlando St	e/of olympia bl	T	9
Ormond Pl		T	7
Ormsby Ave	w/of keating st|n/of keating st	T	15
Osborn Ave	n/of david st|n/of russell st|w/of preston av|w/of russell st|n/of driggs st|w/of hylan blv|n/of hylan blvd|w/of hylan blvd|n/of hylan blv|e/of russell st|e/of hylan blvd|s/of hylan blvd	T	34
Osborne St	w/of preston av|e/of preston av	T	12
Osgood Ave	s/of vanderbilt|s/of greenfield|e/of gordon st|e/of van duzer|s/of fairway ave|w/of park hill a|e/of park hill|s/of park hill a|s/of targee st|n/of vanderbilt|e/of vanderbil|w/of fairway ave|n/of park hill|w/of targee st|s/of van duzer|w/of van duzer|w/of park hill|w/of vanderbilt|e/of vanderbilt|s/of park hill|w/of greenfield|n/of van duzer	T	271
OSGOOD AVE		P	8
Oswego St	s/of logan ave|n/of logan ave|e/of labau ave|e/of seneca ave|w/of logan ave|w/of clove rd	T	32
Other-See Comments	staten iland ferry l|navy peir ct|park drive north|st george ferry|s/of beresford|ferry si lot|francher pl|si ferry terml|fancher pl|ganevoort blvd|si ferry lot 1|ferry lot one|housman ave|ferry termnal dr|ferry  lot one|ferry lot|si ferry terminal|9 st|ferry terminal|w/of alberta av|8 st|ferry teinal dr|ferry|st george ferry lot|arron ln|goethals rd n|shelley ave|ferey lot|st georfe ferry lot|si ferry lot|navy pier ct|si crt hse|mac grecor st|si feeey lot|st george|navy pier|durges  st|st ferry lot|e/of eltingvill|si court house|durges st|barb st|staten island court|ave b|aaron ln|si ferry parking ter|coryn ct|si court house lot|staten island ferry|navy pier court|housman av|si ferry parking lot|ferry terminal dr|west service road|saint marks pl|ferrt lot|e/of tompkins ct|e/of jules dr|court house lot|staten island mall|si ferey lot|si court hse|7 navy pier ct|w/of roswell av|navy crt|kinsley pl|housman|navy pier courts|si  ferry parking lo|feery lot|si courthouse|navy peir court|court house|navy pier   ct|s ferry lot|ferrynlot|arron lane|no pine terr|bayview lane|ferrylot|navy pier  court	T	2968
Otis Ave	s/of hylan blvd|n/of hylan blvd	T	45
OTIS AVE		P	7
Outerbridge Ave		T	12
Overlook Ave	n/of delaware s|w/of delaware s|e/of delaware s	T	14
Overlook Ter		T	14
Ovis Pl		T	10
Oxford Pl	n/of cebra ave|e/of cebra ave|w/of woodstock a|n/of castleton a|s/of woodstock|w/of cebra ave|s/of cebra ave|s/of castleton|s/of woodstock a	T	126
OXFORD PL		P	6
Pacific Ave		T	29
Page Ave	e/of estelle pl|n/of haywood st|s/of haywood s|n/of eastwood a|e/of amboy rd|e/of arthur kil|e/of bartow ave|w/of bartow st|s/of eastwood a|w/of bartow ave	T	82
PAGE AVE		P	4
Palma Dr	e/of oder ave|n/of park hill a|e/of hanover ave|n/of hanover ave|s/of hanover ave|e/of park hill|w/of park hill a|w/of oder ave|w/of hanover ave|n/of hanover av|s/of park hill|e/of targee st|w/of hanover av|w/of park hill|e/of park hill a|e/of hanover av|s/of hanover av|w/of targee st	T	207
Palmer Ave	n/of hanover av	T	33
Parish Ave	n/of victory bl|n/of victory blv	T	31
Park Ave	s/of richmond t|s/of new st|e/of vreeland s|s/of bennett st|n/of church st|s/of castleton c|n/of vreeland s|s/of church st|w/of new st|w/of castleton|w/of vreeland s|w/of richmond te|w/of richmond t|e/of bennett st|n/of bennett st	T	265
PARK AVE	church st	P	19
PARK AVENUE		S|P	33
Park Ct		T	7
Park Dr	north|s/of signs rd	T	12
PARK HILL		P	4
Park Hill Ave	n/of park hill|n/of sobel ct|n/of osgood av|n/of osgood ave|e/of sobel ct|n/of park hill l|w/of sobel ct|w/of park hill l|n/of palma dr|s/of park hill|s/of palma dr|s/of sobel ct|s/of osgood av|s/of osgood ave|e/of park hill|w/of osgood ave|w/of park hill|e/of park hill l|s/of park hill l	T	1490
PARK HILL AVE	sobel	P	28
Park Hill Cir	e/of osgood ave|s/of osgood ave|e/of park hill|s/of palma dr|n/of osgood ave	T	56
Park Hill Ct	e/of vanderbilt	T	41
Park Hill Ln	n/of fairway ave|s/of park hill|e/of park hill|s/of park hill a	T	76
Park Ln	w/of park hill	T	4
Park Pl	w/of highview a	T	20
Park Rd	w/of richmond a|w/of ridgecrest|e/of richmond av	T	6
Park St	n/of maplewood a	T	52
Park Ter	e/of lindenwood	T	8
Parker St		T	8
Parkinson Ave	w/of kramer st|w/of hylan blvd|s/of fayette av|s/of lamport bl|s/of kramer st|e/of reid ave|n/of reid ave|n/of fayette ave|w/of kermit ave|s/of kermit ave|n/of mccormick|n/of winfield a|w/of winfield a|s/of ledyard pl|s/of winfield a|s/of hylan blvd|n/of kermit ave|n/of ledyard pl|e/of winfield a|w/of mccormick|n/of hylan blvd|s/of mccormick p|w/of ledyard pl|e/of hylan blvd|s/of mccormick|e/of winfield av|e/of ledyard pl|w/of reid ave|n/of leslie ave|n/of kramer st|w/of fayette av	T	268
Parkwood Ave	n/of wheeling a|w/of ashland av|e/of ashland av|e/of bradford a|s/of bradford	T	10
Patten St	w/of hopping av|s/of hopping av	T	10
PATTERSON AVE		P	15
Patterson Ave	e/of lincoln av|e/of winfield a|e/of winfield st|w/of winfield s|e/of winfield s|w/of winfield|n/of winfield st|s/of dongan hill|w/of seaview av|e/of winfield av|w/of vulcan st|n/of winfield s|e/of naughton a|s/of seaview av|s/of dongan hil|s/of winfield st	T	90
Paulding Ave		T	30
Pauw St	n/of jersey st|e/of york ave|w/of jersey st	T	14
Peare Pl	s/of hylan blvd|n/of hylan blvd|w/of bayview te|w/of hylan blvd	T	31
Pearl St		T	11
