street	intersections	agencies	number_violations
144 AVE	springfield blvd|brookville blvd	P	17
144 PL	91st ave se corner|91 ave|archer ave i/o	P	12
144 PLACE		S|P	8
144 ST	22 ave|21 rd	P	39
144 STREET	22 avenue	P|S	19
144 TERRACE		P	8
144th Ave	e/of 227th st|w/of 230th pl|n/of 249th st|w/of 229th st|e/of 167th st|w/of springfie|w/of 253rd st|w/of 226th st|w/of 72nd st|n/of 115th ave|w/of farmers bl|e/of 217th st|e/of guy r brewe|e/of 249th st|e/of springfiel|n/of 185th st	T	291
144th Dr	e/of rockaway b	T	28
144th Pl	s/of jamaica av|s/of jamaica ave|s/of 14th ave|n/of archer av|n/of 91st ave|s/of 91st ave|n/of archer ave|n/of 25th rd|s/of willets po|s/of willets poi|e/of 91st ave|s/of archer ave	T	375
144th Rd	s/of 155th st|n/of rockaway|e/of farmers bl|e/of rockaway b|s/of 91st ave|n/of archer ave|w/of 224th st|e/of 169th st|w/of sutphin blv|w/of farmers blv	T	102
144th St	n/of 85th dr|n/of 120th ave|s/of 60th ave|n/of linden blv|e/of 69th st|e/of 20th ave|n/of jamaica ave|n/of jamaica av|n/of 22nd ave|s/of hillside av|n/of hillside a|w/of hillside a|n/of 25th dr|e/of hillside av|w/of 89th ave|n/of 115th ave|s/of 91st ave|n/of 130th ave|n/of hillside av|w/of 22nd rd|n/of 25th rd|n/of 88th rd|s/of 85th ave|s/of 89th ave|n/of archer av|s/of jamaica av|n/of 89th ave|e/of 21st rd|n/of 87th ave|e/of 85th rd|s/of 88th ave|n/of 88th ave|n/of 21st rd|s/of hillside a|w/of 88th ave|s/of linden blv|e/of 88th ave|s/of 22nd rd|n/of archer ave|s/of 130th ave|s/of 21st rd|n/of 85th rd|w/of 116th ave|s/of 87th ave|n/of 20th ave|s/of 22nd ave|w/of 85th ave|n/of rockaway b|n/of 133rd ave|s/of 87th rd|s/of jamaica ave	T	1106
144th Ter	w/of 167th st|e/of rockaway b|s/of rockaway b	T	38
145 AVE	167 st|springfield blvd|springfield ave|springfield|177 place|224 st|243 st|brookville blvd	P	37
145 AVENUE		S|P	96
145 DR	179 st|i/o 175 st	P	14
145 DRIVE		P|S	7
145 RD		P	12
145 ROAD		S|P	9
145 ST	n/o jamaica ave	P	41
145 STREET		P|S	14
145th Ave	e/of 177th st|n/of 157th st|w/of 230th st|e/of memphis a|n/of 158th st|s/of 157th st|e/of 167th st|w/of 177th st|s/of 227th st|w/of 224th st|w/of 230th pl|n/of 222nd st|s/of 156th st|w/of 243rd st|e/of 155th st|e/of 243rd st|e/of 156th st|n/of 167th st|w/of guy r brew|w/of 156th st|n/of 159th st|s/of 155th st|e/of rockaway bl|s/of 158th st|e/of 157th st|e/of 104th st|n/of 156th st|e/of 224th st|e/of 227th st|w/of 222nd st|w/of 167th st|e/of 184th st|w/of 223rd st|w/of 155th st|e/of francis lew|n/of rockaway b|w/of 158th st|e/of rockaway b|e/of 176th st|w/of 228th st|w/of 227th st	T	527
145th Dr	w/of 167th st|n/of rockaway b|w/of 175th st|e/of rockaway bl|n/of rockaway bl|e/of 181st st|s/of 167th st|e/of 167th st|w/of 182nd st|e/of rockaway b|e/of rockaway|w/of 180th st|n/of 167th st	T	217
145th Pl	n/of 34th ave|s/of 33rd ave|n/of 33rd ave	T	79
145th Rd	w/of 227th st|w/of farmers b|w/of 221st st|w/of 175th st|e/of 227th st|e/of 158th st|n/of 227th st|w/of 220th st|w/of 159th st|e/of 226th st|s/of 157th st|e/of rockaway b|s/of 159th st|w/of bell blvd|n/of 159th st|e/of springfiel|s/of 227th st|n/of 158th st|w/of 158th st|e/of guy r brew	T	161
145th St	n/of foch blvd|s/of 119th ave|s/of 88th ave|s/of 109th ave|s/of 116th ave|n/of jamaica av|e/of rockaway bl|s/of 29th rd|n/of 89th ave|s/of 123rd ave|s/of 120th st|s/of 120th ave|n/of rockaway b|n/of 123rd ave|n/of jamaica ave|n/of 119th ave|s/of rockaway bl|s/of 111th ave|s/of 115th ave|w/of 119th ave|n/of linden blvd|n/of 120th ave|s/of 130th ave|s/of rockaway b|n/of 34th ave|e/of jamaica ave|s/of foch blvd|s/of 89th ave|s/of 123rd st	T	710
146 AVE	springfield blvd	P	18
146 AVENUE		S	110
146 RD	175 street|173 st	P	13
146 ROAD		P|S	13
146 ST	91 ave|39 ave|jamaica ave|linden blvd|22 ave s/e|rockaway	P	139
146 STREET	archer|22 ave|22|91 ave|91 avenue|jamaica ave	P|S	50
146th Ave	w/of 225th st|s/of 224th st|e/of 225th st|e/of rockaway b|e/of 167th st|e/of rockaway|s/of 157th st|w/of 157th st|w/of 153rd pl|s/of 168th st|e/of 227th st|e/of 231st st|w/of 155th st|w/of 123rd ave|w/of 149th st|n/of rockaway bl|w/of 159th st|n/of rockaway b|s/of 167th st|w/of 226th st|e/of rockaway bl|e/of 223rd st|w/of 175th st|w/of 229th st|s/of 19th ave|s/of 158th st|w/of 223rd st|w/of 167th st|w/of 181st st|e/of 157th st|s/of 155th st|n/of 156th st|w/of 224th st|w/of 158th st|n/of 159th st|e/of springfiel|n/of 157th ave|e/of 158th st|s/of 223rd st|n/of 158th st|w/of 182nd st|w/of 230th pl|w/of 222nd st|n/of 223rd st|e/of 159th st|w/of 232nd st|s/of 156th st|e/of 233rd st|e/of 221st st|w/of 133rd ave|e/of 226th st|w/of 230th st|e/of 155th st|e/of 224th st|n/of 220th st	T	356
146th Dr	e/of 177th st|w/of 182nd st|w/of 183rd st|e/of 184th st|n/of guy r bre|e/of guy r bre|w/of guy r brew|w/of 181st st|e/of guy r brewe|w/of 177th st|n/of 177th st|e/of guy r brew|e/of 181st st|w/of 184th st	T	92
146th Pl	s/of 61st rd|n/of 15th ave|n/of 14th ave|s/of 15th ave|n/of reeves ave|s/of 14th ave	T	30
146th Rd	e/of 181st st|w/of 184th st|s/of 168th st|e/of guy r brew|w/of 181st st|e/of 182nd st|w/of 182nd st|s/of 182nd st|n/of rockaway b|s/of 181st st|n/of guy r brewe|e/of 183rd st|e/of farmers bl|w/of 175th st	T	112
146th St	n/of 88th ave|s/of rockaway bl|s/of northern bl|n/of union turn|s/of jamaica av|n/of 33rd ave|s/of liberty av|s/of 89th ave|s/of 116th ave|n/of main st|n/of 61st rd|s/of booth memor|n/of rockaway b|w/of 79th ave|s/of bayside av|n/of jamaica av|n/of 34th ave|s/of 34th ave|s/of northern b|s/of 79th ave|n/of sutter ave|e/of 181st st|n/of northern b|s/of 28th ave|s/of 58th ave|n/of 21st ave|s/of willets poi|s/of 133rd ave|s/of hillside a|s/of hillside av|s/of 88th ave|n/of 25th dr|n/of 89th ave|s/of 22nd ave|e/of 91st ave|s/of broadway|n/of 223rd st|s/of union turn|s/of 61st rd|s/of 32nd ave|n/of union tur|s/of foch blvd|n/of 23rd ave|n/of union turnp|s/of 23rd ave|w/of sutter ave|e/of jamaica a|s/of 35th ave|n/of 25th rd|s/of 123rd ave|s/of jamaica a|n/of 26th ave|n/of northern|s/of 97th ave|n/of 120th ave|s/of 26th rd|w/of 56th ave|w/of northern b|e/of jamaica av|w/of 120th ave|s/of hillside|s/of 91st ave|e/of 101st ave|n/of 91st ave|s/of 33rd ave|n/of jamaica ave|n/of 101st ave|n/of northern bl|w/of 34th ave|s/of rockaway b|s/of 25th dr|s/of 115th ave|s/of sutphin bl|n/of 133rd ave|n/of liberty av|n/of 27th ave|n/of 56th ave|s/of 20th ave|s/of liberty a|n/of 115th ave|s/of 113th ave|n/of 35th ave|s/of 27th ave|s/of 25th rd|n/of booth memo|s/of 111th ave|n/of foch blvd|w/of jamaica av|n/of 28th ave|s/of booth memo|s/of 56th rd|n/of 119th ave|w/of linden blv|w/of jasmine av|n/of 56th rd|s/of linden blv|n/of 123rd ave|s/of 21st ave|s/of willets po|s/of jamaica ave|w/of 61st rd|n/of hillside a|s/of 56th ave|s/of 26th ave|e/of booth memo|n/of 32nd ave|n/of linden blv|e/of northern b|n/of archer ave|n/of 79th ave|e/of union turn|w/of 130th ave|n/of reeves ave|s/of 90th ave|s/of sutter ave|w/of parsons b|e/of 25th dr|n/of 88th st|w/of 101st ave|n/of 90th ave|s/of 101st ave|w/of 89th ave|n/of 116th ave|e/of sutter ave|w/of booth memo|w/of linden blvd|n/of 58th ave|s/of 58th rd	T	5143
146TH ST		P	6
146th Ter	w/of 181st st|w/of 183rd st|s/of 181st st|e/of 182nd st|w/of 182nd st|e/of 181st st|e/of guy r brew|e/of guy r brewe	T	76
147 AVE	springfield blvd|184 st|guy brewer blvd|232 st|brewer blvd|235 st|w/o springfield blvd|guy r brewer blvd|256 st	P	79
147 AVENUE		P|S	158
147 DR		P	7
147 PL	archer ave|jamaica ave	P	45
147 PLACE	archer ave|archer	P|S	30
147 ROAD		P	4
147 ST	archer ave|20 ave|rockaway blvd|34 avenue	P	138
147 STREET	72 rd	P|S	52
147th Ave	w/of springfiel|w/of guy r brew|e/of 148th ave|e/of 177th st|e/of 184th st|w/of 223rd st|n/of guy r brew|e/of 182nd st|e/of farmers bl|e/of springfiel|e/of 176th st|w/of rockaway b|e/of farmers b|w/of guy r brewe|w/of 176th st|n/of rockaway b|e/of springfie|w/of springfie|w/of 167th st|w/of farmers b|w/of springfield|w/of 184th st|w/of 177th st|w/of 183rd st|e/of 222nd st|e/of rockaway|w/of 225th st|w/of 226th st|e/of 168th st|n/of 120th ave|e/of 235th st|s/of springfie|s/of 184th st	T	746
147th Dr	w/of 259th st|n/of brookville|e/of 259th st|w/of edgewood st|e/of weller ln|w/of 253rd st	T	121
147th Pl	n/of liberty av|s/of jamaica ave|e/of 146th st|s/of jamaica av|n/of liberty ave|s/of hillside a|n/of archer ave|s/of jamaica a|s/of 95th ave|n/of arcade ave|e/of archer ave|s/of 33rd ave|n/of jamaica av|n/of archer av|e/of 72nd rd|s/of 97th ave|e/of 97th ave|n/of 34th ave|s/of archer ave|s/of 32nd ave|n/of 95th ave|n/of 3rd ave|n/of 97th ave|w/of guy r bre|n/of ascan ave|e/of arcade ave	T	2005
147TH PL		P	4
147TH PLACE		P	4
147th Rd	e/of 257th st|e/of 235th st|n/of 69th rd|e/of 258th st|e/of 184th st|e/of 241st st	T	96
147th St	n/of 72nd ave|s/of sutter ave|s/of 72nd dr|w/of 70th ave|e/of union turn|s/of 27th ave|n/of jamaica av|e/of union st|n/of main st|s/of foch blvd|w/of foch blvd|n/of northern bl|e/of 115th ave|n/of 65th ave|w/of 72nd rd|s/of 45th ave|s/of union turn|s/of 38th ave|n/of 14th ave|s/of sanford av|s/of 120th ave|e/of 72nd dr|s/of jewel ave|n/of 120th ave|s/of 133rd ave|e/of 70th rd|w/of 75th rd|e/of 116th ave|n/of rockaway b|n/of 79th ave|n/of rockaway|w/of 184th st|s/of 75th ave|n/of 119th ave|n/of linden blvd|s/of 123rd ave|w/of union turn|s/of 130th ave|s/of willets po|n/of 20th rd|e/of 77th ave|n/of 68th ave|s/of 72nd ave|n/of beech ave|s/of 115th ave|e/of 76th ave|n/of 75th rd|w/of 79th ln|s/of 70th ave|n/of 75th ave|e/of 73rd ave|s/of 75th rd|n/of 123rd ave|w/of springfiel|n/of sutter ave|n/of rockaway bl|s/of northern b|s/of 32nd ave|s/of 26th ave|s/of 69th rd|s/of sanford ave|s/of 20th rd|e/of delaware a|s/of 77th ave|n/of union turn|n/of 34th ave|n/of 20th ave|e/of 75th rd|e/of elm ave|s/of 72nd rd|n/of 76th rd|n/of jewel ave|s/of jamaica av|s/of 68th ave|w/of 177th st|n/of 130th ave|s/of 116th ave|e/of 77th rd|s/of 97th ave|w/of 69th rd|s/of 6th ave|n/of 41st ave|w/of 133rd ave|s/of 41st ave|s/of melbourne|s/of 35th ave|n/of archer ave|e/of 68th dr|s/of roosevelt a|n/of 115th ave|s/of norton ave|s/of barclay av|s/of 77th rd|n/of roosevelt a|n/of 37th ave|w/of 77th ave|s/of 76th rd|s/of 33rd ave|w/of 70th rd|w/of 72nd dr|e/of 78th ave|n/of 73rd ave|s/of roosevelt|n/of 78th rd|s/of 5th ave|s/of 37th ave|s/of 73rd ave|n/of 69th rd|s/of 76th ave|n/of 38th ave|n/of 78th ave|s/of 14th ave|n/of northern b|s/of barclay ave|s/of 25th dr|w/of 76th rd|e/of 69th ave|n/of 77th ave|n/of 72nd rd|n/of 33rd ave|n/of union tur|n/of 76th ave|s/of 19th ave|s/of linden blv|s/of 28th ave|s/of 111th ave|n/of 70th rd|n/of sanford av|n/of 17th ave|n/of cherry ave|n/of 71st rd|n/of foch blvd|n/of delaware av|s/of 79th ave|n/of 71st ave|n/of n conduit|s/of 70th rd|n/of 133rd ave|w/of 73rd ave|n/of willets po|w/of 76th ave|s/of elm ave|n/of 77th rd|w/of northern b|s/of 15th ave|w/of 78th rd|s/of 78th rd|e/of 119th ave|e/of 72nd rd|e/of 68th ave|n/of delaware a|n/of sanford a|n/of linden blv|s/of 22nd ave|s/of 71st ave|w/of 72nd ave|w/of 78th ave|e/of 72nd ave|n/of 10th ave|e/of sutter ave|n/of arcade ave|s/of 25th rd|n/of 45th ave|n/of ash ave|e/of 120th ave|n/of 95th ave|w/of 38th ave|w/of 79th ave|n/of 116th ave|s/of 78th ave|e/of 69th rd|n/of 111th ave|e/of 130th ave|w/of 38th dr|e/of 76th rd|e/of 79th ave|e/of 76th st|s/of melbourne a|e/of 41st ave|s/of rockaway b|s/of 68th rd|s/of 69th ave|n/of 27th ave|n/of 26th ave|w/of gravett rd|e/of 71st ave	T	3377
147TH ST		P	4
148 AVE	176 st|guy r brewer|east of 226 st|257 st|177 st|guy r brewer blvd	P	34
148 AVENUE	176 street	S|P	282
148 DR	weller ave	P	15
148 DRIVE		P	4
148 RD		P	11
148 ROAD		P|S	70
148 ST	94 ave|105 ave|liberty|linden blvd	P	88
148 STREET	94 ave s/e	P|S	78
148th Ave	e/of 177th st|n/of sutter ave|e/of rockaway|e/of 175th st|w/of edgewood st|e/of springfield|w/of 259th st|e/of 226th st|s/of 229th st|e/of 176th st|n/of 226th st|w/of 228th st|w/of 226th st|w/of 176th st|w/of 177th st|e/of weller ln|w/of 175th st|w/of rockaway|e/of springfiel|w/of 230th st|w/of 229th st|w/of 253rd st|e/of rockaway b|w/of springfiel|w/of edgewood s|w/of 227th st|e/of 225th st|w/of 225th st|w/of guy r brew|e/of 228th st|w/of 224th st|w/of rockaway b|w/of 249th st|w/of weller ln|e/of rockaway bl|e/of 227th st|n/of 229th st|e/of brookvill|w/of 257th st|e/of 231st st|w/of archer ave|n/of 175th st|n/of 227th st|s/of 226th st	T	1114
148th Dr	n/of weller ln|e/of huxley st|w/of huxley st|w/of weller ln|n/of 148th ave	T	224
148th Pl	s/of jamaica av|n/of archer ave|s/of jamaica a|s/of 61st rd|s/of jamaica ave|n/of reeves ave	T	40
148th Rd	e/of 157th st|w/of 175th st|n/of guy r brew|e/of 175th st|w/of guy r brew|w/of 259th st|e/of guy r brewe|w/of 253rd st|w/of edgewood s|e/of 181st st|n/of huxley st|w/of brookville|e/of 182nd st|e/of edgewood s|e/of guy r brew|e/of 253rd st|w/of 147th ave	T	533
148th St	e/of reeves ave|s/of 89th ave|s/of hillside a|w/of hillside av|n/of 130th ave|n/of 133rd ave|w/of archer ave|s/of 56th rd|s/of 34th ave|s/of 29th ave|e/of 176th st|s/of 58th rd|s/of 87th ave|s/of 59th ave|w/of 88th ave|s/of jamaica wa|e/of sutter ave|w/of 149th st|n/of 97th ave|s/of 14th ave|n/of liberty ave|n/of 61st rd|s/of sutter ave|n/of 87th ave|s/of 115th ave|n/of 111th ave|n/of sutphin bl|n/of bayside av|s/of lowe ct|e/of 95th ave|s/of 106th ave|n/of 34th ave|n/of n conduit a|n/of 58th ave|s/of 105th st|n/of 32nd ave|s/of bayside av|n/of 115th ave|s/of foch blvd|s/of 88th ave|n/of 60th ave|n/of sutter ave|s/of 33rd ave|n/of 106th ave|n/of horace har|s/of 85th dr|97th ave and 148th s|n/of jamaica a|s/of 32nd ave|n/of 89th ave|n/of 87th rd|s/of 97th ave|n/of 105th ave|w/of 90th ave|s/of 2nd ave|s/of 130th ave|e/of booth memor|s/of 85th ave|n/of ascan ave|n/of hillcrest a|n/of 94th ave|s/of 86th ave|s/of 90th ave|n/of archer ave|n/of 90th ave|s/of 94th ave|n/of 95th ave|n/of 88th ave|s/of jamaica av|n/of hillside a|n/of 85th dr|s/of archer ave|s/of liberty av|n/of jamaica av|n/of liberty av|n/of archer av|s/of 95th ave|n/of lowe ct|s/of linden blv|s/of hillside av|s/of jamaica a|s/of booth mem|n/of 58th rd|n/of n conduit|s/of 87th rd|e/of jamaica av|s/of 60th ave|n/of tuskegee a|s/of jamaica ave|n/of arcade ave|n/of hillside av|s/of sutphin blv|w/of jamaica av|s/of 84th dr|e/of 88th ave|n/of jamaica ave|e/of archer ave|e/of 90th ave|n/of reeves ave|n/of tuskegee ai|s/of hillside|s/of booth memo|w/of 130th ave|n/of booth memo|n/of 91st ave|n/of jamaica wa|n/of 59th ave|w/of 89th ave|e/of jamaica ave|s/of horace har|e/of 3rd ave|s/of 116th ave|n/of 85th ave|s/of 61st rd|n/of 35th ave|s/of rockaway b|n/of 33rd ave|e/of 105th ave|n/of 88th dr|w/of 58th rd|e/of 89th ave|w/of rockaway b|w/of 70th rd|e/of 15th ave|e/of 58th ave|e/of 106th st|n/of 87th st|e/of 59th ave|s/of arcade ave|w/of linden blvd|s/of 58th ave|s/of n conduit|n/of 84th dr|n/of linden blvd|w/of hillside a|s/of booth memor|n/of 86th ave|n/of linden blv|e/of 97th ave	T	10762
148TH ST		P	6
148TH STREET		P	5
149 AVE	cross bay blvd|94 st|lafayette st|134 st|redding st|n conduit ave|120 st|crossbay blvd|125 st|79 st|84 st	P	98
149 AVENUE	134 street|79 street|78 street|crossbay blvd|cross bay blvd|83 street|80 street|lafayette ave	P|S	98
149 PL		P	24
149 PLACE	35 ave	P|S	30
149 ROAD	257 street	S|P	54
149 ST	linden blvd|17 ave s/e|lowe ct|95 ave|115 ave|rockaway blvd|jamaica ave	P	115
149 STREET		S|P	113
149th Ave	w/of 230th pl|e/of 241st st|s/of lefferts b|e/of guy r brew|w/of 225th st|w/of 253rd st|s/of 145th ave|e/of cross bay|e/of springfield|e/of 114th st|e/of 132nd st|w/of guy r brew|w/of 182nd st|s/of 184th st|e/of rockaway b|w/of 84th st|e/of lafayette s|w/of cross bay|e/of edgewood st|w/of 82nd st|n/of 257th st|w/of 183rd st|s/of 225th st|w/of guy r bre|e/of 184th st|e/of weller ln|w/of 150th rd|e/of 230th st|e/of 182nd st|e/of 183rd st|n/of weller ln|e/of 94th st|w/of 122nd st|w/of 127th st|w/of 184th st|w/of 94th st|w/of 124th st|e/of 177th st|e/of 150th ave|w/of lefferts b|e/of 223rd st|e/of 224th st|w/of 223rd st|e/of 230th pl|s/of lafayette|e/of 122nd pl|w/of 224th st|e/of redding st|w/of 134th st|w/of weller ln|e/of edgewood s|e/of lafayette|e/of springfiel|w/of n conduit a|e/of 84th st|w/of 230th st|s/of 177th st|w/of 122nd pl|e/of edgewood|n/of 184th st|e/of 115th st|w/of 177th st|e/of 80th st|e/of 150th rd|w/of guy r brewe|e/of redding s|s/of 127th st|w/of 83rd st|e/of huxley st|n/of 230th st|e/of 122nd st|e/of 78th st	T	1698
149th Dr	e/of huxley st|e/of 184th st|w/of 255th st|w/of weller ln	T	81
149th Pl	s/of roosevelt a|s/of barton ave|n/of barclay av|s/of 33rd ave|s/of roosevelt|s/of 34th ave|n/of 41st st|n/of 97th ave|s/of sanford ave|s/of jamaica av|s/of 38th ave|n/of roosevelt|s/of 35th ave|s/of brattle av|s/of sanford av|n/of northern b|s/of 41st ave|n/of 35th ave|n/of 41st ave|s/of 95th ave|s/of northern b|s/of northern bl|n/of barton ave|n/of 38th ave|n/of 34th ave|w/of northern bl|n/of roosevelt a|s/of barclay av|n/of beech ave|n/of sanford ave|n/of sanford av|e/of 34th ave	T	944
149th Rd	n/of roosevelt a|w/of 177th st|w/of 253rd st|e/of brookville|n/of rockaway b|e/of 256th st|s/of weller ln|n/of 257th st|e/of 182nd st|e/of 183rd st|w/of 257th st|s/of 183rd st|e/of rockaway b|w/of 183rd st|e/of 257th st|e/of 177th st|w/of 182nd st|e/of guy r brew|w/of guy r brew|e/of huxley st|s/of 149th ave|w/of rockaway b|e/of 150th rd|e/of 223rd st	T	926
149th St	s/of northern|n/of cherry ave|s/of beech ave|s/of 35th ave|n/of hawthorne|n/of 33rd ave|n/of melbourne a|n/of n conduit|s/of barclay av|s/of gravett rd|s/of 26th ave|w/of 116th ave|s/of hawthorne a|w/of gravett rd|s/of 17th ave|n/of 130th ave|e/of 95th ave|w/of 38th ave|n/of 19th ave|s/of 45th ave|n/of 41st ave|s/of 41st ave|n/of northern|n/of roosevelt a|w/of jamaica av|w/of reeves ave|s/of northern bl|s/of 15th dr|n/of 45th ave|s/of 95th ave|s/of 85th rd|e/of 38th ave|s/of jamaica ave|s/of sanford av|s/of 34th ave|e/of gravett rd|s/of cherry ave|s/of 28th st|n/of union turn|n/of 95th ave|s/of jamaica a|n/of melbourne|w/of 97th ave|s/of 28th ave|n/of arcade ave|n/of 95th st|n/of jamaica av|n/of lowe ct|n/of 28th ave|s/of 105th ave|s/of 133rd ave|s/of roosevelt|w/of union turnp|n/of jamaica a|s/of northern b|s/of barton ave|n/of 116th ave|n/of elm ave|s/of lowe ct|s/of 79th ave|n/of 85th dr|n/of northern bl|n/of sutter ave|n/of gravett rd|s/of ash ave|n/of 94th ave|s/of jamaica av|n/of 97th ave|n/of archer ave|n/of 38th ave|s/of 38th ave|s/of 29th ave|n/of northern b|n/of jamaica ave|n/of 24th ave|s/of 33rd ave|s/of hawthorne|n/of roosevelt|s/of archer ave|w/of 95th ave|n/of bayside av|s/of 97th ave|s/of 27th ave|s/of barclay ave|s/of 90th ave|n/of 32nd ave|s/of 130th ave|s/of 61st rd|n/of reeves ave|n/of 34th ave|n/of sanford av|n/of ash ave|n/of 133rd ave|n/of 26th ave|n/of 29th ave|e/of melbourne|s/of 21st ave|n/of 35th ave|s/of delaware a|w/of s conduit|n/of barton ave|n/of barclay av|n/of 140th st|n/of 33rd st|w/of cherry ave|s/of 15th ave|w/of 61st rd|n/of ascan ave|e/of 90th ave|s/of sanford a|n/of beech ave|s/of elm ave|w/of 133rd ave|n/of 115th ave|s/of 20th rd|s/of jamaica wal|n/of willets po|e/of archer ave|n/of union turnp|w/of sutter ave|e/of 85th dr|w/of 147th pl|w/of beech ave|n/of 61st rd|n/of delaware a|n/of archer av	T	5193
14th Ave	e/of 150th st|w/of 125th st|w/of 116th st|n/of 116th st|n/of 150th st|e/of 146th st|w/of 123rd st|e/of 117th st|n/of 113th st|e/of 115th st|w/of 146th st|e/of 149th st|w/of 152nd st|s/of clintonvill|e/of 126th st|e/of 113th st|e/of 145th pl|w/of 150th st|e/of 160th st|w/of clintonvill|w/of 115th st|e/of college po|w/of 124th st|w/of 117th st|w/of 127th st|e/of 116th st|w/of 114th st|e/of 152nd st|e/of college poi|e/of 123rd st|e/of 124th st|e/of 154th st|w/of college po|e/of beach 123r|w/of 118th st|s/of 28th ave|e/of 121st st|n/of 127th st|e/of 125th st	T	2793
14th Pl	s/of astoria pk|s/of archer ave|s/of 26th ave|s/of astoria p|s/of astoria par|n/of 38th ave	T	113
14th Rd	w/of 133rd pl|e/of 121st st|w/of 121st st|s/of 150th pl|e/of clintonvil|n/of 150th pl|s/of 133rd pl|e/of 152nd st|e/of cross islan|w/of clintonvil|e/of 110th st|e/of 112th st|e/of 150th pl|w/of college po|e/of 114th st|w/of college poi|w/of 150th pl|e/of 117th st|w/of 118th st	T	1179
14TH RD		P	4
14th St	s/of 36th ave|n/of 34th ave|s/of 31st rd|s/of 26th ave|s/of broadway|n/of 30th rd|s/of 21st st|w/of 29th ave|n/of 30th ave|n/of 28th ave|s/of 33rd rd|n/of 31st rd|n/of 29th ave|s/of 29th ave|s/of 31st ave|s/of 37th ave|s/of 30th dr|n/of broadway|s/of 34th ave|n/of astoria bl|n/of 37th ave|n/of 31st dr|s/of astoria pk|s/of 31st dr|s/of 30th rd|s/of 30th ave|n/of 31st ave|s/of astoria bl|s/of 28th ave|n/of 26th ave|n/of 33rd rd|s/of astoria b|w/of 37th ave|s/of 35th ave|s/of 27th ave|e/of 112th st|n/of 27th ave|n/of astoria pk|n/of 35th ave|w/of astoria bl	T	1897
15 AVE	112 st|131 st	P	40
15 AVENUE		S|P	6
15 DRIVE		S|P	6
15 RD	208 pl	P	6
150 AVE	n conduit ave|183 st|122 st|127 st|130 st|120 st|129 st	P	29
150 AVENUE	127 street|129 street|130 street	S|P	100
150 DRIVE		P|S	4
150 PL		P	5
150 PLACE		P|S	15
150 RD		P	6
150 ROAD		S|P	63
150 ST	horace harding expwy|122 ave|booth memorial ave|133 ave|56 rd|n/o 88 ave|rockaway blvd|89 ave|87 road|130 ave	P	153
150 STREET	guy r brewer	P|S	156
150th Ave	w/of 121st st|e/of 153rd st|e/of lefferts|e/of 114th st|w/of 118th st|w/of 127th st|e/of lefferts b|w/of 182nd st|w/of 134th st|e/of 123rd st|w/of guy r brew|e/of 149th ave|w/of 120th st|e/of 182nd st|e/of 118th st|w/of lefferts b|e/of 129th st|n/of tuskegee a|s/of 105th ave|e/of lefferts bl|w/of 183rd st|w/of 149th ave|w/of 114th pl|w/of 123rd st|e/of 127th st|e/of 131st st|w/of 129th st|e/of 184th st|e/of 223rd st|n/of 183rd st|w/of lefferts bl|e/of 122nd st|w/of 130th st|w/of 117th st	T	474
150th Dr	n/of 183rd st|w/of 184th st|e/of 182nd st|w/of 183rd st|s/of 15th dr|e/of 183rd st|n/of 17th ave	T	45
150th Pl	s/of 6th ave|s/of 35th ave|n/of 35th ave|e/of northern b|s/of 33rd ave|s/of northern b|s/of 32nd ave|n/of 32nd ave|s/of northern|n/of northern b|n/of roosevelt|n/of 34th ave|n/of 33rd ave|s/of roosevelt|s/of 14th rd|n/of cross isla|e/of 34th ave|s/of 15th dr|n/of roosevelt a	T	524
150th Rd	e/of 149th st|n/of 182nd st|w/of 183rd st|e/of 182nd st|s/of 149th ave|n/of 149th ave|s/of 88th ave|e/of 183rd st|w/of 182nd st|s/of 183rd st|e/of 184th st|e/of 149th ave|s/of 182nd st|n/of 183rd st|n/of 72nd dr|n/of 89th ave	T	365
